종목,코드,단계,점수,돌파선,돌파봉종가,돌파봉대금_억,동시간배수,돌파봉(KST),기준봉(KST),현재가,당일등락률,당일고가,당일누적대금,시세시각
케이씨텍,281820,돌파·대금 충족 (다음 봉 확인 대기),63.7,71800.0,73300.0,32.0,2.97,09-17 13:00,09-17 13:00,73300.0,3.97,73800,136억,2026-09-17T14:28:18+09:00
