순위,종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time,현재가,당일등락률,당일고가,당일누적대금,시세시각
1,한화엔진,082740,KOSPI,일치,77.7,2.96,53200.0,53300.0,95.2,4.78,09-17 13:00,09-17 12:00,2026-09-17 13:00,True,True,False,153.186015,5.099987355404489,53400.0,53500.0,2026-09-17T13:00:00+09:00,53100.0,10.51,54200,"1,553억",2026-09-17T14:42:23+09:00
