code,name,market,price,market_cap,quote_time,amount,scan_time
010170,대한광통신,KOSDAQ,15570,2420900000000.0,2026-09-16T10:41:18+09:00,255780.0,2026-09-16T10:41:28.230297+09:00
069540,빛과전자,KOSDAQ,4660,525100000000.0,2026-09-16T10:41:19+09:00,247910.0,2026-09-16T10:41:28.230297+09:00
072950,빛샘전자,KOSDAQ,13910,112000000000.0,2026-09-16T10:41:19+09:00,148370.0,2026-09-16T10:41:28.230297+09:00
356680,엑스게이트,KOSDAQ,17235,491900000000.0,2026-09-16T10:41:20+09:00,139424.0,2026-09-16T10:41:28.230297+09:00
017900,광전자,KOSPI,10650,617100000000.0,2026-09-16T10:41:18+09:00,84794.0,2026-09-16T10:41:28.230297+09:00
062970,한국첨단소재,KOSDAQ,3440,103600000000.0,2026-09-16T10:41:18+09:00,80289.0,2026-09-16T10:41:28.230297+09:00
411080,샌즈랩,KOSDAQ,7580,115700000000.0,2026-09-16T10:41:20+09:00,64986.0,2026-09-16T10:41:28.230297+09:00
054920,한컴위드,KOSDAQ,5400,152400000000.0,2026-09-16T10:41:22+09:00,50267.0,2026-09-16T10:41:28.230297+09:00
217590,티엠씨,KOSPI,13260,319500000000.0,2026-09-16T10:41:17+09:00,48273.0,2026-09-16T10:41:28.230297+09:00
001820,삼화콘덴서,KOSPI,142800,1484400000000.0,2026-09-16T10:41:20+09:00,48096.0,2026-09-16T10:41:28.230297+09:00
043260,성호전자,KOSDAQ,18040,1324700000000.0,2026-09-16T10:41:21+09:00,45916.0,2026-09-16T10:41:28.230297+09:00
093370,후성,KOSPI,14180,1520900000000.0,2026-09-16T10:41:22+09:00,45536.0,2026-09-16T10:41:28.230297+09:00
386380,스카이랩스,KOSDAQ,20550,385600000000.0,2026-09-16T10:41:19+09:00,45173.0,2026-09-16T10:41:28.230297+09:00
108490,로보티즈,KOSDAQ,307500,4510100000000.0,2026-09-16T10:41:21+09:00,44393.0,2026-09-16T10:41:28.230297+09:00
030530,원익홀딩스,KOSDAQ,24650,1903900000000.0,2026-09-16T10:41:19+09:00,40529.0,2026-09-16T10:41:28.230297+09:00
332570,PS일렉트로닉스,KOSDAQ,8880,408000000000.0,2026-09-16T10:41:18+09:00,38734.0,2026-09-16T10:41:28.230297+09:00
158430,아톤,KOSDAQ,5880,144000000000.0,2026-09-16T10:41:18+09:00,37400.0,2026-09-16T10:41:28.230297+09:00
417200,LS머트리얼즈,KOSDAQ,12600,852400000000.0,2026-09-16T10:41:19+09:00,36871.0,2026-09-16T10:41:28.230297+09:00
218410,RFHIC,KOSDAQ,52300,1389900000000.0,2026-09-16T10:41:22+09:00,34638.0,2026-09-16T10:41:28.230297+09:00
452280,한선엔지니어링,KOSDAQ,12590,242300000000.0,2026-09-16T10:41:20+09:00,33431.0,2026-09-16T10:41:28.230297+09:00
229640,LS에코에너지,KOSPI,57900,1773200000000.0,2026-09-16T10:41:20+09:00,31990.0,2026-09-16T10:41:28.230297+09:00
036540,SFA반도체,KOSDAQ,8720,1434100000000.0,2026-09-16T10:41:21+09:00,26907.0,2026-09-16T10:41:28.230297+09:00
050890,쏠리드,KOSDAQ,9200,559000000000.0,2026-09-16T10:41:20+09:00,26761.0,2026-09-16T10:41:28.230297+09:00
001210,금호전기,KOSPI,10980,136800000000.0,2026-09-16T10:41:18+09:00,26378.0,2026-09-16T10:41:28.230297+09:00
004310,현대약품,KOSPI,10100,323200000000.0,2026-09-16T10:41:20+09:00,25483.0,2026-09-16T10:41:28.230297+09:00
