code,name,market,price,market_cap,quote_time,amount,scan_time
017900,광전자,KOSPI,10900,631600000000.0,2026-09-15T10:37:20+09:00,254957.0,2026-09-15T10:37:33.079945+09:00
030530,원익홀딩스,KOSDAQ,25800,1992700000000.0,2026-09-15T10:37:19+09:00,143286.0,2026-09-15T10:37:33.079945+09:00
108490,로보티즈,KOSDAQ,338500,4964800000000.0,2026-09-15T10:37:21+09:00,141864.0,2026-09-15T10:37:33.079945+09:00
004310,현대약품,KOSPI,10110,323500000000.0,2026-09-15T10:37:21+09:00,139414.0,2026-09-15T10:37:33.079945+09:00
067290,JW신약,KOSDAQ,3670,205700000000.0,2026-09-15T10:37:18+09:00,131737.0,2026-09-15T10:37:33.079945+09:00
001820,삼화콘덴서,KOSPI,140100,1456300000000.0,2026-09-15T10:37:20+09:00,123391.0,2026-09-15T10:37:33.079945+09:00
014950,삼익제약,KOSDAQ,10985,110600000000.0,2026-09-15T10:37:21+09:00,115968.0,2026-09-15T10:37:33.079945+09:00
058610,에스피지,KOSDAQ,104300,2313100000000.0,2026-09-15T10:37:22+09:00,102746.0,2026-09-15T10:37:33.079945+09:00
093370,후성,KOSPI,14670,1573400000000.0,2026-09-15T10:37:22+09:00,86075.0,2026-09-15T10:37:33.079945+09:00
437730,삼현,KOSDAQ,52700,1671000000000.0,2026-09-15T10:37:18+09:00,52723.0,2026-09-15T10:37:33.079945+09:00
069540,빛과전자,KOSDAQ,4290,483400000000.0,2026-09-15T10:37:20+09:00,47791.0,2026-09-15T10:37:33.079945+09:00
356680,엑스게이트,KOSDAQ,17120,488700000000.0,2026-09-15T10:37:19+09:00,44809.0,2026-09-15T10:37:33.079945+09:00
036540,SFA반도체,KOSDAQ,8460,1391300000000.0,2026-09-15T10:37:22+09:00,43556.0,2026-09-15T10:37:33.079945+09:00
332570,PS일렉트로닉스,KOSDAQ,8700,399700000000.0,2026-09-15T10:37:19+09:00,41467.0,2026-09-15T10:37:33.079945+09:00
010170,대한광통신,KOSDAQ,14300,2223400000000.0,2026-09-15T10:37:19+09:00,39405.0,2026-09-15T10:37:33.079945+09:00
004020,현대제철,KOSPI,35850,4784000000000.0,2026-09-15T10:37:19+09:00,35506.0,2026-09-15T10:37:33.079945+09:00
024060,흥구석유,KOSDAQ,14740,221100000000.0,2026-09-15T10:37:18+09:00,35319.0,2026-09-15T10:37:33.079945+09:00
032820,우리기술,KOSDAQ,13210,2282500000000.0,2026-09-15T10:37:22+09:00,34484.0,2026-09-15T10:37:33.079945+09:00
403870,HPSP,KOSDAQ,53000,4361900000000.0,2026-09-15T10:37:21+09:00,33051.0,2026-09-15T10:37:33.079945+09:00
032940,원익,KOSDAQ,9950,181000000000.0,2026-09-15T10:37:19+09:00,31518.0,2026-09-15T10:37:33.079945+09:00
001210,금호전기,KOSPI,11020,137300000000.0,2026-09-15T10:37:18+09:00,30858.0,2026-09-15T10:37:33.079945+09:00
386380,스카이랩스,KOSDAQ,21800,409000000000.0,2026-09-15T10:37:20+09:00,30235.0,2026-09-15T10:37:33.079945+09:00
411080,샌즈랩,KOSDAQ,6940,106000000000.0,2026-09-15T10:37:19+09:00,27911.0,2026-09-15T10:37:33.079945+09:00
125490,한라캐스트,KOSDAQ,11390,415800000000.0,2026-09-15T10:37:22+09:00,27422.0,2026-09-15T10:37:33.079945+09:00
160190,하이젠알앤엠,KOSDAQ,26050,804600000000.0,2026-09-15T10:37:19+09:00,26219.0,2026-09-15T10:37:33.079945+09:00
456160,지투지바이오,KOSDAQ,36100,600300000000.0,2026-09-15T10:37:22+09:00,23740.0,2026-09-15T10:37:33.079945+09:00
222800,심텍,KOSDAQ,126800,4815100000000.0,2026-09-15T10:37:21+09:00,21959.0,2026-09-15T10:37:33.079945+09:00
462860,더즌,KOSDAQ,3260,233900000000.0,2026-09-15T10:37:20+09:00,21828.0,2026-09-15T10:37:33.079945+09:00
226950,올릭스,KOSDAQ,109100,2482100000000.0,2026-09-15T10:37:17+09:00,21798.0,2026-09-15T10:37:33.079945+09:00
353200,대덕전자,KOSPI,98300,4857700000000.0,2026-09-15T10:37:18+09:00,19504.0,2026-09-15T10:37:33.079945+09:00
031980,피에스케이홀딩스,KOSDAQ,170500,3676400000000.0,2026-09-15T10:37:21+09:00,19193.0,2026-09-15T10:37:33.079945+09:00
336260,두산퓨얼셀,KOSPI,50100,3281200000000.0,2026-09-15T10:37:21+09:00,19063.0,2026-09-15T10:37:33.079945+09:00
006360,GS건설,KOSPI,37550,3213600000000.0,2026-09-15T10:37:21+09:00,17879.0,2026-09-15T10:37:33.079945+09:00
000670,영풍,KOSPI,52400,964700000000.0,2026-09-15T10:37:22+09:00,17798.0,2026-09-15T10:37:33.079945+09:00
217590,티엠씨,KOSPI,12770,307700000000.0,2026-09-15T10:37:18+09:00,17756.0,2026-09-15T10:37:33.079945+09:00
0015N0,아로마티카,KOSDAQ,13240,166500000000.0,2026-09-15T10:37:20+09:00,17724.0,2026-09-15T10:37:33.079945+09:00
080220,제주반도체,KOSDAQ,71100,2448900000000.0,2026-09-15T10:37:19+09:00,17149.0,2026-09-15T10:37:33.079945+09:00
356860,티엘비,KOSDAQ,38900,922000000000.0,2026-09-15T10:37:19+09:00,15747.0,2026-09-15T10:37:33.079945+09:00
066970,엘앤에프,KOSPI,115500,4699100000000.0,2026-09-15T10:37:20+09:00,15682.0,2026-09-15T10:37:33.079945+09:00
375500,DL이앤씨,KOSPI,86900,3362500000000.0,2026-09-15T10:37:19+09:00,15655.0,2026-09-15T10:37:33.079945+09:00
052710,아모텍,KOSDAQ,16320,304900000000.0,2026-09-15T10:37:21+09:00,15456.0,2026-09-15T10:37:33.079945+09:00
413630,씨피시스템,KOSDAQ,4430,161400000000.0,2026-09-15T10:37:19+09:00,15020.0,2026-09-15T10:37:33.079945+09:00
441270,파인엠텍,KOSDAQ,9390,396300000000.0,2026-09-15T10:37:21+09:00,14689.0,2026-09-15T10:37:33.079945+09:00
327260,RF머트리얼즈,KOSDAQ,44850,806800000000.0,2026-09-15T10:37:21+09:00,14521.0,2026-09-15T10:37:33.079945+09:00
263860,지니언스,KOSDAQ,18900,171600000000.0,2026-09-15T10:37:17+09:00,13630.0,2026-09-15T10:37:33.079945+09:00
051900,LG생활건강,KOSPI,304000,4552600000000.0,2026-09-15T10:37:18+09:00,13616.0,2026-09-15T10:37:33.079945+09:00
034220,LG디스플레이,KOSPI,8790,4395000000000.0,2026-09-15T10:37:22+09:00,13136.0,2026-09-15T10:37:33.079945+09:00
203650,드림시큐리티,KOSDAQ,2690,273600000000.0,2026-09-15T10:37:19+09:00,13119.0,2026-09-15T10:37:33.079945+09:00
161890,한국콜마,KOSPI,146000,3446300000000.0,2026-09-15T10:37:17+09:00,12922.0,2026-09-15T10:37:33.079945+09:00
0011A0,액스비스,KOSDAQ,12930,120700000000.0,2026-09-15T10:37:17+09:00,12880.0,2026-09-15T10:37:33.079945+09:00
456010,아이씨티케이,KOSDAQ,17950,260300000000.0,2026-09-15T10:37:19+09:00,12822.0,2026-09-15T10:37:33.079945+09:00
046970,우리로,KOSDAQ,6970,305500000000.0,2026-09-15T10:37:18+09:00,12776.0,2026-09-15T10:37:33.079945+09:00
