종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,제외,44.56507332586993,3.72,285000.0,283250.0,4292.3,1.17,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,5542.36792,1.2814944005562583,285000.0,284000.0,2026-09-23T13:00:00+09:00
SK하이닉스,000660,KOSPI,제외,제외,59.7328133941909,0.04,1922000.0,1843000.0,4437.3,0.96,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,4297.55925,0.7673844711508772,1904000.0,1851000.0,2026-09-23T13:00:00+09:00
SK스퀘어,402340,KOSPI,제외,제외,42.27694172054456,3.33,1196000.0,1165000.0,525.5,1.19,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,507.20644,0.9671395347540144,1196000.0,1172000.0,2026-09-23T13:00:00+09:00
삼성전기,009150,KOSPI,제외,제외,44.684601107510524,2.49,1544000.0,1485000.0,516.2,1.04,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,647.38719,0.7848893445071344,1544000.0,1503000.0,2026-09-23T13:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,제외,48.56242608429045,-1.3,359000.0,350500.0,58.3,0.84,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,63.793735,0.5609313606042651,359000.0,351500.0,2026-09-23T13:00:00+09:00
현대차,005380,KOSPI,제외,제외,47.97158535607408,-2.2,366000.0,352500.0,325.9,2.41,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,152.390315,0.8225556891153988,365500.0,353500.0,2026-09-23T13:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,제외,44.13708233648613,-2.75,1399000.0,1367000.0,47.1,1.22,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,58.73999,0.8707922817607975,1398000.0,1367000.0,2026-09-23T13:00:00+09:00
KB금융,105560,KOSPI,제외,제외,40.104156754172784,-2.16,176900.0,173000.0,120.7,0.85,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,107.407209,0.654963396589282,176900.0,172900.0,2026-09-23T13:00:00+09:00
삼성물산,028260,KOSPI,제외,제외,56.919646789630676,0.88,379500.0,367500.0,92.5,1.07,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,97.48305,0.7814718798421164,379500.0,367500.0,2026-09-23T13:00:00+09:00
삼성생명,032830,KOSPI,제외,제외,56.68927340334285,0.84,299000.0,292500.0,53.4,0.79,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,53.118,0.5776895078766313,299000.0,292500.0,2026-09-23T13:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,제외,37.25194534222621,-3.49,1064000.0,1021000.0,180.3,2.04,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,156.29394,1.221651457766915,1064000.0,1023000.0,2026-09-23T13:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,제외,51.61713743778707,-3.03,88100.0,81300.0,322.8,1.69,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,242.31966,1.1328692379382665,88100.0,81400.0,2026-09-23T13:00:00+09:00
신한지주,055550,KOSPI,제외,제외,49.42485172162306,-2.44,113400.0,109300.0,110.8,1.1,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,103.37206,0.8310432900651286,113400.0,109400.0,2026-09-23T13:00:00+09:00
HD현대중공업,329180,KOSPI,제외,제외,40.27238488709375,-2.58,460000.0,440000.0,69.8,0.77,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,59.17428,0.43849913646853844,460000.0,439500.0,2026-09-23T13:00:00+09:00
기아,000270,KOSPI,제외,제외,38.40992860464148,-3.71,120300.0,115500.0,93.2,1.31,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,110.906324,1.4762477428939962,119800.0,115400.0,2026-09-23T13:00:00+09:00
SK,034730,KOSPI,제외,제외,42.81731208089245,3.13,605000.0,593000.0,53.2,1.0,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,69.96243,0.9358393141055086,605000.0,597000.0,2026-09-23T13:00:00+09:00
삼성SDI,006400,KOSPI,제외,제외,38.40069046095202,-2.26,535000.0,515000.0,124.4,1.01,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,107.87868,0.528596421640673,533000.0,518000.0,2026-09-23T13:00:00+09:00
셀트리온,068270,KOSPI,제외,제외,41.35922936923261,-2.22,179700.0,177400.0,66.9,1.3,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,61.12518,0.8066249226137215,179700.0,177000.0,2026-09-23T13:00:00+09:00
하나금융지주,086790,KOSPI,제외,제외,48.70285215381584,-1.83,136700.0,132500.0,80.5,1.14,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,100.948871,1.20821670754991,136700.0,132700.0,2026-09-23T13:00:00+09:00
LG전자,066570,KOSPI,제외,제외,50.19718315771321,1.04,221000.0,208500.0,96.8,1.16,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,86.32317,0.77790477592157,217500.0,208500.0,2026-09-23T13:00:00+09:00
현대모비스,012330,KOSPI,제외,제외,48.2912320874818,-1.93,380000.0,365500.0,66.1,0.75,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,55.143375,0.4716633045036021,379500.0,367500.0,2026-09-23T13:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,제외,58.82800102632116,-0.48,215000.0,204500.0,56.7,0.93,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,52.95899,0.6483487035673974,214500.0,206500.0,2026-09-23T13:00:00+09:00
NAVER,035420,KOSPI,제외,제외,55.75754010663941,-1.96,203500.0,195900.0,135.8,1.47,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,418.72155,3.3655882415115705,203000.0,195000.0,2026-09-23T13:00:00+09:00
삼성화재,000810,KOSPI,제외,제외,49.52038788441417,-0.96,656000.0,647000.0,35.3,0.8,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,34.98736,0.7094748091076754,656000.0,646000.0,2026-09-23T13:00:00+09:00
효성중공업,298040,KOSPI,제외,제외,60.342449031317486,-0.48,2977000.0,2847000.0,42.0,0.49,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,75.26409,0.650380978453045,2970000.0,2887000.0,2026-09-23T13:00:00+09:00
우리금융지주,316140,KOSPI,제외,제외,38.698748952789,-1.87,36250.0,35350.0,63.8,0.88,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,55.076007,0.6247839366205352,36250.0,35350.0,2026-09-23T13:00:00+09:00
SK이노베이션,096770,KOSPI,제외,제외,44.21012779752592,3.56,150800.0,148100.0,68.6,0.7,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,141.654766,0.9803268142536342,150800.0,149950.0,2026-09-23T13:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,제외,53.591476792470914,-0.93,725000.0,704000.0,48.6,0.87,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,60.1583,0.8234841426912759,724000.0,710000.0,2026-09-23T13:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,제외,36.183644084269424,-3.37,320000.0,310000.0,57.1,1.26,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,59.2038,0.8573356521905349,320000.0,310000.0,2026-09-23T13:00:00+09:00
한화오션,042660,KOSPI,제외,제외,38.98951626679395,-3.9,82100.0,79800.0,51.8,1.13,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,54.73296,0.9481609228077814,82100.0,79600.0,2026-09-23T13:00:00+09:00
두산,000150,KOSPI,제외,제외,56.64808161244069,1.39,1519000.0,1471000.0,73.7,1.03,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,98.14086,1.0228713019472113,1519000.0,1494000.0,2026-09-23T13:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,제외,49.19353649238759,-1.75,343000.0,330500.0,38.0,0.96,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,36.72916,0.6871302591548685,343000.0,332000.0,2026-09-23T13:00:00+09:00
고려아연,010130,KOSPI,제외,제외,46.28820216937709,-1.16,1125000.0,1111000.0,8.0,0.63,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,9.3492,0.4230928926756806,1125000.0,1113000.0,2026-09-23T13:00:00+09:00
한미반도체,042700,KOSPI,제외,제외,55.719037321391184,1.76,244500.0,239500.0,50.1,0.57,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,82.9835,0.655528989503368,243500.0,242500.0,2026-09-23T13:00:00+09:00
HMM,011200,KOSPI,제외,제외,62.99022667597891,-0.27,21300.0,21000.0,12.0,0.78,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,11.119427,0.63692656327991,21300.0,20900.0,2026-09-23T13:00:00+09:00
한국전력,015760,KOSPI,제외,제외,51.463817789103715,-2.32,31200.0,30350.0,20.0,0.57,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,96.9873,2.083306046774036,31200.0,30200.0,2026-09-23T13:00:00+09:00
SK텔레콤,017670,KOSPI,제외,제외,48.68938731045612,-1.41,89100.0,86500.0,49.5,0.86,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,54.942205,0.5947298549679447,89100.0,86500.0,2026-09-23T13:00:00+09:00
KT&G,033780,KOSPI,제외,제외,66.01798709861444,1.09,178800.0,175200.0,62.7,2.68,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,52.602564,1.8469309453890896,178800.0,174800.0,2026-09-23T13:00:00+09:00
LG화학,051910,KOSPI,제외,제외,33.87662380274411,-2.45,260500.0,253000.0,31.4,1.03,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,30.00933,0.5770797497406353,260500.0,253500.0,2026-09-23T13:00:00+09:00
삼성중공업,010140,KOSPI,제외,제외,39.02489482543448,-2.59,20750.0,20250.0,38.0,0.91,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,40.101848,0.7162990252718031,20750.0,20200.0,2026-09-23T13:00:00+09:00
S-Oil,010950,KOSPI,제외,제외,59.280571130498075,1.45,160600.0,155000.0,39.3,0.89,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,42.43271,0.6397911920054941,160600.0,157100.0,2026-09-23T13:00:00+09:00
미래에셋증권,006800,KOSPI,제외,제외,51.338555889291534,0.1,33350.0,32050.0,28.4,1.09,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,17.238592,0.5109982383349345,33250.0,32200.0,2026-09-23T13:00:00+09:00
LG,003550,KOSPI,제외,제외,50.12752028178651,-0.62,119200.0,112300.0,11.0,0.46,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,13.192476,0.41415305052648155,119200.0,112200.0,2026-09-23T13:00:00+09:00
삼성에스디에스,018260,KOSPI,제외,제외,55.09842123673455,-0.96,227000.0,218500.0,22.3,0.64,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,19.053,0.4091190187843026,226500.0,219000.0,2026-09-23T13:00:00+09:00
포스코퓨처엠,003670,KOSPI,제외,제외,69.83917669230225,0.39,193500.0,182400.0,53.0,1.66,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,52.486813,1.0437163234269016,193500.0,182900.0,2026-09-23T13:00:00+09:00
기업은행,024110,KOSPI,제외,제외,65.63133032697385,1.1,21050.0,20350.0,9.6,0.7,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,12.408209,0.7667622919972944,21050.0,20350.0,2026-09-23T13:00:00+09:00
HD현대,267250,KOSPI,제외,제외,41.88244191215396,-2.0,210000.0,203000.0,24.9,1.07,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,30.11302,0.802311897244038,210000.0,203000.0,2026-09-23T13:00:00+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,제외,제외,38.67858577312978,-2.3,714000.0,695000.0,46.8,1.36,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,47.08368,0.7983134995570876,713000.0,692000.0,2026-09-23T13:00:00+09:00
카카오,035720,KOSPI,제외,제외,53.6160967939584,0.05,34600.0,33850.0,37.6,1.12,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,48.226722,1.179518057264572,34600.0,33700.0,2026-09-23T13:00:00+09:00
현대글로비스,086280,KOSPI,제외,제외,55.758436367039664,-2.29,204250.0,196500.0,40.1,1.4,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,48.374348,1.4755964101725252,203500.0,195800.0,2026-09-23T13:00:00+09:00
한화시스템,272210,KOSPI,제외,제외,45.8605986113851,-1.84,79000.0,74700.0,73.5,4.47,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,70.220654,2.669351223876824,79000.0,74200.0,2026-09-23T13:00:00+09:00
에이피알,278470,KOSPI,제외,제외,67.1149417950597,1.19,372500.0,368500.0,84.8,1.01,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,60.86997,0.5756996735903248,372500.0,371000.0,2026-09-23T13:00:00+09:00
현대건설,000720,KOSPI,제외,제외,57.70382047952783,-1.79,136100.0,121050.0,118.3,1.8,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,146.531007,1.8931056512936661,136100.0,120700.0,2026-09-23T13:00:00+09:00
KT,030200,KOSPI,제외,제외,55.78688907150605,-0.61,53500.0,52700.0,9.9,0.95,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,13.069584,1.0101337727877144,53500.0,52800.0,2026-09-23T13:00:00+09:00
LG이노텍,011070,KOSPI,제외,제외,58.17016865123749,0.6,554000.0,530000.0,48.2,0.66,09-23 13:00,09-23 12:00,2026-09-23 13:00,False,False,False,,False,57.98984,0.6552729760735435,549000.0,536000.0,2026-09-23T13:00:00+09:00
