code,name,market,price,market_cap,quote_time,amount
005930,삼성전자,KOSPI,284500,1663266300000000.0,2026-09-23T15:28:19+09:00,4852049
000660,SK하이닉스,KOSPI,1858000,1357254800000000.0,2026-09-23T15:28:20+09:00,4869531
402340,SK스퀘어,KOSPI,1178000,155406500000000.0,2026-09-23T15:28:19+09:00,646245
009150,삼성전기,KOSPI,1505000,112414000000000.0,2026-09-23T15:28:21+09:00,689988
373220,LG에너지솔루션,KOSPI,350500,82017000000000.0,2026-09-23T15:28:17+09:00,74617
005380,현대차,KOSPI,353000,71823700000000.0,2026-09-23T15:28:21+09:00,175002
207940,삼성바이오로직스,KOSPI,1365000,63187100000000.0,2026-09-23T15:28:21+09:00,46967
105560,KB금융,KOSPI,173200,61431900000000.0,2026-09-23T15:28:18+09:00,102730
028260,삼성물산,KOSPI,367000,59515500000000.0,2026-09-23T15:28:18+09:00,91904
032830,삼성생명,KOSPI,294500,58900000000000.0,2026-09-23T15:28:20+09:00,59808
012450,한화에어로스페이스,KOSPI,1020000,52594700000000.0,2026-09-23T15:28:18+09:00,110867
034020,두산에너빌리티,KOSPI,81700,52333800000000.0,2026-09-23T15:28:19+09:00,355574
055550,신한지주,KOSPI,109300,51310900000000.0,2026-09-23T15:28:19+09:00,84405
329180,HD현대중공업,KOSPI,441000,46287900000000.0,2026-09-23T15:28:17+09:00,74822
000270,기아,KOSPI,115300,45014600000000.0,2026-09-23T15:28:19+09:00,76819
034730,SK,KOSPI,613000,44444200000000.0,2026-09-23T15:28:21+09:00,70680
006400,삼성SDI,KOSPI,521000,41985100000000.0,2026-09-23T15:28:18+09:00,180938
068270,셀트리온,KOSPI,177400,41266300000000.0,2026-09-23T15:28:18+09:00,47188
086790,하나금융지주,KOSPI,132900,36011900000000.0,2026-09-23T15:28:18+09:00,68632
066570,LG전자,KOSPI,208500,33961400000000.0,2026-09-23T15:28:19+09:00,104998
012330,현대모비스,KOSPI,367000,32964200000000.0,2026-09-23T15:28:20+09:00,58477
010120,LS ELECTRIC,KOSPI,205500,30825000000000.0,2026-09-23T15:28:17+09:00,61579
035420,NAVER,KOSPI,194600,29597600000000.0,2026-09-23T15:28:20+09:00,214289
000810,삼성화재,KOSPI,648000,28931600000000.0,2026-09-23T15:28:18+09:00,33200
298040,효성중공업,KOSPI,2897000,27013200000000.0,2026-09-23T15:28:22+09:00,72693
316140,우리금융지주,KOSPI,35350,26045400000000.0,2026-09-23T15:28:17+09:00,43812
267260,HD현대일렉트릭,KOSPI,706000,25449300000000.0,2026-09-23T15:28:19+09:00,44333
096770,SK이노베이션,KOSPI,149500,25273400000000.0,2026-09-23T15:28:20+09:00,141850
005490,POSCO홀딩스,KOSPI,311500,24683700000000.0,2026-09-23T15:28:18+09:00,53284
000150,두산,KOSPI,1511000,24468900000000.0,2026-09-23T15:28:19+09:00,111373
042660,한화오션,KOSPI,79800,24451800000000.0,2026-09-23T15:28:21+09:00,63132
009540,HD한국조선해양,KOSPI,332500,23532100000000.0,2026-09-23T15:28:16+09:00,29600
010130,고려아연,KOSPI,1116000,23294200000000.0,2026-09-23T15:28:18+09:00,8439
042700,한미반도체,KOSPI,243500,23208500000000.0,2026-09-23T15:28:19+09:00,79322
011200,HMM,KOSPI,20800,19619300000000.0,2026-09-23T15:28:20+09:00,10366
015760,한국전력,KOSPI,30250,19419400000000.0,2026-09-23T15:28:18+09:00,43133
017670,SK텔레콤,KOSPI,86800,18643800000000.0,2026-09-23T15:28:21+09:00,44193
033780,KT&G,KOSPI,174100,18073400000000.0,2026-09-23T15:28:21+09:00,42243
010140,삼성중공업,KOSPI,20300,17864000000000.0,2026-09-23T15:28:19+09:00,40725
051910,LG화학,KOSPI,252500,17824600000000.0,2026-09-23T15:28:21+09:00,32328
010950,S-Oil,KOSPI,156300,17596700000000.0,2026-09-23T15:28:18+09:00,54917
006800,미래에셋증권,KOSPI,32250,17512400000000.0,2026-09-23T15:28:19+09:00,23544
018260,삼성에스디에스,KOSPI,220000,17023100000000.0,2026-09-23T15:28:18+09:00,18700
003550,LG,KOSPI,111800,16903300000000.0,2026-09-23T15:28:19+09:00,12961
267250,HD현대,KOSPI,206000,16272600000000.0,2026-09-23T15:28:21+09:00,25856
024110,기업은행,KOSPI,20400,16267500000000.0,2026-09-23T15:28:20+09:00,28034
003670,포스코퓨처엠,KOSPI,179900,16001400000000.0,2026-09-23T15:28:18+09:00,97473
079550,LIG디펜스앤에어로스페이스,KOSPI,692000,15224000000000.0,2026-09-23T15:28:19+09:00,41449
035720,카카오,KOSPI,33450,14818300000000.0,2026-09-23T15:28:20+09:00,42165
086280,현대글로비스,KOSPI,196700,14752500000000.0,2026-09-23T15:28:20+09:00,39321
272210,한화시스템,KOSPI,73900,13961100000000.0,2026-09-23T15:28:16+09:00,66689
278470,에이피알,KOSPI,368500,13796000000000.0,2026-09-23T15:28:16+09:00,65119
000720,현대건설,KOSPI,121100,13485200000000.0,2026-09-23T15:28:17+09:00,138557
030200,KT,KOSPI,52700,13281500000000.0,2026-09-23T15:28:19+09:00,8930
064350,현대로템,KOSPI,115600,12616800000000.0,2026-09-23T15:28:19+09:00,22184
011070,LG이노텍,KOSPI,533000,12614600000000.0,2026-09-23T15:28:17+09:00,54853
047810,한국항공우주,KOSPI,127400,12418300000000.0,2026-09-23T15:28:19+09:00,19637
005830,DB손해보험,KOSPI,184100,12058600000000.0,2026-09-23T15:28:19+09:00,25398
003490,대한항공,KOSPI,31350,11543700000000.0,2026-09-23T15:28:18+09:00,124581
443060,HD현대마린솔루션,KOSPI,238500,10692800000000.0,2026-09-23T15:28:20+09:00,10915
071050,한국금융지주,KOSPI,186400,10387300000000.0,2026-09-23T15:28:20+09:00,28134
307950,현대오토에버,KOSPI,377000,10338800000000.0,2026-09-23T15:28:21+09:00,14285
078930,GS,KOSPI,110200,10237100000000.0,2026-09-23T15:28:17+09:00,35955
006260,LS,KOSPI,322000,10046400000000.0,2026-09-23T15:28:19+09:00,21898
047050,포스코인터내셔널,KOSPI,55200,9710900000000.0,2026-09-23T15:28:20+09:00,19955
028050,삼성E&A,KOSPI,49300,9662800000000.0,2026-09-23T15:28:20+09:00,101803
005940,NH투자증권,KOSPI,26000,9599400000000.0,2026-09-23T15:28:16+09:00,9553
323410,카카오뱅크,KOSPI,19920,9504200000000.0,2026-09-23T15:28:19+09:00,18314
