종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
휴림로봇,090710,KOSDAQ,제외,제외,55.7336487085107,0.84,6700.0,6410.0,9.5,2.26,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,4.4904255,0.7008244652648317,6700.0,6450.0,2026-09-22T14:00:00+09:00
달바글로벌,483650,KOSPI,제외,제외,59.72666491467862,-0.1,185000.0,179400.0,32.1,0.83,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,43.81881,0.9665258118863603,185000.0,177800.0,2026-09-22T14:00:00+09:00
한화비전,489790,KOSPI,제외,제외,57.5110370716767,1.57,49600.0,47550.0,12.7,1.43,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,10.269352,0.9994394221688289,49600.0,47800.0,2026-09-22T14:00:00+09:00
에스티팜,237690,KOSDAQ,제외,제외,63.18949530174323,0.0,93000.0,90900.0,4.8,0.44,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,5.415916,0.4538129066107514,93000.0,91300.0,2026-09-22T14:00:00+09:00
메지온,140410,KOSDAQ,제외,제외,46.11693317634387,2.24,82000.0,78700.0,8.6,1.77,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,7.649928,1.1256790557273766,82000.0,79200.0,2026-09-22T14:00:00+09:00
메지온,140410,KOSDAQ,제외,제외,46.11693317634387,2.24,82000.0,78700.0,8.6,1.77,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,7.649928,1.1256790557273766,82000.0,79200.0,2026-09-22T14:00:00+09:00
피에스케이,319660,KOSDAQ,제외,제외,54.555056446136234,0.57,139200.0,130600.0,28.1,0.87,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,42.845984,0.8625781668975027,139200.0,131200.0,2026-09-22T14:00:00+09:00
테크윙,089030,KOSDAQ,제외,제외,55.05778070984077,1.3,49500.0,47150.0,32.0,1.68,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,22.758605,0.9022304058707877,49500.0,47750.0,2026-09-22T14:00:00+09:00
네패스,033640,KOSDAQ,제외,제외,59.173279566412056,1.14,28700.0,27450.0,9.3,1.74,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,8.904036,1.5140154902848728,28700.0,27600.0,2026-09-22T14:00:00+09:00
삼성물산,028260,KOSPI,제외,제외,61.2754228912858,1.2,385500.0,364000.0,136.6,1.09,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,141.01454,0.7958084856351133,385500.0,366500.0,2026-09-22T14:00:00+09:00
동진쎄미켐,005290,KOSDAQ,제외,제외,56.345316643401944,2.85,43600.0,42900.0,18.4,1.84,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,,False,28.343853,2.15025011277037,43600.0,43100.0,2026-09-22T14:00:00+09:00
리노공업,058470,KOSDAQ,일치,⚡ 조기(30m),63.92425464643518,4.35,74400.0,75700.0,379.9,12.72,09-22 14:00,09-22 13:00,2026-09-22 14:00,True,True,True,30m,False,345.683514,7.381308031015528,76800.0,75900.0,2026-09-22T14:00:00+09:00
NC,036570,KOSPI,일치,⚡ 조기(10m),62.52158397768958,4.22,219500.0,220000.0,48.1,2.3,09-22 14:00,09-22 13:00,2026-09-22 14:00,True,True,True,10m,False,54.66944,2.2012364214341904,223000.0,224000.0,2026-09-22T14:00:00+09:00
