순위,종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time,스마트점수,돌파이격,건전도,VR,현재가,당일등락률,당일고가,당일누적대금,시세시각
🥇 1위,솔브레인홀딩스,036830,KOSDAQ,일치,⚡ 조기(30m),68.6,2.07,40350.0,39500.0,1.2,0.7,09-23 13:00,09-23 12:00,2026-09-23 13:00,True,True,True,30m,False,9.4442895,3.995356872599552,40050.0,41850.0,2026-09-23T13:00:00+09:00,57.4,-2.11,턱걸이⚠️,1.59,41550.0,5.99,41950,28.3억,2026-09-23T14:17:20+09:00
