종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
두산에너빌리티,034020,KOSPI,제외,제외,81.49033463291882,-1.61,88100.0,86700.0,264.7,0.81,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,735.167532,1.3341544867594337,88100.0,83600.0,2026-09-23T09:00:00+09:00
신한지주,055550,KOSPI,제외,제외,65.6983107768672,-1.2,114300.0,113100.0,167.3,1.12,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,201.992576,0.9240795757096464,114300.0,111200.0,2026-09-23T09:00:00+09:00
HD현대중공업,329180,KOSPI,제외,제외,53.89506339760309,-2.07,460000.0,454500.0,94.6,0.53,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,219.83328,0.9640808812452776,460000.0,444000.0,2026-09-23T09:00:00+09:00
기아,000270,KOSPI,제외,제외,51.524225605269656,-2.24,122000.0,118300.0,176.0,1.29,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,106.625568,0.6112926901106556,122000.0,117600.0,2026-09-23T09:00:00+09:00
SK,034730,KOSPI,제외,제외,68.25890231493547,4.18,593000.0,590000.0,160.0,1.53,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,94.514,0.6917015283827135,593000.0,602000.0,2026-09-23T09:00:00+09:00
삼성SDI,006400,KOSPI,제외,제외,61.618332142221185,-2.4,542000.0,528000.0,239.0,0.73,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,637.704,1.2013881343366566,542000.0,521000.0,2026-09-23T09:00:00+09:00
셀트리온,068270,KOSPI,제외,제외,66.57703074421605,-0.82,182200.0,178400.0,81.7,0.86,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,88.6945,0.6153684571583365,182200.0,179000.0,2026-09-23T09:00:00+09:00
하나금융지주,086790,KOSPI,제외,제외,66.60447925337178,-1.28,136500.0,135800.0,110.3,1.02,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,140.688333,0.696661663128418,136500.0,134100.0,2026-09-23T09:00:00+09:00
LG전자,066570,KOSPI,제외,제외,55.35897585092262,1.86,221000.0,216000.0,385.3,2.6,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,367.5147,1.2429025493803187,221000.0,210000.0,2026-09-23T09:00:00+09:00
현대모비스,012330,KOSPI,제외,제외,52.01410613283823,-1.23,384500.0,372000.0,127.4,0.83,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,126.203,0.5059664636801791,384500.0,372500.0,2026-09-23T09:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,제외,64.28441420025032,0.12,218500.0,212000.0,104.6,0.79,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,183.3539175,0.7719756044079855,218500.0,207750.0,2026-09-23T09:00:00+09:00
NAVER,035420,KOSPI,제외,제외,71.47207560603565,-0.33,203500.0,201000.0,130.8,0.58,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,375.525117,1.5148872067437058,203500.0,198700.0,2026-09-23T09:00:00+09:00
삼성화재,000810,KOSPI,제외,제외,56.60005110165114,-0.9,657000.0,652000.0,79.7,0.98,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,80.81348,0.8658677440493308,657000.0,649000.0,2026-09-23T09:00:00+09:00
효성중공업,298040,KOSPI,제외,제외,65.62418062207112,-0.76,3009000.0,2914000.0,171.5,1.04,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,207.08523,0.7862768837074107,3009000.0,2871000.0,2026-09-23T09:00:00+09:00
우리금융지주,316140,KOSPI,제외,제외,54.88069288627429,-0.78,36650.0,35750.0,95.0,0.79,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,86.8978905,0.5355209756556407,36650.0,35850.0,2026-09-23T09:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,제외,68.14630226745541,-0.97,738000.0,713000.0,100.3,0.86,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,95.59447,0.5538227028128724,738000.0,709000.0,2026-09-23T09:00:00+09:00
SK이노베이션,096770,KOSPI,제외,제외,80.28501567537916,3.37,141800.0,141600.0,156.6,0.85,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,564.454944,1.0830381265626483,142800.0,148800.0,2026-09-23T09:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,제외,42.67745273032447,-1.87,321500.0,316500.0,84.8,0.75,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,106.79343,0.6658064890200633,321500.0,316500.0,2026-09-23T09:00:00+09:00
한화오션,042660,KOSPI,제외,제외,48.93135855550331,-2.93,83000.0,81600.0,73.2,1.12,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,128.1268575,0.9977312368352002,83000.0,80550.0,2026-09-23T09:00:00+09:00
두산,000150,KOSPI,제외,제외,67.02776723375106,0.8,1513000.0,1482000.0,200.2,1.37,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,374.56917,1.7378767378834885,1513000.0,1473000.0,2026-09-23T09:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,제외,62.961260491746486,-0.9,346000.0,340000.0,81.3,1.18,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,68.61657,0.7581245721041843,346000.0,337000.0,2026-09-23T09:00:00+09:00
고려아연,010130,KOSPI,제외,제외,62.209300336930234,-1.16,1147000.0,1110000.0,55.1,1.48,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,17.71735,0.37094792102526747,1147000.0,1115000.0,2026-09-23T09:00:00+09:00
한미반도체,042700,KOSPI,제외,제외,64.94298206518518,1.24,246500.0,239500.0,277.8,1.64,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,213.1236,0.8024991673251596,246500.0,238500.0,2026-09-23T09:00:00+09:00
HMM,011200,KOSPI,제외,제외,66.2551539442849,0.68,21250.0,21100.0,19.5,0.78,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,21.3630135,0.6314023308560088,21250.0,21050.0,2026-09-23T09:00:00+09:00
한국전력,015760,KOSPI,제외,제외,71.00217376576234,-1.23,31200.0,30900.0,41.4,0.48,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,92.3450125,0.9406359386665317,31200.0,30550.0,2026-09-23T09:00:00+09:00
SK텔레콤,017670,KOSPI,제외,제외,56.28299507353184,-0.08,89300.0,87200.0,94.2,0.83,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,105.749537,0.6297638126433794,89300.0,87700.0,2026-09-23T09:00:00+09:00
KT&G,033780,KOSPI,제외,제외,78.2032691721981,1.6,174300.0,175200.0,163.4,2.92,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,85.121379,1.4746969057100017,176900.0,175700.0,2026-09-23T09:00:00+09:00
LG화학,051910,KOSPI,제외,제외,47.9910183394933,-2.0,261500.0,254500.0,89.2,1.11,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,79.74585,0.7588074294871832,261500.0,256500.0,2026-09-23T09:00:00+09:00
삼성중공업,010140,KOSPI,제외,제외,45.32634441756761,-1.76,20850.0,20550.0,50.3,0.69,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,69.2852135,0.6580075054696557,20850.0,20450.0,2026-09-23T09:00:00+09:00
미래에셋증권,006800,KOSPI,제외,제외,68.85735528207839,0.85,34750.0,32800.0,90.5,2.17,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,61.3759545,1.0977200081786247,34750.0,32550.0,2026-09-23T09:00:00+09:00
S-Oil,010950,KOSPI,제외,제외,74.4690448043134,1.67,156900.0,154300.0,100.2,1.4,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,222.238373,1.7523526634291746,156900.0,157100.0,2026-09-23T09:00:00+09:00
LG,003550,KOSPI,제외,제외,77.79624951590503,1.31,119200.0,117200.0,41.8,0.86,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,32.819328,0.5825707659577867,119200.0,115200.0,2026-09-23T09:00:00+09:00
삼성에스디에스,018260,KOSPI,제외,제외,57.583749325449574,0.31,229500.0,225000.0,29.1,0.48,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,49.272625,0.7147898267920202,229500.0,222500.0,2026-09-23T09:00:00+09:00
포스코퓨처엠,003670,KOSPI,제외,제외,73.79995629823638,3.34,186000.0,185100.0,182.2,2.39,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,341.74464,2.489483705907866,187800.0,192000.0,2026-09-23T09:00:00+09:00
기업은행,024110,KOSPI,제외,제외,83.96014725801759,1.72,20150.0,20050.0,14.3,0.56,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,143.6021495,4.922901294846786,20150.0,20450.0,2026-09-23T09:00:00+09:00
HD현대,267250,KOSPI,제외,제외,48.61674146455132,-1.82,213000.0,207500.0,42.1,0.93,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,46.761525,0.8278610598435862,213000.0,205500.0,2026-09-23T09:00:00+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,제외,제외,61.197918488174665,-1.81,731000.0,707000.0,55.2,0.63,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,79.59456,0.5639174708471583,728000.0,696000.0,2026-09-23T09:00:00+09:00
카카오,035720,KOSPI,제외,제외,65.34481177062644,2.24,34600.0,34150.0,42.2,0.69,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,95.657456,0.7965845417043188,34600.0,34400.0,2026-09-23T09:00:00+09:00
현대글로비스,086280,KOSPI,제외,제외,63.56617891143371,-1.24,208500.0,203000.0,46.8,0.97,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,67.558612,1.1831698166408127,208500.0,199600.0,2026-09-23T09:00:00+09:00
한화시스템,272210,KOSPI,제외,제외,69.85594439660761,-1.07,78200.0,77900.0,92.0,2.62,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,122.227824,2.5001093855681065,79000.0,75200.0,2026-09-23T09:00:00+09:00
현대건설,000720,KOSPI,제외,제외,80.56913099664364,-0.82,136100.0,132000.0,123.8,0.93,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,349.867684,1.86901306471591,136100.0,124100.0,2026-09-23T09:00:00+09:00
에이피알,278470,KOSPI,제외,제외,64.86260380623277,0.0,367500.0,361000.0,108.0,0.7,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,134.0667,0.5530128303722766,367500.0,362000.0,2026-09-23T09:00:00+09:00
KT,030200,KOSPI,제외,제외,70.93405303214011,0.55,53800.0,53100.0,34.7,1.94,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,18.755737,0.9074914064473001,53800.0,53300.0,2026-09-23T09:00:00+09:00
LG이노텍,011070,KOSPI,제외,제외,64.83183491667322,0.8,558000.0,542000.0,133.4,0.93,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,148.306725,0.70715594584852,558000.0,535500.0,2026-09-23T09:00:00+09:00
현대로템,064350,KOSPI,제외,제외,38.13352299210162,-3.0,120000.0,117900.0,49.4,0.95,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,45.819136,0.5759943764188761,120000.0,116600.0,2026-09-23T09:00:00+09:00
한국항공우주,047810,KOSPI,제외,제외,67.7325017048317,-1.58,131500.0,129900.0,22.8,0.53,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,51.126768,0.8746428453158831,131500.0,127600.0,2026-09-23T09:00:00+09:00
DB손해보험,005830,KOSPI,제외,제외,41.43874068434805,-2.11,188900.0,185300.0,35.6,0.65,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,46.38425,0.5788358757806736,188900.0,183700.0,2026-09-23T09:00:00+09:00
대한항공,003490,KOSPI,제외,제외,61.95361233734195,3.88,31400.0,31250.0,336.2,3.39,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,507.018125,2.1353319266715913,31400.0,31250.0,2026-09-23T09:00:00+09:00
HD현대마린솔루션,443060,KOSPI,제외,제외,61.03563984195529,1.32,242500.0,242500.0,35.8,1.23,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,30.8538,1.2603346971321012,244000.0,244000.0,2026-09-23T09:00:00+09:00
한국금융지주,071050,KOSPI,제외,제외,70.68068985297153,2.23,193200.0,185800.0,45.4,1.08,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,102.792448,1.9939233630849331,193200.0,190300.0,2026-09-23T09:00:00+09:00
현대오토에버,307950,KOSPI,제외,제외,64.58186782815872,1.4,402000.0,385000.0,33.6,1.32,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,42.1192,0.8999957905380269,402000.0,380000.0,2026-09-23T09:00:00+09:00
LS,006260,KOSPI,제외,제외,61.84717808919466,1.29,338000.0,327000.0,56.7,1.23,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,82.624975,0.9805529733000833,338000.0,327500.0,2026-09-23T09:00:00+09:00
GS,078930,KOSPI,제외,제외,57.82593832187911,-1.15,113700.0,110500.0,110.5,1.32,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,63.033351,0.5645254034546768,113400.0,110100.0,2026-09-23T09:00:00+09:00
포스코인터내셔널,047050,KOSPI,제외,제외,60.24191924934581,-1.26,57900.0,56900.0,41.5,0.87,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,45.529868,0.5671464758863268,57800.0,56200.0,2026-09-23T09:00:00+09:00
NH투자증권,005940,KOSPI,제외,제외,58.29044171278467,2.11,26850.0,26150.0,30.3,2.0,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,24.276385,1.5275869932397357,26850.0,26500.0,2026-09-23T09:00:00+09:00
카카오뱅크,323410,KOSPI,제외,제외,57.44685114544012,-1.26,20400.0,20175.0,48.9,2.28,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,22.83309,0.9884602867985676,20400.0,20250.0,2026-09-23T09:00:00+09:00
삼성E&A,028050,KOSPI,제외,제외,60.819962588655436,-2.42,53200.0,51300.0,102.5,1.11,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,424.129749,2.2799820777272384,53200.0,48900.0,2026-09-23T09:00:00+09:00
가온전선,000500,KOSPI,제외,제외,56.2437058953755,1.2,349500.0,323500.0,101.3,1.89,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,172.814605,0.7482177129967498,349500.0,314500.0,2026-09-23T09:00:00+09:00
한진칼,180640,KOSPI,제외,제외,69.11239193314509,0.88,143500.0,142700.0,12.9,0.89,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,15.52551,0.7840818779833431,143500.0,141000.0,2026-09-23T09:00:00+09:00
크래프톤,259960,KOSPI,제외,제외,54.9201829004445,-0.12,204000.0,202000.0,15.8,0.55,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,13.7457,0.5251062598398689,204000.0,202500.0,2026-09-23T09:00:00+09:00
삼양식품,003230,KOSPI,제외,제외,51.443068702359675,-3.96,1282000.0,1247000.0,117.6,1.08,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,182.55384,1.339876755950271,1273000.0,1218000.0,2026-09-23T09:00:00+09:00
이수페타시스,007660,KOSPI,제외,제외,48.879965106307814,2.66,119800.0,112700.0,108.8,1.32,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,350.135373,2.452018126559793,119800.0,116900.0,2026-09-23T09:00:00+09:00
아모레퍼시픽,090430,KOSPI,제외,제외,61.739764946819875,-0.44,145100.0,141800.0,51.5,1.05,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,36.67378,0.6652920770193488,145000.0,143000.0,2026-09-23T09:00:00+09:00
삼성에피스홀딩스,0126Z0,KOSPI,제외,제외,70.69881391100418,0.69,339500.0,334000.0,18.9,0.79,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,12.205905,0.5485252707370321,339500.0,334500.0,2026-09-23T09:00:00+09:00
삼성증권,016360,KOSPI,제외,제외,57.36847959513496,5.33,92200.0,90600.0,56.2,1.71,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,108.536868,3.0798004604000404,92200.0,92700.0,2026-09-23T09:00:00+09:00
대우건설,047040,KOSPI,제외,제외,70.74601906888935,-2.14,19540.0,18890.0,120.2,0.9,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,679.8115659,1.9228774087819576,19540.0,17630.0,2026-09-23T09:00:00+09:00
한국타이어앤테크놀로지,161390,KOSPI,제외,제외,52.30678526157111,-1.81,59600.0,57300.0,53.1,2.29,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,18.349632,0.8311423272587765,59600.0,57400.0,2026-09-23T09:00:00+09:00
한화,000880,KOSPI,제외,제외,53.65867985343375,-0.85,133300.0,132900.0,15.6,0.68,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,16.896906,0.4406698464079568,133300.0,132900.0,2026-09-23T09:00:00+09:00
키움증권,039490,KOSPI,제외,제외,72.95423083364939,1.48,272500.0,261000.0,39.5,1.53,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,52.897185,2.0646947392271797,272500.0,268500.0,2026-09-23T09:00:00+09:00
코웨이,021240,KOSPI,제외,제외,35.40139252354814,-2.23,102000.0,99600.0,24.8,0.99,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,18.011763,0.7831761445546866,102000.0,98700.0,2026-09-23T09:00:00+09:00
LG씨엔에스,064400,KOSPI,제외,제외,65.1459558212494,0.44,72000.0,70800.0,43.3,0.92,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,87.62868,0.9567654669000374,72000.0,70500.0,2026-09-23T09:00:00+09:00
하이브,352820,KOSPI,제외,제외,52.665130648774735,-3.63,163500.0,156400.0,157.3,3.77,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,116.80624,1.7718440219511555,163500.0,158000.0,2026-09-23T09:00:00+09:00
한미약품,128940,KOSPI,제외,제외,74.59621076862938,1.09,508000.0,502000.0,27.7,0.25,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,164.96934,1.16006687446271,508000.0,519000.0,2026-09-23T09:00:00+09:00
한화솔루션,009830,KOSPI,제외,제외,73.56807181470558,3.16,28150.0,27550.0,32.4,0.58,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,537.4670325,3.6071311397192316,28150.0,29650.0,2026-09-23T09:00:00+09:00
산일전기,062040,KOSPI,제외,제외,65.31879783330598,-0.56,215000.0,205500.0,54.3,0.76,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,68.17146,0.3777436428047058,215000.0,203000.0,2026-09-23T09:00:00+09:00
HD건설기계,267270,KOSPI,제외,제외,56.46030910219785,-2.48,145500.0,137800.0,42.0,1.02,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,112.020032,1.8813293964822309,145500.0,132700.0,2026-09-23T09:00:00+09:00
LG유플러스,032640,KOSPI,제외,제외,75.73833036653038,1.37,14690.0,14600.0,36.8,1.86,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,19.5233084,1.2562995666594274,14700.0,14660.0,2026-09-23T09:00:00+09:00
대한전선,001440,KOSPI,제외,제외,60.72419914960345,1.29,33450.0,31650.0,156.2,4.46,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,315.465018,2.654247622816664,33450.0,31350.0,2026-09-23T09:00:00+09:00
SK바이오팜,326030,KOSPI,제외,제외,53.185461851090984,-1.71,78400.0,76800.0,14.7,1.02,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,12.681984,0.7135841222887342,78400.0,76800.0,2026-09-23T09:00:00+09:00
DB하이텍,000990,KOSPI,제외,제외,63.83323647982636,0.51,134500.0,131500.0,124.0,1.42,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,132.974408,0.5824755024704747,134500.0,128800.0,2026-09-23T09:00:00+09:00
JB금융지주,175330,KOSPI,제외,제외,58.63083746596387,-1.47,31350.0,30750.0,28.9,1.36,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,13.806215,0.6224475079020884,31350.0,30350.0,2026-09-23T09:00:00+09:00
대덕전자,353200,KOSPI,제외,제외,60.53832368688459,2.38,120700.0,112500.0,183.5,1.43,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,568.226829,2.482259682755587,120700.0,112900.0,2026-09-23T09:00:00+09:00
두산밥캣,241560,KOSPI,제외,제외,46.18876753565414,-1.98,59000.0,58200.0,19.4,2.22,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,11.014946,0.862111126003657,59000.0,57800.0,2026-09-23T09:00:00+09:00
카카오페이,377300,KOSPI,제외,제외,57.674091578866765,0.65,42150.0,41000.0,8.6,0.7,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,11.871984,0.42762433900397395,42150.0,40800.0,2026-09-23T09:00:00+09:00
유한양행,000100,KOSPI,제외,제외,43.27550943219321,-2.16,76000.0,74800.0,25.3,1.0,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,21.689756,0.8378837745941355,76000.0,74800.0,2026-09-23T09:00:00+09:00
한전기술,052690,KOSPI,제외,제외,80.48132301771743,-0.56,143900.0,138000.0,244.0,1.99,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,189.807316,0.8429789682278284,143900.0,132400.0,2026-09-23T09:00:00+09:00
삼성카드,029780,KOSPI,제외,제외,40.62570093440843,-1.69,43550.0,42800.0,9.7,1.57,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,7.0045395,0.9955809927469181,43550.0,43150.0,2026-09-23T09:00:00+09:00
BNK금융지주,138930,KOSPI,제외,제외,77.8431221256927,2.57,15860.0,15660.0,16.5,0.8,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,72.8086296,3.410291376732579,15860.0,16240.0,2026-09-23T09:00:00+09:00
한화생명,088350,KOSPI,제외,제외,36.11848017184744,-2.27,5860.0,5600.0,19.7,0.83,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,35.3281374,0.49887455458015373,5860.0,5630.0,2026-09-23T09:00:00+09:00
맥쿼리인프라,088980,KOSPI,제외,제외,58.08031683984647,0.55,9820.0,9810.0,7.3,0.55,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,7.3839494,0.5515541944234165,9820.0,9805.0,2026-09-23T09:00:00+09:00
NC,036570,KOSPI,제외,제외,72.91430875748635,2.05,223000.0,224000.0,54.7,2.2,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,32.126925,1.36398199439368,224500.0,217500.0,2026-09-23T09:00:00+09:00
두산로보틱스,454910,KOSPI,제외,제외,71.8646840047811,0.49,72100.0,70800.0,19.9,0.85,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,61.387366,1.1772613160877254,72100.0,70300.0,2026-09-23T09:00:00+09:00
엘앤에프,066970,KOSPI,제외,제외,68.74903444153885,1.48,110000.0,109300.0,137.0,1.29,09-23 09:00,09-22 14:00,2026-09-23 09:00,True,False,False,,False,123.500624,0.8202499413142359,111100.0,112400.0,2026-09-23T09:00:00+09:00
현대제철,004020,KOSPI,제외,제외,64.99988918812328,-2.01,36050.0,35550.0,58.3,1.32,09-23 09:00,09-22 14:00,2026-09-23 09:00,False,False,False,,False,46.187198,1.0617052714134956,36050.0,33700.0,2026-09-23T09:00:00+09:00
