종목,코드,시장,구분,돌파모드,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_early_trigger,_early_tf,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
효성중공업,298040,KOSPI,제외,제외,59.10363630926993,-1.5,2979000.0,2835000.0,95.8,1.09,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,42.02172,0.48568004645786783,2977000.0,2847000.0,2026-09-23T12:00:00+09:00
우리금융지주,316140,KOSPI,제외,제외,41.41304215833366,-1.95,36250.0,35500.0,45.7,0.75,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,63.7519575,0.884978991295895,36250.0,35350.0,2026-09-23T12:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,제외,54.2729885111347,-1.58,728000.0,703000.0,61.9,0.95,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,48.61824,0.8686298913119216,725000.0,704000.0,2026-09-23T12:00:00+09:00
SK이노베이션,096770,KOSPI,제외,제외,49.36885983847418,2.95,150800.0,147500.0,103.4,1.01,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,68.610287,0.7026789576968298,150800.0,148100.0,2026-09-23T12:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,제외,39.782787140272426,-3.47,320000.0,310500.0,63.9,1.25,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,57.1423,1.2557254871302932,320000.0,310000.0,2026-09-23T12:00:00+09:00
한화오션,042660,KOSPI,제외,제외,45.157479900296934,-3.65,82100.0,79700.0,112.5,2.85,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,51.7503,1.1339852816137515,82100.0,79800.0,2026-09-23T12:00:00+09:00
두산,000150,KOSPI,제외,제외,59.98371054746158,0.68,1519000.0,1470000.0,76.6,0.95,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,73.66768,1.0336316909923393,1519000.0,1471000.0,2026-09-23T12:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,제외,49.252341627662915,-2.21,344500.0,332500.0,31.2,0.79,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,37.997585,0.9641918264831608,343000.0,330500.0,2026-09-23T12:00:00+09:00
고려아연,010130,KOSPI,제외,제외,45.512085437312734,-1.44,1125000.0,1109000.0,9.1,0.66,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,7.9992,0.6297640510474811,1125000.0,1111000.0,2026-09-23T12:00:00+09:00
한미반도체,042700,KOSPI,제외,제외,57.70178753027584,1.1,245000.0,239000.0,59.5,0.63,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,50.072265,0.5687951102872456,244500.0,239500.0,2026-09-23T12:00:00+09:00
HMM,011200,KOSPI,제외,제외,64.3128561649439,0.23,21300.0,20950.0,18.2,1.14,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,12.0393,0.7788839025128715,21300.0,21000.0,2026-09-23T12:00:00+09:00
한국전력,015760,KOSPI,제외,제외,49.31604416335389,-1.83,31200.0,30300.0,32.1,0.94,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,20.0209845,0.5730790901279701,31200.0,30350.0,2026-09-23T12:00:00+09:00
SK텔레콤,017670,KOSPI,제외,제외,48.55544030053764,-1.41,89100.0,86750.0,46.1,0.72,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,49.503085,0.8609961699711322,89100.0,86500.0,2026-09-23T12:00:00+09:00
KT&G,033780,KOSPI,제외,제외,65.48967432174926,1.3,178800.0,175200.0,48.6,1.99,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,62.69532,2.6807323691810776,178800.0,175200.0,2026-09-23T12:00:00+09:00
LG화학,051910,KOSPI,제외,제외,34.32762564522534,-2.66,260500.0,254000.0,28.3,0.79,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,31.3973,1.0293516674226277,260500.0,253000.0,2026-09-23T12:00:00+09:00
삼성중공업,010140,KOSPI,제외,제외,41.660900647731935,-2.45,20750.0,20200.0,34.8,0.86,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,38.0207925,0.9074489720955949,20750.0,20250.0,2026-09-23T12:00:00+09:00
S-Oil,010950,KOSPI,제외,제외,62.19857698713446,0.8,160600.0,154900.0,61.6,1.08,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,39.34985,0.8892530835448434,160600.0,155000.0,2026-09-23T12:00:00+09:00
미래에셋증권,006800,KOSPI,제외,제외,51.49008393347799,-0.19,33500.0,32000.0,26.6,0.92,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,28.4107225,1.0868152200603314,33350.0,32050.0,2026-09-23T12:00:00+09:00
LG,003550,KOSPI,제외,제외,51.60648669503574,-0.54,119200.0,113100.0,13.9,0.52,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,10.951496,0.45568887500418176,119200.0,112300.0,2026-09-23T12:00:00+09:00
삼성에스디에스,018260,KOSPI,제외,제외,52.98208665444838,-1.08,227000.0,218500.0,20.3,0.71,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,22.262965,0.6360272446811056,227000.0,218500.0,2026-09-23T12:00:00+09:00
포스코퓨처엠,003670,KOSPI,제외,제외,80.38942083088682,0.22,193500.0,182800.0,85.4,1.96,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,52.979904,1.6594371757104878,193500.0,182400.0,2026-09-23T12:00:00+09:00
기업은행,024110,KOSPI,제외,제외,66.66676453175744,1.14,21050.0,20350.0,10.5,0.71,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,9.634097,0.703315516344484,21050.0,20350.0,2026-09-23T12:00:00+09:00
HD현대,267250,KOSPI,제외,제외,42.51548827863293,-2.14,210000.0,202500.0,24.3,0.96,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,24.92028,1.0739979274486349,210000.0,203000.0,2026-09-23T12:00:00+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,제외,제외,43.74299258666457,-2.05,720000.0,691000.0,56.6,1.16,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,46.843,1.3602001143203435,714000.0,695000.0,2026-09-23T12:00:00+09:00
카카오,035720,KOSPI,제외,제외,58.795883950227434,0.5,34600.0,33900.0,48.2,1.26,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,37.6246135,1.1172414901012908,34600.0,33850.0,2026-09-23T12:00:00+09:00
현대글로비스,086280,KOSPI,제외,제외,58.67610836384472,-2.14,208500.0,196300.0,70.2,2.37,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,40.091895,1.3966065354194934,204250.0,196500.0,2026-09-23T12:00:00+09:00
한화시스템,272210,KOSPI,제외,제외,51.983303312366296,-1.53,79000.0,74200.0,72.7,4.29,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,73.543644,4.473351000389772,79000.0,74700.0,2026-09-23T12:00:00+09:00
에이피알,278470,KOSPI,제외,제외,68.62254866666727,0.85,368000.0,371500.0,131.9,1.44,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,84.80659,1.0145547687352277,372500.0,368500.0,2026-09-23T12:00:00+09:00
현대건설,000720,KOSPI,제외,제외,63.98445466484402,-1.66,136100.0,121850.0,194.5,2.93,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,118.302165,1.7968696400097555,136100.0,121050.0,2026-09-23T12:00:00+09:00
KT,030200,KOSPI,제외,제외,56.84298731343654,-0.89,53500.0,52800.0,11.3,1.14,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,9.878615,0.9516658413886251,53500.0,52700.0,2026-09-23T12:00:00+09:00
LG이노텍,011070,KOSPI,제외,제외,58.43565769024288,0.07,556000.0,528000.0,73.9,0.88,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,48.2035,0.6611392852121972,554000.0,530000.0,2026-09-23T12:00:00+09:00
현대로템,064350,KOSPI,제외,제외,31.36044411513989,-3.2,119200.0,114800.0,35.0,1.2,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,25.152023,0.7412099351156048,119100.0,115700.0,2026-09-23T12:00:00+09:00
한국항공우주,047810,KOSPI,제외,제외,52.91158707910279,-1.36,131000.0,127600.0,18.7,0.81,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,24.891898,1.0689215914543637,130300.0,127900.0,2026-09-23T12:00:00+09:00
DB손해보험,005830,KOSPI,제외,제외,42.66476650949086,-1.52,186600.0,184500.0,29.7,0.76,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,32.313319,1.023531505496783,186600.0,184300.0,2026-09-23T12:00:00+09:00
대한항공,003490,KOSPI,제외,제외,35.99142219607971,3.69,32100.0,31300.0,94.8,1.46,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,73.493584,1.2251769708002254,32100.0,31400.0,2026-09-23T12:00:00+09:00
HD현대마린솔루션,443060,KOSPI,제외,제외,64.60347317703837,0.26,247000.0,240500.0,8.3,0.57,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,7.41492,0.503597381265364,247000.0,239500.0,2026-09-23T12:00:00+09:00
한국금융지주,071050,KOSPI,제외,제외,57.99886863787689,-0.08,192100.0,185600.0,24.0,1.05,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,28.224504,1.326792503492969,192100.0,184800.0,2026-09-23T12:00:00+09:00
현대오토에버,307950,KOSPI,제외,제외,55.57552402364322,0.66,402000.0,376500.0,19.2,0.98,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,11.283705,0.7830799915888181,391500.0,376500.0,2026-09-23T12:00:00+09:00
GS,078930,KOSPI,제외,제외,41.26827546205749,-1.64,114500.0,108400.0,40.7,0.84,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,42.68224,0.936809964035782,114500.0,108800.0,2026-09-23T12:00:00+09:00
LS,006260,KOSPI,제외,제외,59.79756540154553,0.04,338000.0,320500.0,23.6,0.93,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,16.12644,0.5799209382121097,338000.0,321500.0,2026-09-23T12:00:00+09:00
포스코인터내셔널,047050,KOSPI,제외,제외,42.09757576609455,-2.54,57600.0,55000.0,24.9,0.83,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,19.47,0.7120317438160253,57300.0,55000.0,2026-09-23T12:00:00+09:00
NH투자증권,005940,KOSPI,제외,제외,53.29730456559594,0.61,26800.0,26050.0,9.3,1.11,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,11.48661,1.3121316786608697,26800.0,26100.0,2026-09-23T12:00:00+09:00
삼성E&A,028050,KOSPI,제외,제외,40.78895675448716,-2.73,52300.0,48800.0,86.1,1.43,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,59.523575,1.0547703198370535,52300.0,48700.0,2026-09-23T12:00:00+09:00
카카오뱅크,323410,KOSPI,제외,제외,44.48576950743548,-2.09,20450.0,20000.0,24.6,1.79,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,11.3646,1.0479624527610725,20450.0,20000.0,2026-09-23T12:00:00+09:00
한진칼,180640,KOSPI,제외,제외,60.720226390986966,0.37,143400.0,140400.0,5.9,0.66,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,12.274847,1.5717786475274782,143400.0,140300.0,2026-09-23T12:00:00+09:00
가온전선,000500,KOSPI,제외,제외,61.696561693481975,0.47,332500.0,314500.0,47.1,1.28,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,37.127805,0.994328737203504,332500.0,313500.0,2026-09-23T12:00:00+09:00
삼양식품,003230,KOSPI,제외,제외,35.6326136766689,-3.92,1264000.0,1215000.0,60.2,0.94,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,55.34626,0.8896367593494524,1255000.0,1214000.0,2026-09-23T12:00:00+09:00
크래프톤,259960,KOSPI,제외,제외,53.35224808731698,-1.46,204000.0,199700.0,5.4,0.51,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,10.907689,0.830125163505948,204000.0,199300.0,2026-09-23T12:00:00+09:00
이수페타시스,007660,KOSPI,제외,제외,48.273057038627236,3.12,119200.0,117700.0,94.3,2.0,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,166.288064,3.2915778490482914,119200.0,118400.0,2026-09-23T12:00:00+09:00
아모레퍼시픽,090430,KOSPI,제외,제외,51.23482783877161,-0.08,143800.0,143400.0,30.5,1.1,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,24.350515,1.07653050442721,144400.0,143500.0,2026-09-23T12:00:00+09:00
삼성증권,016360,KOSPI,제외,제외,44.890414751438925,3.12,93000.0,91500.0,40.7,1.79,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,40.426224,1.8248714525889052,93000.0,91200.0,2026-09-23T12:00:00+09:00
삼성에피스홀딩스,0126Z0,KOSPI,제외,제외,57.50980707479929,-0.76,339000.0,328500.0,9.4,0.84,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,8.60013,0.7188373065907608,339000.0,328500.0,2026-09-23T12:00:00+09:00
대우건설,047040,KOSPI,제외,제외,48.529516074512365,-2.31,19270.0,17590.0,146.4,1.23,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,76.5678846,0.7975542093756012,19270.0,17530.0,2026-09-23T12:00:00+09:00
한국타이어앤테크놀로지,161390,KOSPI,제외,제외,35.877301738991626,-2.12,58500.0,57100.0,14.8,1.17,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,17.238364,1.524029772147861,58400.0,57200.0,2026-09-23T12:00:00+09:00
코웨이,021240,KOSPI,제외,제외,41.38695174909424,-2.14,100400.0,98000.0,14.7,1.13,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,14.455035,1.0765421475470613,100400.0,98100.0,2026-09-23T12:00:00+09:00
키움증권,039490,KOSPI,제외,제외,60.81933887716097,0.74,269000.0,267500.0,19.3,1.33,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,10.71714,1.0156188328164646,269000.0,266000.0,2026-09-23T12:00:00+09:00
한화,000880,KOSPI,제외,제외,55.50299994264951,-1.87,133400.0,131100.0,8.2,0.47,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,7.210476,0.43491830484379246,133400.0,130200.0,2026-09-23T12:00:00+09:00
LG씨엔에스,064400,KOSPI,제외,제외,59.95758937247533,-0.82,72000.0,69500.0,44.1,1.36,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,25.685115,0.842012536341849,72000.0,69500.0,2026-09-23T12:00:00+09:00
한미약품,128940,KOSPI,제외,제외,74.70343087354705,1.89,531000.0,523000.0,42.4,0.67,09-23 12:00,09-23 11:00,2026-09-23 12:00,True,False,False,,False,147.28596,2.3430852808042975,531000.0,527000.0,2026-09-23T12:00:00+09:00
하이브,352820,KOSPI,제외,제외,30.494422572353095,-4.53,160700.0,156000.0,31.8,1.38,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,29.048784,1.358881690386733,159600.0,155200.0,2026-09-23T12:00:00+09:00
한화솔루션,009830,KOSPI,제외,제외,74.39630109046104,1.59,29750.0,28750.0,71.9,2.02,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,58.55129,1.4469939190648025,29750.0,29000.0,2026-09-23T12:00:00+09:00
산일전기,062040,KOSPI,제외,제외,63.600678438047645,-0.46,211000.0,201500.0,26.4,0.56,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,20.7978,0.47428367152272016,211000.0,204000.0,2026-09-23T12:00:00+09:00
LG유플러스,032640,KOSPI,제외,제외,58.68286315186479,0.83,14720.0,14680.0,18.2,1.47,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,15.176992,1.4154080296996912,14720.0,14600.0,2026-09-23T12:00:00+09:00
HD건설기계,267270,KOSPI,제외,제외,47.37470858779871,-3.18,142200.0,130300.0,49.7,1.64,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,51.382995,1.53429967676776,139400.0,130100.0,2026-09-23T12:00:00+09:00
대한전선,001440,KOSPI,제외,제외,60.85686277116055,0.15,32600.0,30700.0,107.1,4.05,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,54.4770075,1.8625336536488253,32600.0,30750.0,2026-09-23T12:00:00+09:00
SK바이오팜,326030,KOSPI,제외,제외,39.50249013454296,-3.18,77700.0,75700.0,4.3,0.46,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,8.00602,0.9433134373167077,77500.0,75500.0,2026-09-23T12:00:00+09:00
대덕전자,353200,KOSPI,제외,제외,42.245810370630366,2.98,118700.0,113500.0,61.7,0.92,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,158.449993,2.383155106938807,118700.0,115700.0,2026-09-23T12:00:00+09:00
DB하이텍,000990,KOSPI,제외,제외,53.656745603068885,1.2,133300.0,130100.0,40.5,0.92,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,49.85981,1.0755180833599365,132300.0,130900.0,2026-09-23T12:00:00+09:00
JB금융지주,175330,KOSPI,제외,제외,50.335757273390605,-0.94,31150.0,30350.0,11.0,0.9,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,10.804768,0.8165497827953612,31150.0,30400.0,2026-09-23T12:00:00+09:00
두산밥캣,241560,KOSPI,제외,제외,46.136439974912534,-2.04,58900.0,57600.0,5.8,0.94,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,24.809525,5.415855509805265,58900.0,57500.0,2026-09-23T12:00:00+09:00
카카오페이,377300,KOSPI,제외,제외,53.86273169206571,-0.12,41325.0,40350.0,7.8,0.74,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,4.857696,0.5171666860784878,41300.0,40400.0,2026-09-23T12:00:00+09:00
유한양행,000100,KOSPI,제외,제외,37.47828169463187,-2.7,75400.0,74100.0,17.2,1.24,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,9.968673,0.7374451012960566,75000.0,74100.0,2026-09-23T12:00:00+09:00
한전기술,052690,KOSPI,제외,제외,56.18503512203813,-1.04,143900.0,130300.0,99.6,2.01,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,37.043373,0.8051766973694203,143900.0,130100.0,2026-09-23T12:00:00+09:00
삼성카드,029780,KOSPI,제외,제외,37.83880430633868,-2.38,43250.0,42800.0,4.9,1.63,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,4.1471775,1.073802369656374,43250.0,42750.0,2026-09-23T12:00:00+09:00
BNK금융지주,138930,KOSPI,제외,제외,64.2862771421209,1.58,16630.0,16000.0,8.9,0.7,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,7.651882,0.6494371579485569,16630.0,16040.0,2026-09-23T12:00:00+09:00
한화생명,088350,KOSPI,제외,제외,39.60851308189142,-1.93,5680.0,5620.0,11.4,0.67,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,10.5046792,0.653060273438439,5680.0,5630.0,2026-09-23T12:00:00+09:00
맥쿼리인프라,088980,KOSPI,제외,제외,59.376228194117935,0.35,9830.0,9810.0,8.9,0.94,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,11.256574,1.3773909043583439,9830.0,9800.0,2026-09-23T12:00:00+09:00
NC,036570,KOSPI,제외,제외,61.293339176643634,0.3,224500.0,212500.0,23.1,1.58,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,22.20064,1.489617181098175,224500.0,212000.0,2026-09-23T12:00:00+09:00
두산로보틱스,454910,KOSPI,제외,제외,60.36642486417308,-0.41,72800.0,69800.0,17.5,1.15,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,13.33884,1.1505178578444346,72800.0,69600.0,2026-09-23T12:00:00+09:00
SKC,011790,KOSPI,제외,제외,57.800750797097486,0.2,90400.0,88300.0,7.1,0.95,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,5.876832,0.8646023701110024,90400.0,88400.0,2026-09-23T12:00:00+09:00
엘앤에프,066970,KOSPI,제외,제외,60.896355374949756,-0.37,112700.0,108200.0,47.5,0.72,09-23 12:00,09-23 11:00,2026-09-23 12:00,False,False,False,,False,24.2592,0.39673692903323043,112700.0,108300.0,2026-09-23T12:00:00+09:00
