code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
041510,에스엠,75000.0,0,13,2026-08-04 12:00:00+09:00,1,976706.2499999999,986271.0,False,78600.0,False,76000.0,2026-08-10 14:00:00+09:00,MAX_5D,9564.750000000116
079650,서산,5230.0,0,192,2026-08-11 12:00:00+09:00,6,1005917.2799999999,1129428.036,True,6350.0,False,6050.0,2026-08-12 10:00:00+09:00,STOP,123510.75600000017
067310,하나마이크론,36200.0,0,31,2026-08-13 12:00:00+09:00,8,1124163.8499999999,1251905.325,True,43350.0,False,41050.0,2026-08-18 10:00:00+09:00,STOP_GAP,127741.4750000001
192820,코스맥스,257000.0,0,4,2026-08-20 12:00:00+09:00,12,1029798.9999999999,1137406.0499999998,True,297000.0,False,287000.0,2026-08-26 14:00:00+09:00,MAX_5D,107607.04999999993
356680,엑스게이트,12330.0,0,110,2026-08-28 12:00:00+09:00,18,1358673.525,1261688.175,False,13280.0,False,12150.0,2026-08-31 09:00:00+09:00,STOP_GAP,-96985.34999999986
014950,삼익제약,5330.0,0,238,2026-08-31 12:00:00+09:00,19,1270759.9449999998,1466127.7785,True,6820.0,False,6600.0,2026-09-01 11:00:00+09:00,STOP,195367.83350000018
064290,인텍플러스,40200.0,0,36,2026-09-04 12:00:00+09:00,23,1449732.5999999999,1562720.4449999998,True,45000.0,False,44375.0,2026-09-09 10:00:00+09:00,STOP,112987.84499999997
024060,흥구석유,12140.0,0,129,2026-09-09 11:00:00+09:00,26,1568800.605,1821555.1901250002,True,15710.0,False,15290.0,2026-09-10 11:00:00+09:00,STOP,252754.58512500022
252990,샘씨엔에스,13910.0,0,131,2026-09-10 14:00:00+09:00,27,1825398.8675,2003657.4525000001,True,16150.0,False,15770.0,2026-09-14 09:00:00+09:00,STOP,178258.5850000002
017900,광전자,9680.0,0,207,2026-09-14 12:00:00+09:00,29,2007266.5799999998,2122169.6925,False,10270.0,False,10270.0,2026-09-14 14:00:00+09:00,PERIOD_END,114903.11250000005
