code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
041510,에스엠,75000.0,0,13,2026-08-04 12:00:00+09:00,1,976706.2499999999,986271.0,False,78600.0,False,76000.0,2026-08-10 14:00:00+09:00,MAX_5D,9564.750000000116
079650,서산,5230.0,0,192,2026-08-11 12:00:00+09:00,6,1005917.2799999999,1102642.992,False,5240.0,False,5240.0,2026-08-12 09:00:00+09:00,TARGET,96725.71200000017
067310,하나마이크론,36200.0,0,30,2026-08-13 12:00:00+09:00,8,1087900.5,1192509.45,False,37900.0,False,36250.0,2026-08-18 09:00:00+09:00,TARGET,104608.94999999995
192820,코스맥스,257000.0,0,4,2026-08-20 12:00:00+09:00,12,1029798.9999999999,1128821.0999999999,False,274000.0,False,270500.0,2026-08-24 09:00:00+09:00,TARGET,99022.09999999998
003350,한국화장품제조,13720.0,0,95,2026-08-25 12:00:00+09:00,15,1305680.95,1431230.955,False,14940.0,False,13770.0,2026-08-28 10:00:00+09:00,TARGET,125550.00500000012
356680,엑스게이트,12330.0,0,116,2026-08-28 12:00:00+09:00,18,1432782.99,1330507.53,False,13280.0,False,12150.0,2026-08-31 09:00:00+09:00,STOP_GAP,-102275.45999999996
014950,삼익제약,5330.0,0,249,2026-08-31 12:00:00+09:00,19,1329492.5474999999,1457332.1977500003,False,5600.0,False,5390.0,2026-09-01 09:00:00+09:00,TARGET,127839.65025000041
064290,인텍플러스,40200.0,0,36,2026-09-04 12:00:00+09:00,23,1449732.5999999999,1589134.14,False,43650.0,False,41100.0,2026-09-09 09:00:00+09:00,TARGET,139401.54000000004
024060,흥구석유,12140.0,0,131,2026-09-09 11:00:00+09:00,26,1593123.095,1746312.5955000003,False,12400.0,False,12110.0,2026-09-10 09:00:00+09:00,TARGET,153189.50050000031
252990,샘씨엔에스,13910.0,0,125,2026-09-10 14:00:00+09:00,27,1741792.8124999998,1909277.9062500002,False,14140.0,False,14010.0,2026-09-11 09:00:00+09:00,TARGET,167485.09375000047
456010,아이씨티케이,17150.0,0,111,2026-09-11 12:00:00+09:00,28,1906981.3875,1991179.3275,False,18370.0,False,17970.0,2026-09-14 14:00:00+09:00,PERIOD_END,84197.93999999994
