code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
041510,에스엠,75700.0,0,13,2026-08-04 11:00:00+09:00,1,985822.1749999999,960316.5,False,78600.0,True,74000.0,2026-08-06 09:00:00+09:00,TIME_NEXT_OPEN,-25505.67499999993
257720,실리콘투,39000.0,0,24,2026-08-07 09:00:00+09:00,4,937637.9999999999,931966.2,False,40400.0,True,38150.0,2026-08-11 09:00:00+09:00,TIME_NEXT_OPEN,-5671.79999999993
079650,서산,5090.0,0,190,2026-08-11 11:00:00+09:00,6,968792.4249999999,1061948.3325,False,5240.0,False,5240.0,2026-08-12 09:00:00+09:00,TARGET,93155.90750000009
067310,하나마이크론,36200.0,0,29,2026-08-13 11:00:00+09:00,8,1051637.15,1152759.135,False,37900.0,False,36250.0,2026-08-18 09:00:00+09:00,TARGET,101121.9850000001
192820,코스맥스,259500.0,0,4,2026-08-20 11:00:00+09:00,12,1039816.4999999999,1139801.8499999999,False,285000.0,False,285000.0,2026-08-24 10:00:00+09:00,TARGET,99985.34999999998
003350,한국화장품제조,13290.0,0,94,2026-08-25 11:00:00+09:00,15,1251446.2049999998,1371781.1745000002,False,14450.0,False,13910.0,2026-08-25 14:00:00+09:00,TARGET,120334.96950000036
083650,비에이치아이,65200.0,0,21,2026-08-26 09:00:00+09:00,16,1371596.0999999999,1333262.7,False,66800.0,True,63700.0,2026-08-28 09:00:00+09:00,TIME_NEXT_OPEN,-38333.39999999991
356680,엑스게이트,12340.0,0,108,2026-08-28 11:00:00+09:00,18,1335052.2599999998,1238748.39,False,13280.0,False,12150.0,2026-08-31 09:00:00+09:00,STOP_GAP,-96303.86999999988
014950,삼익제약,5440.0,0,229,2026-08-31 11:00:00+09:00,19,1247940.0799999998,1367937.9120000002,False,5600.0,False,5390.0,2026-09-01 09:00:00+09:00,TARGET,119997.8320000004
375500,DL이앤씨,73700.0,0,18,2026-09-03 14:00:00+09:00,22,1328921.5499999998,1331465.8499999999,False,74500.0,True,73500.0,2026-09-07 09:00:00+09:00,TIME_NEXT_OPEN,2544.3000000000466
375500,DL이앤씨,77400.0,0,17,2026-09-07 13:00:00+09:00,24,1318102.65,1444847.085,False,84000.0,False,83200.0,2026-09-11 09:00:00+09:00,TARGET,126744.43500000006
456010,아이씨티케이,17010.0,0,87,2026-09-11 11:00:00+09:00,28,1482459.7725,1560654.0675,False,18370.0,False,17970.0,2026-09-14 14:00:00+09:00,PERIOD_END,78194.29499999993
