tier,code,name,market,close,pivot_level,vol_spike,extension_atr,turnover,signal_date
GREEN,064290,인텍플러스,KOSDAQ,55600.0,54100.0,1.8919300005126105,2.9071883534640515,38681531600.0,2026-09-22
