signal_date,code,name,market,close,pivot_level,vol_spike,extension_atr,first_run_id,status,entry_date,entry_price,exit_date,exit_price,net_return_pct
2026-09-22,064290,인텍플러스,KOSDAQ,55600.0,54100.0,1.89,2.91,20260922_2147,PENDING,,,,,
