scan,day,code,name,signal_bar,score,pattern,volume_component,extension_atr,trend,breakout,money,hold,rank,status,return_pct,hit,entry_price,target_price,hit_bar,sessions_to_hit,exit_bar,stop_price
2026-08-03 09:00:00+09:00,2026-08-03,263860,지니언스,2026-07-31 14:00:00+09:00,72.26057026988586,rebound,21.630052112872004,2.2106643356643376,True,True,False,False,1,NO_FILL,,,,,,,,
2026-08-03 09:00:00+09:00,2026-08-03,441270,파인엠텍,2026-07-31 14:00:00+09:00,68.60488461213126,rebound,40.00589419375872,3.2082663605051662,True,True,False,False,2,NO_FILL,,,,,,,,
2026-08-03 09:00:00+09:00,2026-08-03,058610,에스피지,2026-07-31 14:00:00+09:00,58.7450298969351,base_breakout,33.73265417510708,3.138836772983116,True,True,True,False,3,NO_FILL,,,,,,,,
2026-08-03 10:00:00+09:00,2026-08-03,263860,지니언스,2026-07-31 14:00:00+09:00,72.26057026988586,rebound,21.630052112872004,2.2106643356643376,True,True,False,False,1,TARGET,10.0,True,13800.0,15180.0,2026-08-05 09:00:00+09:00,3.0,2026-08-05 09:00:00+09:00,13110.0
2026-08-03 10:00:00+09:00,2026-08-03,441270,파인엠텍,2026-07-31 14:00:00+09:00,68.60488461213126,rebound,40.00589419375872,3.2082663605051662,True,True,False,False,2,TARGET,10.0,True,7235.0,7958.5,2026-08-04 10:00:00+09:00,2.0,2026-08-04 10:00:00+09:00,6873.25
2026-08-03 10:00:00+09:00,2026-08-03,058610,에스피지,2026-07-31 14:00:00+09:00,58.7450298969351,base_breakout,33.73265417510708,3.138836772983116,True,True,True,False,3,TARGET,10.0,True,102700.0,112970.0,2026-08-03 10:00:00+09:00,1.0,2026-08-03 10:00:00+09:00,97565.0
2026-08-03 11:00:00+09:00,2026-08-03,042510,라온시큐어,2026-08-03 09:00:00+09:00,70.79743655386237,base_breakout,46.70009485722387,2.146978021978021,True,True,False,False,1,OPEN_MARK_TO_MARKET,1.9059720457433205,False,7870.0,8657.0,,,,7476.5
2026-08-03 12:00:00+09:00,2026-08-03,330350,위더스제약,2026-08-03 10:00:00+09:00,71.14301440782143,rebound,39.86216391728551,2.5806451612903225,True,True,False,False,1,TARGET,10.0,True,6620.0,7282.0,2026-08-06 09:00:00+09:00,4.0,2026-08-06 09:00:00+09:00,6289.0
2026-08-03 12:00:00+09:00,2026-08-03,090360,로보스타,2026-08-03 10:00:00+09:00,65.56824420807224,rebound,46.394846814779896,3.7500882145377568,True,True,True,False,2,TARGET,10.0,True,67400.0,74140.0,2026-08-05 12:00:00+09:00,3.0,2026-08-05 12:00:00+09:00,64030.0
2026-08-03 12:00:00+09:00,2026-08-03,042510,라온시큐어,2026-08-03 10:00:00+09:00,63.99710665292154,rebound,40.14446815416381,2.508021390374332,True,True,False,False,3,OPEN_MARK_TO_MARKET,1.1349306431273742,False,7930.0,8723.0,,,,7533.5
