code,scan,status,pre_exit_mfe,pre_exit_mae,prior_bars,same_bar_exit
090360,2026-08-03 11:00:00+09:00,TARGET,8.797653958944274,-4.545454545454541,15,False
437730,2026-08-03 11:00:00+09:00,STOP,1.0638297872340496,-4.728132387706852,4,False
226950,2026-08-04 10:00:00+09:00,TARGET,6.637931034482758,-2.5862068965517238,5,False
028300,2026-08-04 11:00:00+09:00,TARGET,8.592592592592595,-1.7777777777777781,21,False
090360,2026-08-04 11:00:00+09:00,STOP,0.14144271570013522,-2.8288543140028266,4,False
090360,2026-08-05 10:00:00+09:00,TARGET,7.340720221606656,-1.3850415512465353,5,False
298380,2026-08-05 10:00:00+09:00,TARGET,5.7387057387057405,-3.1746031746031744,17,False
082740,2026-08-05 11:00:00+09:00,STOP,2.970297029702973,-4.180418041804179,5,False
214450,2026-08-06 12:00:00+09:00,STOP,3.535353535353525,-2.651515151515149,5,False
241710,2026-08-06 14:00:00+09:00,TARGET,5.6144067796610075,-2.4364406779661008,13,False
036540,2026-08-10 12:00:00+09:00,TARGET,1.6363636363636358,-1.2727272727272698,3,False
058610,2026-08-11 10:00:00+09:00,STOP,0.0,0.0,0,True
336260,2026-08-11 10:00:00+09:00,STOP,4.683195592286493,-3.9944903581267233,5,False
079650,2026-08-11 11:00:00+09:00,TARGET,2.946954813359537,-0.9823182711198419,4,False
131970,2026-08-12 11:00:00+09:00,TARGET,8.59375,-0.13020833333333703,2,False
204270,2026-08-12 12:00:00+09:00,TARGET,9.915356711003632,-1.3905683192261153,3,False
024060,2026-08-12 13:00:00+09:00,STOP,0.7092198581560183,-2.4822695035460973,2,False
006340,2026-08-13 09:00:00+09:00,STOP,3.761348897535677,-2.658884565499353,6,False
067310,2026-08-13 10:00:00+09:00,TARGET,4.6961325966850875,-3.8674033149171283,11,False
064290,2026-08-18 10:00:00+09:00,STOP,2.083333333333326,-2.083333333333337,1,False
0015N0,2026-08-18 11:00:00+09:00,STOP,0.8964143426294813,-4.183266932270913,1,False
322000,2026-08-19 11:00:00+09:00,STOP,0.07342143906019505,-4.9926578560939845,4,False
336260,2026-08-19 14:00:00+09:00,STOP,3.4610630407911014,-3.4610630407911014,7,False
101730,2026-08-20 09:00:00+09:00,STOP,1.4112903225806495,-4.435483870967738,6,False
001210,2026-08-20 12:00:00+09:00,TARGET,0.0,0.0,3,False
066970,2026-08-24 10:00:00+09:00,STOP,2.7071369975389725,-4.019688269073008,11,False
003350,2026-08-25 10:00:00+09:00,TARGET,9.15548539857931,-3.8674033149171283,3,False
161890,2026-08-25 10:00:00+09:00,TARGET,8.473436449226623,-3.160726294552796,23,False
004020,2026-08-25 12:00:00+09:00,TARGET,8.477508650519038,0.0,9,False
234340,2026-08-25 12:00:00+09:00,STOP,4.072398190045257,-4.072398190045245,14,False
403870,2026-08-25 13:00:00+09:00,TARGET,6.029106029106024,-2.079002079002079,14,False
356860,2026-08-25 13:00:00+09:00,TARGET,8.99328859060402,-0.4026845637583931,8,False
232140,2026-08-25 14:00:00+09:00,TARGET,8.87728459530026,-2.0017406440382968,12,False
001820,2026-08-25 14:00:00+09:00,TARGET,7.706945765937201,-4.186489058039966,13,False
232140,2026-08-26 09:00:00+09:00,TARGET,7.844827586206904,-1.2068965517241348,11,False
031980,2026-08-26 09:00:00+09:00,STOP,8.633696563285831,-3.5205364626990754,18,False
204270,2026-08-26 09:00:00+09:00,STOP,1.7369727047146455,-3.622828784119103,1,False
032820,2026-08-26 09:00:00+09:00,TARGET,3.223207091055591,-4.109589041095896,12,False
356860,2026-08-26 09:00:00+09:00,STOP,6.4918851435705305,-3.3707865168539297,18,False
006360,2026-08-26 11:00:00+09:00,STOP,3.1746031746031855,-2.5132275132275117,10,False
322000,2026-08-27 09:00:00+09:00,STOP,2.7624309392265234,-4.627071823204421,7,False
232140,2026-08-27 09:00:00+09:00,TARGET,0.8058017727639033,-4.351329572925056,5,False
066970,2026-08-27 11:00:00+09:00,TARGET,4.961832061068705,-2.977099236641223,10,False
020150,2026-08-27 11:00:00+09:00,TARGET,8.238636363636353,-2.840909090909094,16,False
067310,2026-08-28 09:00:00+09:00,STOP,3.1620553359683834,-2.6350461133069825,1,False
356680,2026-08-28 10:00:00+09:00,STOP,8.231458842705797,-1.6299918500407462,5,False
001820,2026-08-28 10:00:00+09:00,STOP,0.5181347150259086,-4.058721934369602,4,False
002990,2026-08-28 10:00:00+09:00,STOP,0.0,0.0,0,True
001210,2026-08-28 10:00:00+09:00,TARGET,2.24609375,-4.00390625,5,False
403870,2026-08-28 10:00:00+09:00,STOP,0.19157088122605526,-4.0229885057471275,5,False
073240,2026-08-28 13:00:00+09:00,STOP,6.657608695652173,-4.07608695652174,20,False
014950,2026-08-31 10:00:00+09:00,TARGET,7.663551401869162,-2.0560747663551426,5,False
090460,2026-09-01 09:00:00+09:00,TARGET,6.435643564356441,-3.5643564356435675,4,False
073240,2026-09-01 10:00:00+09:00,STOP,0.9138381201044377,-3.1331592689295085,5,False
004170,2026-09-02 09:00:00+09:00,STOP,0.1179245283018826,-4.363207547169812,1,False
218410,2026-09-02 14:00:00+09:00,STOP,0.6128702757916216,-1.430030643513791,1,False
375500,2026-09-03 13:00:00+09:00,TARGET,6.539509536784749,-2.452316076294281,14,False
031980,2026-09-03 14:00:00+09:00,TARGET,8.532934131736525,-4.715568862275454,7,False
064290,2026-09-04 10:00:00+09:00,TARGET,6.119791666666674,-1.953125,5,False
031980,2026-09-04 10:00:00+09:00,TARGET,2.1846370683580085,-3.241719520789288,5,False
440110,2026-09-04 12:00:00+09:00,TARGET,5.384615384615388,-0.7692307692307665,3,False
252990,2026-09-04 12:00:00+09:00,STOP,1.4577259475218707,-0.5830903790087438,3,False
014950,2026-09-04 13:00:00+09:00,STOP,0.0,0.0,0,True
095610,2026-09-04 14:00:00+09:00,TARGET,2.0576131687242816,-0.2743484224965731,1,False
