code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
241710,코스메카코리아,76930.09999999999,0,12,2026-07-01 11:00:00+09:00,0,924776.7320999999,1013700.2346900001,False,83000.0,False,79900.0,2026-07-02 09:00:00+09:00,TARGET,88923.50259000016
041510,에스엠,80139.7,0,13,2026-07-02 11:00:00+09:00,1,1043639.2781749999,987993.2757337498,False,81600.0,False,76700.0,2026-07-03 10:00:00+09:00,STOP,-55646.00244125002
002990,금호건설,14603.679999999998,0,70,2026-07-07 11:00:00+09:00,4,1024046.5507999997,969445.2167399998,False,14603.679999999998,False,14603.679999999998,2026-07-07 11:00:00+09:00,STOP,-54601.33405999991
073240,금호타이어,7823.399999999999,0,124,2026-07-10 11:00:00+09:00,7,971799.2777999998,919983.7260899998,False,7823.399999999999,False,7800.0,2026-07-13 09:00:00+09:00,STOP,-51815.55171000003
119850,지엔씨에너지,32045.849999999995,0,28,2026-07-15 11:00:00+09:00,10,898854.0466499997,985284.9086849999,False,34500.0,False,34000.0,2026-07-16 13:00:00+09:00,TARGET,86430.86203500023
483650,달바글로벌,237209.49999999997,0,4,2026-07-21 11:00:00+09:00,13,950498.4664999999,899818.6568249998,False,242000.0,False,237000.0,2026-07-22 09:00:00+09:00,STOP,-50679.809675000026
322000,HD현대에너지솔루션,140821.19999999998,0,6,2026-07-22 11:00:00+09:00,14,846405.8225999998,801276.1485299998,False,142900.0,False,137400.0,2026-07-22 14:00:00+09:00,STOP,-45129.67407000007
112610,씨에스윈드,42426.899999999994,0,21,2026-07-23 11:00:00+09:00,15,892524.0885749998,844935.4258537497,False,45600.0,False,43350.0,2026-07-27 09:00:00+09:00,STOP,-47588.66272125009
041510,에스엠,75927.09999999999,0,11,2026-08-04 11:00:00+09:00,23,836659.6966749998,792049.67815875,False,78600.0,False,73700.0,2026-08-06 10:00:00+09:00,STOP,-44610.01851624984
079650,서산,5105.2699999999995,0,161,2026-08-11 11:00:00+09:00,28,823386.8798224999,902561.0661952499,False,5240.0,False,5240.0,2026-08-12 09:00:00+09:00,TARGET,79174.18637274997
067310,하나마이크론,36308.6,0,24,2026-08-13 11:00:00+09:00,30,872931.3611999998,956869.58268,False,37900.0,False,36250.0,2026-08-18 09:00:00+09:00,TARGET,83938.22148000018
192820,코스맥스,260278.49999999997,0,3,2026-08-20 11:00:00+09:00,34,782201.9621249998,857415.9416624999,False,285000.0,False,285000.0,2026-08-24 10:00:00+09:00,TARGET,75213.97953750007
003350,한국화장품제조,13329.869999999999,0,79,2026-08-25 11:00:00+09:00,37,1054902.5845275,1156338.56301975,False,14450.0,False,13910.0,2026-08-25 14:00:00+09:00,TARGET,101435.97849224997
006360,GS건설,37913.399999999994,0,30,2026-08-26 11:00:00+09:00,38,1139392.4534999996,1078640.969175,False,39000.0,False,36900.0,2026-08-28 09:00:00+09:00,STOP,-60751.48432499962
356680,엑스게이트,12377.019999999999,0,89,2026-08-28 11:00:00+09:00,40,1103482.5008649996,1020820.4325,False,13280.0,False,12150.0,2026-08-31 09:00:00+09:00,STOP_GAP,-82662.0683649996
014950,삼익제약,5456.32,0,186,2026-08-31 11:00:00+09:00,41,1016651.5521599998,1114409.4366239998,False,5600.0,False,5390.0,2026-09-01 09:00:00+09:00,TARGET,97757.884464
064290,인텍플러스,40621.49999999999,0,27,2026-09-04 11:00:00+09:00,45,1098699.8658749997,1204347.2475374998,False,43650.0,False,41100.0,2026-09-09 09:00:00+09:00,TARGET,105647.38166250009
456010,아이씨티케이,17061.03,0,71,2026-09-11 11:00:00+09:00,50,1213452.9629774997,1330134.6267247503,False,18370.0,False,17970.0,2026-09-15 09:00:00+09:00,TARGET,116681.66374725057
