code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
071970,HD현대마린엔진,96789.49999999999,0,10,2026-01-08 11:00:00+09:00,4,969588.8162499998,932365.5,False,105000.0,False,93400.0,2026-01-14 14:00:00+09:00,MAX_5D,-37223.3162499998
454910,두산로보틱스,92376.29999999999,0,10,2026-01-15 11:00:00+09:00,9,925379.5852499998,1014361.056225,False,96800.0,False,90200.0,2026-01-19 09:00:00+09:00,TARGET,88981.47097500018
131290,티에스이,73620.2,0,14,2026-01-21 11:00:00+09:00,13,1032486.4948999998,1074715.95,False,80000.0,False,76900.0,2026-01-27 14:00:00+09:00,MAX_5D,42229.45510000014
330350,위더스제약,9448.259999999998,0,115,2026-02-23 11:00:00+09:00,32,1088451.3623249999,1030416.0157912498,False,9570.0,False,9180.0,2026-02-25 09:00:00+09:00,STOP,-58035.34653375007
456160,지투지바이오,108524.59999999999,0,9,2026-02-25 11:00:00+09:00,34,978430.6624499998,926261.5306724998,False,108800.0,False,105400.0,2026-02-26 09:00:00+09:00,STOP,-52169.131777500035
124500,아이티센글로벌,70711.49999999999,0,13,2026-03-11 11:00:00+09:00,43,920858.1866249997,871758.7727062498,False,71200.0,False,69800.0,2026-03-11 14:00:00+09:00,STOP,-49099.413918749895
007810,코리아써키트,58775.799999999996,0,15,2026-03-18 11:00:00+09:00,48,883179.8647499998,968103.5487749999,False,63400.0,False,61700.0,2026-03-20 09:00:00+09:00,TARGET,84923.68402500008
092790,넥스틸,12587.649999999998,0,80,2026-03-20 11:00:00+09:00,50,1008774.2709999997,954987.2425499998,False,12620.0,False,12510.0,2026-03-23 09:00:00+09:00,STOP,-53787.02844999987
054920,한컴위드,4784.3099999999995,0,201,2026-03-25 11:00:00+09:00,53,963329.1910424998,911965.2575096248,False,5040.0,False,4715.0,2026-03-27 09:00:00+09:00,STOP,-51363.93353287503
010060,OCI홀딩스,215644.99999999997,0,4,2026-04-02 11:00:00+09:00,59,864089.5149999998,818016.9607499999,False,215644.99999999997,False,208000.0,2026-04-02 14:00:00+09:00,STOP,-46072.55424999993
375500,DL이앤씨,78033.4,0,11,2026-04-03 11:00:00+09:00,60,859869.5429499998,814021.9941974999,False,80200.0,False,77700.0,2026-04-07 09:00:00+09:00,STOP,-45847.54875249986
054920,한컴위드,5386.11,0,152,2026-04-14 11:00:00+09:00,67,820121.4252599999,898981.616214,False,5386.11,False,5330.0,2026-04-15 09:00:00+09:00,TARGET,78860.1909540001
004170,신세계,372112.99999999994,0,2,2026-04-16 11:00:00+09:00,69,745528.3954999999,763661.25,False,402500.0,False,382500.0,2026-04-23 14:00:00+09:00,MAX_5D,18132.854500000132
440110,파두,90269.99999999999,0,10,2026-05-08 11:00:00+09:00,82,904279.7249999999,991232.3024999999,False,94200.0,False,91800.0,2026-05-11 09:00:00+09:00,TARGET,86952.57750000001
069540,빛과전자,6629.829999999999,0,151,2026-05-22 11:00:00+09:00,92,1002856.2625774997,1099287.6371647497,False,6629.829999999999,False,6610.0,2026-05-26 09:00:00+09:00,TARGET,96431.37458724994
095610,테스,159878.19999999998,0,6,2026-06-09 11:00:00+09:00,102,960947.9210999999,1053349.5267899998,False,167500.0,False,161300.0,2026-06-10 09:00:00+09:00,TARGET,92401.60568999988
241710,코스메카코리아,76930.09999999999,0,15,2026-07-01 11:00:00+09:00,118,1155970.9151249996,1267125.2933625,False,83000.0,False,79900.0,2026-07-02 09:00:00+09:00,TARGET,111154.37823750032
002990,금호건설,14603.679999999998,0,89,2026-07-07 11:00:00+09:00,122,1302002.0431599997,1232580.3469979998,False,14603.679999999998,False,14603.679999999998,2026-07-07 11:00:00+09:00,STOP,-69421.69616199983
119850,지엔씨에너지,32045.849999999995,0,38,2026-07-15 11:00:00+09:00,128,1219873.3490249997,1337172.3760724997,False,34500.0,False,34000.0,2026-07-16 13:00:00+09:00,TARGET,117299.02704750001
483650,달바글로벌,237209.49999999997,0,5,2026-07-21 11:00:00+09:00,131,1188123.0831249997,1124773.3210312498,False,242000.0,False,237000.0,2026-07-22 09:00:00+09:00,STOP,-63349.76209374983
017900,광전자,6359.0199999999995,0,202,2026-07-22 11:00:00+09:00,132,1286769.9535699997,1218160.4201084997,False,6359.0199999999995,False,6140.0,2026-07-22 14:00:00+09:00,STOP,-68609.53346149996
112610,씨에스윈드,42426.899999999994,0,28,2026-07-23 11:00:00+09:00,133,1190032.1180999996,1126580.5678049999,False,45600.0,False,43350.0,2026-07-27 09:00:00+09:00,STOP,-63451.55029499973
041510,에스엠,75927.09999999999,0,15,2026-08-04 11:00:00+09:00,141,1140899.5863749997,1080067.7429437498,False,78600.0,False,73700.0,2026-08-06 10:00:00+09:00,STOP,-60831.84343124996
067310,하나마이크론,36308.6,0,30,2026-08-13 11:00:00+09:00,148,1091164.2015,1196086.97835,False,37900.0,False,36250.0,2026-08-18 09:00:00+09:00,TARGET,104922.77685000002
192820,코스맥스,260278.49999999997,0,4,2026-08-20 11:00:00+09:00,152,1042935.9494999998,1143221.25555,False,285000.0,False,285000.0,2026-08-24 10:00:00+09:00,TARGET,100285.30605000013
017900,광전자,9418.169999999998,0,138,2026-09-14 11:00:00+09:00,169,1301981.9480549996,1427176.2691394996,False,10270.0,False,10270.0,2026-09-15 09:00:00+09:00,TARGET,125194.32108450006
