scan,day,code,name,score,lag,mode,trend,trigger_close,entry_open,signal_bar
2026-01-13 11:00:00+09:00,2026-01-13,000250,삼천당제약,70.62486855614156,60,money,True,273000.0,268000.0,2026-01-13 09:00:00+09:00
2026-03-20 11:00:00+09:00,2026-03-20,000250,삼천당제약,79.55230769230769,0,money,True,889000.0,889000.0,2026-03-20 10:00:00+09:00
2026-01-23 11:00:00+09:00,2026-01-23,054920,한컴위드,75.33439434129085,0,money,False,5020.0,4995.0,2026-01-23 10:00:00+09:00
2026-03-25 11:00:00+09:00,2026-03-25,054920,한컴위드,80.03847490866544,0,hold,True,4730.0,4770.0,2026-03-25 10:00:00+09:00
2026-03-25 11:00:00+09:00,2026-03-25,054920,한컴위드,80.08611111111114,60,money,True,4730.0,4770.0,2026-03-25 09:00:00+09:00
2026-04-14 11:00:00+09:00,2026-04-14,054920,한컴위드,66.77873563218391,0,hold,True,5340.0,5370.0,2026-04-14 10:00:00+09:00
2026-04-14 11:00:00+09:00,2026-04-14,054920,한컴위드,77.84898537045777,60,money,True,5340.0,5370.0,2026-04-14 09:00:00+09:00
2026-09-11 11:00:00+09:00,2026-09-11,054920,한컴위드,74.51230625936185,0,hold,False,3985.0,4050.0,2026-09-11 10:00:00+09:00
2026-09-11 11:00:00+09:00,2026-09-11,054920,한컴위드,76.62910798122068,60,money,False,3985.0,4050.0,2026-09-11 09:00:00+09:00
2026-01-13 11:00:00+09:00,2026-01-13,204320,HL만도,76.40164561806353,60,money,True,62300.0,61000.0,2026-01-13 09:00:00+09:00
2026-02-25 11:00:00+09:00,2026-02-25,204320,HL만도,74.51270732662927,0,money,True,63900.0,63850.0,2026-02-25 10:00:00+09:00
2026-04-27 11:00:00+09:00,2026-04-27,204320,HL만도,69.5190069655082,0,money,True,56200.0,56250.0,2026-04-27 10:00:00+09:00
2026-05-08 11:00:00+09:00,2026-05-08,204320,HL만도,72.67184286901512,60,money,True,59800.0,62000.0,2026-05-08 09:00:00+09:00
2026-05-13 11:00:00+09:00,2026-05-13,204320,HL만도,65.93254891766856,0,money,True,62800.0,62800.0,2026-05-13 10:00:00+09:00
2026-03-18 11:00:00+09:00,2026-03-18,298380,에이비엘바이오,70.20384968491452,0,money,True,197700.0,197800.0,2026-03-18 10:00:00+09:00
2026-06-17 11:00:00+09:00,2026-06-17,298380,에이비엘바이오,67.39892507903588,0,money,False,106000.0,106000.0,2026-06-17 10:00:00+09:00
2026-08-05 11:00:00+09:00,2026-08-05,298380,에이비엘바이오,56.402022878294396,60,money,True,81900.0,80800.0,2026-08-05 09:00:00+09:00
2026-01-15 11:00:00+09:00,2026-01-15,090360,로보스타,71.54927884615385,0,money,False,78500.0,78500.0,2026-01-15 10:00:00+09:00
