code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
089970,브이엠,31400.0,0,31,2026-01-02 11:00:00+09:00,0,975103.45,923111.7224999999,False,33700.0,False,30400.0,2026-01-08 09:00:00+09:00,STOP,-51991.72750000004
071970,HD현대마린엔진,96500.0,0,9,2026-01-08 11:00:00+09:00,4,870019.8749999999,839128.95,False,105000.0,False,93400.0,2026-01-14 14:00:00+09:00,MAX_5D,-30890.92499999993
454910,두산로보틱스,92100.0,0,9,2026-01-15 11:00:00+09:00,9,830350.575,910194.3675,False,96800.0,False,90200.0,2026-01-19 09:00:00+09:00,TARGET,79843.7925000001
361610,SK아이이테크놀로지,25300.0,0,39,2026-01-20 11:00:00+09:00,12,988426.725,935724.61125,False,25350.0,False,25200.0,2026-01-21 09:00:00+09:00,STOP,-52702.11375000002
131290,티에스이,73400.0,0,12,2026-01-21 11:00:00+09:00,13,882341.3999999999,921185.1,False,80000.0,False,76900.0,2026-01-27 14:00:00+09:00,MAX_5D,38843.70000000007
441270,파인엠텍,11470.0,0,85,2026-02-12 11:00:00+09:00,28,976656.1625,924581.645625,False,11990.0,False,11010.0,2026-02-13 14:00:00+09:00,STOP,-52074.51687499997
330350,위더스제약,9420.0,0,98,2026-02-23 11:00:00+09:00,32,924775.5299999999,875467.2465,False,9570.0,False,9180.0,2026-02-25 09:00:00+09:00,STOP,-49308.2834999999
456160,지투지바이오,108200.0,0,8,2026-02-25 11:00:00+09:00,34,867114.7999999999,820880.94,False,108800.0,False,105400.0,2026-02-26 09:00:00+09:00,STOP,-46233.859999999986
071970,HD현대마린엔진,83100.0,0,10,2026-03-11 11:00:00+09:00,43,832454.2499999999,803591.25,False,86200.0,False,80500.0,2026-03-17 14:00:00+09:00,MAX_5D,-28862.999999999884
007810,코리아써키트,58600.0,0,13,2026-03-18 11:00:00+09:00,48,763133.1499999999,836513.5350000001,False,63400.0,False,61700.0,2026-03-20 09:00:00+09:00,TARGET,73380.38500000024
092790,넥스틸,12550.0,0,69,2026-03-20 11:00:00+09:00,50,867465.4125,821212.858125,False,12840.0,False,12070.0,2026-03-23 14:00:00+09:00,STOP,-46252.55437499995
054920,한컴위드,4770.0,0,174,2026-03-25 11:00:00+09:00,53,831432.465,787101.15825,False,5040.0,False,4715.0,2026-03-27 09:00:00+09:00,STOP,-44331.30674999999
456010,아이씨티케이,15930.0,0,49,2026-03-27 11:00:00+09:00,55,781935.9974999999,733713.75,False,16030.0,False,15390.0,2026-03-30 09:00:00+09:00,STOP_GAP,-48222.24749999994
010060,OCI홀딩스,215000.0,0,3,2026-04-02 11:00:00+09:00,59,646128.75,611677.6875,False,215500.0,False,208000.0,2026-04-02 14:00:00+09:00,STOP,-34451.0625
375500,DL이앤씨,77800.0,0,9,2026-04-03 11:00:00+09:00,60,701425.35,768872.115,False,80200.0,False,76000.0,2026-04-08 09:00:00+09:00,TARGET,67446.76500000001
002990,금호건설,5230.0,0,147,2026-04-08 11:00:00+09:00,63,770155.4175,774801.72,False,5640.0,False,5280.0,2026-04-14 14:00:00+09:00,MAX_5D,4646.302499999991
226950,올릭스,184700.0,0,4,2026-04-16 11:00:00+09:00,69,740092.8999999999,700631.745,False,185600.0,False,175800.0,2026-04-17 10:00:00+09:00,STOP,-39461.15499999991
064290,인텍플러스,28250.0,0,26,2026-04-17 11:00:00+09:00,70,735785.3749999999,806536.0875000001,False,30850.0,False,28250.0,2026-04-24 09:00:00+09:00,TARGET,70750.71250000026
440110,파두,90000.0,0,8,2026-05-08 11:00:00+09:00,82,721259.9999999999,790614.0000000001,False,94200.0,False,91800.0,2026-05-11 09:00:00+09:00,TARGET,69354.00000000023
001820,삼화콘덴서,74600.0,0,11,2026-05-20 11:00:00+09:00,90,822036.0499999999,901080.345,False,79700.0,False,76800.0,2026-05-21 09:00:00+09:00,TARGET,79044.29500000004
126730,코칩,20900.0,0,45,2026-05-21 11:00:00+09:00,91,942145.8749999999,1032739.5375000001,False,20900.0,False,20900.0,2026-05-21 11:00:00+09:00,TARGET,90593.66250000021
