code,name,entry,qty,initial_qty,start,day,cost,proceeds,partial,peak,time_exit,last,exit,reason,pnl
093370,후성,13040.0,0,80,2026-05-22 11:00:00+09:00,92,1045025.5999999999,989305.6799999999,False,13690.0,False,12440.0,2026-05-27 13:00:00+09:00,STOP,-55719.919999999925
093370,후성,13200.0,0,75,2026-06-09 11:00:00+09:00,102,991732.4999999999,1087094.2500000002,False,13670.0,False,13450.0,2026-06-10 09:00:00+09:00,TARGET,95361.75000000035
031980,피에스케이홀딩스,145700.0,0,7,2026-06-10 11:00:00+09:00,103,1021684.825,967209.41625,False,148700.0,False,145600.0,2026-06-10 13:00:00+09:00,STOP,-54475.408749999944
222800,심텍,132000.0,0,7,2026-06-11 11:00:00+09:00,104,925616.9999999999,876263.85,False,143300.0,False,126100.0,2026-06-17 09:00:00+09:00,STOP,-49353.14999999991
347850,디앤디파마텍,103900.0,0,9,2026-06-17 11:00:00+09:00,108,936736.4249999999,1026809.9325000001,False,108600.0,False,107700.0,2026-06-17 12:00:00+09:00,TARGET,90073.50750000018
477850,마키나락스,19180.0,0,55,2026-06-26 11:00:00+09:00,115,1056746.075,1000401.22875,False,19500.0,False,18840.0,2026-06-26 12:00:00+09:00,STOP,-56344.846249999944
241710,코스메카코리아,76700.0,0,13,2026-07-01 11:00:00+09:00,118,998844.9249999999,1094890.5825,False,83000.0,False,79900.0,2026-07-02 09:00:00+09:00,TARGET,96045.65750000009
041510,에스엠,79900.0,0,13,2026-07-02 11:00:00+09:00,119,1040517.7249999999,985038.16125,False,81600.0,False,76700.0,2026-07-03 10:00:00+09:00,STOP,-55479.563749999856
002990,금호건설,14560.0,0,72,2026-07-07 11:00:00+09:00,122,1050154.5599999998,994161.168,False,14560.0,False,14560.0,2026-07-07 11:00:00+09:00,STOP,-55993.391999999876
073240,금호타이어,7800.0,0,128,2026-07-10 11:00:00+09:00,125,1000147.2,946820.1599999999,False,7800.0,False,7800.0,2026-07-13 09:00:00+09:00,STOP,-53327.04000000004
119850,지엔씨에너지,31950.0,0,29,2026-07-15 11:00:00+09:00,128,928171.4624999999,1017421.39125,False,34500.0,False,34000.0,2026-07-16 13:00:00+09:00,TARGET,89249.92875000008
483650,달바글로벌,236500.0,0,4,2026-07-21 11:00:00+09:00,131,947655.4999999999,897127.275,False,242000.0,False,232500.0,2026-07-22 12:00:00+09:00,STOP,-50528.22499999986
112610,씨에스윈드,42300.0,0,23,2026-07-23 11:00:00+09:00,133,974602.575,922637.55375,False,45600.0,False,43350.0,2026-07-27 09:00:00+09:00,STOP,-51965.02124999999
041510,에스엠,75700.0,0,12,2026-08-04 11:00:00+09:00,141,909989.7,910404.0,False,78600.0,False,76000.0,2026-08-10 14:00:00+09:00,MAX_5D,414.30000000004657
079650,서산,5090.0,0,183,2026-08-11 11:00:00+09:00,146,933100.0724999999,1022823.92025,False,5240.0,False,5240.0,2026-08-12 09:00:00+09:00,TARGET,89723.84775000007
067310,하나마이크론,36200.0,0,28,2026-08-13 11:00:00+09:00,148,1015373.7999999999,1113008.82,False,37900.0,False,36250.0,2026-08-18 09:00:00+09:00,TARGET,97635.02000000014
192820,코스맥스,259500.0,0,4,2026-08-20 11:00:00+09:00,152,1039816.4999999999,1139801.8499999999,False,285000.0,False,285000.0,2026-08-24 10:00:00+09:00,TARGET,99985.34999999998
003350,한국화장품제조,13290.0,0,91,2026-08-25 11:00:00+09:00,155,1211506.4324999999,1328000.9242500002,False,14450.0,False,13910.0,2026-08-25 14:00:00+09:00,TARGET,116494.49175000028
006360,GS건설,37800.0,0,35,2026-08-26 11:00:00+09:00,156,1325315.25,1254650.5125,False,39000.0,False,36900.0,2026-08-28 09:00:00+09:00,STOP,-70664.73750000005
356680,엑스게이트,12340.0,0,102,2026-08-28 11:00:00+09:00,158,1260882.69,1169929.035,False,13280.0,False,12150.0,2026-08-31 09:00:00+09:00,STOP_GAP,-90953.65500000003
014950,삼익제약,5440.0,0,216,2026-08-31 11:00:00+09:00,159,1177096.3199999998,1290282.0480000002,False,5600.0,False,5390.0,2026-09-01 09:00:00+09:00,TARGET,113185.72800000035
064290,인텍플러스,40500.0,0,31,2026-09-04 11:00:00+09:00,163,1257697.125,1378633.1624999999,False,43650.0,False,41100.0,2026-09-09 09:00:00+09:00,TARGET,120936.03749999986
456010,아이씨티케이,17010.0,0,82,2026-09-11 11:00:00+09:00,168,1397260.9349999998,1531616.9715,False,18370.0,False,17970.0,2026-09-15 09:00:00+09:00,TARGET,134356.03650000016
