code,name,market,price,market_cap,quote_time,amount
005930,삼성전자,KOSPI,274000,1601880300000000.0,2026-09-21T15:44:19+09:00,5853633
000660,SK하이닉스,KOSPI,1868000,1364559700000000.0,2026-09-21T15:44:23+09:00,4799153
402340,SK스퀘어,KOSPI,1127000,148678300000000.0,2026-09-21T15:44:21+09:00,552985
009150,삼성전기,KOSPI,1429000,106737300000000.0,2026-09-21T15:44:25+09:00,791277
373220,LG에너지솔루션,KOSPI,352000,82368000000000.0,2026-09-21T15:44:17+09:00,108533
005380,현대차,KOSPI,359000,73508000000000.0,2026-09-21T15:44:24+09:00,159773
207940,삼성바이오로직스,KOSPI,1402000,64899900000000.0,2026-09-21T15:44:25+09:00,41617
105560,KB금융,KOSPI,177500,62957100000000.0,2026-09-21T15:44:18+09:00,118720
028260,삼성물산,KOSPI,367500,59596600000000.0,2026-09-21T15:44:18+09:00,112363
032830,삼성생명,KOSPI,291000,58200000000000.0,2026-09-21T15:44:24+09:00,92439
012450,한화에어로스페이스,KOSPI,1067000,55018100000000.0,2026-09-21T15:44:22+09:00,121613
034020,두산에너빌리티,KOSPI,85300,54639900000000.0,2026-09-21T15:44:22+09:00,138073
055550,신한지주,KOSPI,113100,53094800000000.0,2026-09-21T15:44:22+09:00,113464
329180,HD현대중공업,KOSPI,450500,47285000000000.0,2026-09-21T15:44:19+09:00,93194
000270,기아,KOSPI,120000,46849600000000.0,2026-09-21T15:44:19+09:00,94928
006400,삼성SDI,KOSPI,533000,42952100000000.0,2026-09-21T15:44:21+09:00,148969
068270,셀트리온,KOSPI,181400,42196800000000.0,2026-09-21T15:44:22+09:00,43194
034730,SK,KOSPI,575000,41689100000000.0,2026-09-21T15:44:25+09:00,55281
086790,하나금융지주,KOSPI,135700,36770600000000.0,2026-09-21T15:44:22+09:00,56301
012330,현대모비스,KOSPI,373000,33503100000000.0,2026-09-21T15:44:24+09:00,76625
066570,LG전자,KOSPI,202500,32984100000000.0,2026-09-21T15:44:23+09:00,96791
010120,LS ELECTRIC,KOSPI,209000,31350000000000.0,2026-09-21T15:44:20+09:00,53573
035420,NAVER,KOSPI,197900,30099500000000.0,2026-09-21T15:44:22+09:00,116616
000810,삼성화재,KOSPI,651000,29065500000000.0,2026-09-21T15:44:21+09:00,30221
298040,효성중공업,KOSPI,2917000,27199700000000.0,2026-09-21T15:44:25+09:00,78746
316140,우리금융지주,KOSPI,36450,26855900000000.0,2026-09-21T15:44:17+09:00,41413
267260,HD현대일렉트릭,KOSPI,714000,25737700000000.0,2026-09-21T15:44:23+09:00,37958
005490,POSCO홀딩스,KOSPI,317000,25119600000000.0,2026-09-21T15:44:18+09:00,59332
042660,한화오션,KOSPI,81800,25064600000000.0,2026-09-21T15:44:25+09:00,39080
009540,HD한국조선해양,KOSPI,339000,23992100000000.0,2026-09-21T15:44:16+09:00,44561
096770,SK이노베이션,KOSPI,140700,23785700000000.0,2026-09-21T15:44:24+09:00,77930
010130,고려아연,KOSPI,1123000,23440300000000.0,2026-09-21T15:44:21+09:00,9069
000150,두산,KOSPI,1432000,23189600000000.0,2026-09-21T15:44:21+09:00,114277
042700,한미반도체,KOSPI,236500,22541300000000.0,2026-09-21T15:44:22+09:00,77423
011200,HMM,KOSPI,21100,19902300000000.0,2026-09-21T15:44:24+09:00,9647
015760,한국전력,KOSPI,30850,19804600000000.0,2026-09-21T15:44:20+09:00,23976
017670,SK텔레콤,KOSPI,87000,18686700000000.0,2026-09-21T15:44:24+09:00,65210
051910,LG화학,KOSPI,258500,18248100000000.0,2026-09-21T15:44:24+09:00,45177
010140,삼성중공업,KOSPI,20600,18128000000000.0,2026-09-21T15:44:23+09:00,43335
033780,KT&G,KOSPI,173800,18042300000000.0,2026-09-21T15:44:25+09:00,29826
018260,삼성에스디에스,KOSPI,224500,17371300000000.0,2026-09-21T15:44:22+09:00,25521
006800,미래에셋증권,KOSPI,31950,17349500000000.0,2026-09-21T15:44:20+09:00,20659
010950,S-Oil,KOSPI,153900,17326500000000.0,2026-09-21T15:44:21+09:00,51162
003550,LG,KOSPI,111300,16827700000000.0,2026-09-21T15:44:23+09:00,15090
267250,HD현대,KOSPI,211000,16667500000000.0,2026-09-21T15:44:24+09:00,26417
079550,LIG디펜스앤에어로스페이스,KOSPI,725000,15950000000000.0,2026-09-21T15:44:19+09:00,95801
024110,기업은행,KOSPI,20000,15948500000000.0,2026-09-21T15:44:23+09:00,14598
003670,포스코퓨처엠,KOSPI,178100,15841300000000.0,2026-09-21T15:44:20+09:00,38604
086280,현대글로비스,KOSPI,203000,15225000000000.0,2026-09-21T15:44:22+09:00,31262
035720,카카오,KOSPI,33200,14707600000000.0,2026-09-21T15:44:24+09:00,35602
272210,한화시스템,KOSPI,76500,14452300000000.0,2026-09-21T15:44:16+09:00,125646
000720,현대건설,KOSPI,125600,13986300000000.0,2026-09-21T15:44:17+09:00,46990
278470,에이피알,KOSPI,366000,13702400000000.0,2026-09-21T15:44:16+09:00,47239
030200,KT,KOSPI,53100,13382400000000.0,2026-09-21T15:44:22+09:00,11998
064350,현대로템,KOSPI,118800,12966100000000.0,2026-09-21T15:44:19+09:00,33631
047810,한국항공우주,KOSPI,129600,12632800000000.0,2026-09-21T15:44:22+09:00,18317
005830,DB손해보험,KOSPI,188300,12333700000000.0,2026-09-21T15:44:22+09:00,17409
011070,LG이노텍,KOSPI,519000,12283200000000.0,2026-09-21T15:44:19+09:00,76458
003490,대한항공,KOSPI,28850,10623200000000.0,2026-09-21T15:44:21+09:00,31652
078930,GS,KOSPI,113300,10525100000000.0,2026-09-21T15:44:20+09:00,20466
443060,HD현대마린솔루션,KOSPI,233500,10468600000000.0,2026-09-21T15:44:20+09:00,21133
071050,한국금융지주,KOSPI,184400,10275900000000.0,2026-09-21T15:44:23+09:00,18732
028050,삼성E&A,KOSPI,52000,10192000000000.0,2026-09-21T15:44:22+09:00,78733
047050,포스코인터내셔널,KOSPI,57800,10168300000000.0,2026-09-21T15:44:23+09:00,32664
006260,LS,KOSPI,322500,10062000000000.0,2026-09-21T15:44:19+09:00,28331
307950,현대오토에버,KOSPI,361000,9900100000000.0,2026-09-21T15:44:24+09:00,12585
005940,NH투자증권,KOSPI,26300,9710100000000.0,2026-09-21T15:44:17+09:00,14356
003230,삼양식품,KOSPI,1276000,9612100000000.0,2026-09-21T15:44:21+09:00,34704
323410,카카오뱅크,KOSPI,20100,9590100000000.0,2026-09-21T15:44:19+09:00,13794
000500,가온전선,KOSPI,318500,9484200000000.0,2026-09-21T15:44:24+09:00,100445
180640,한진칼,KOSPI,138500,9246600000000.0,2026-09-21T15:44:20+09:00,5478
259960,크래프톤,KOSPI,200000,9149600000000.0,2026-09-21T15:44:19+09:00,14093
090430,아모레퍼시픽,KOSPI,145000,8481500000000.0,2026-09-21T15:44:17+09:00,28558
0126Z0,삼성에피스홀딩스,KOSPI,327000,8136800000000.0,2026-09-21T15:44:21+09:00,8585
007660,이수페타시스,KOSPI,110300,8097000000000.0,2026-09-21T15:44:25+09:00,132798
016360,삼성증권,KOSPI,88200,7876300000000.0,2026-09-21T15:44:22+09:00,22470
047040,대우건설,KOSPI,18290,7515500000000.0,2026-09-21T15:44:25+09:00,87748
161390,한국타이어앤테크놀로지,KOSPI,58600,7259100000000.0,2026-09-21T15:44:18+09:00,18405
021240,코웨이,KOSPI,99500,7041400000000.0,2026-09-21T15:44:23+09:00,15124
352820,하이브,KOSPI,162500,7004900000000.0,2026-09-21T15:44:23+09:00,30716
000880,한화,KOSPI,131300,7002100000000.0,2026-09-21T15:44:20+09:00,11751
039490,키움증권,KOSPI,264500,6937400000000.0,2026-09-21T15:44:23+09:00,8169
064400,LG씨엔에스,KOSPI,69500,6733600000000.0,2026-09-21T15:44:24+09:00,26754
267270,HD건설기계,KOSPI,136700,6492900000000.0,2026-09-21T15:44:22+09:00,24513
128940,한미약품,KOSPI,505000,6469600000000.0,2026-09-21T15:44:17+09:00,19795
062040,산일전기,KOSPI,205000,6281800000000.0,2026-09-21T15:44:21+09:00,35593
009830,한화솔루션,KOSPI,27600,6207000000000.0,2026-09-21T15:44:24+09:00,43953
032640,LG유플러스,KOSPI,14490,6150000000000.0,2026-09-21T15:44:19+09:00,19006
326030,SK바이오팜,KOSPI,77600,6077100000000.0,2026-09-21T15:44:17+09:00,6575
001440,대한전선,KOSPI,29700,5821000000000.0,2026-09-21T15:44:24+09:00,106201
175330,JB금융지주,KOSPI,31000,5782200000000.0,2026-09-21T15:44:21+09:00,8004
000990,DB하이텍,KOSPI,131900,5738300000000.0,2026-09-21T15:44:22+09:00,81520
