순위,종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time,현재가,당일등락률,당일고가,당일누적대금,시세시각
1,테크윙,089030,KOSDAQ,일치,70.5,3.08,47500.0,47600.0,167.3,3.13,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,True,False,111.570405,4.502994937842035,48150.0,48250.0,2026-09-21T10:00:00+09:00,48200.0,6.28,48900,309억,2026-09-21T11:17:20+09:00
2,네패스,033640,KOSDAQ,일치,54.9,3.27,27000.0,27250.0,23.8,4.02,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,True,False,20.6074,5.385933087215753,27700.0,27550.0,2026-09-21T10:00:00+09:00,27700.0,3.75,28000,90.9억,2026-09-21T11:17:17+09:00
