종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,58.695111723426706,4.27,262000.0,269250.0,16065.0,2.03,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,False,8273.89016,1.4837063424190229,271500.0,271000.0,2026-09-21T10:00:00+09:00
SK하이닉스,000660,KOSPI,제외,45.53894920049872,3.99,1852000.0,1869000.0,12319.6,0.98,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,False,7728.2896,1.1664457279676341,1888000.0,1868000.0,2026-09-21T10:00:00+09:00
SK스퀘어,402340,KOSPI,제외,59.48126377152615,4.66,1083000.0,1107000.0,1131.7,1.06,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,False,1301.944,2.353423535272928,1115000.0,1120000.0,2026-09-21T10:00:00+09:00
삼성전기,009150,KOSPI,제외,61.860698001190784,2.27,1409000.0,1410000.0,2317.3,1.11,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,False,794.27556,0.9809227501787973,1443000.0,1413000.0,2026-09-21T10:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,68.72085094814678,-1.99,371500.0,353500.0,306.1,1.7,09-21 10:00,09-21 09:00,2026-09-21 10:00,False,False,False,181.27003,1.6314157503998215,366000.0,354500.0,2026-09-21T10:00:00+09:00
현대차,005380,KOSPI,제외,71.13739137087236,-0.91,372000.0,359500.0,399.2,1.08,09-21 10:00,09-21 09:00,2026-09-21 10:00,False,False,False,152.06403,0.6384879095697337,370500.0,361000.0,2026-09-21T10:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,56.409032253455074,-0.25,1414000.0,1397000.0,40.7,0.48,09-21 10:00,09-21 09:00,2026-09-21 10:00,False,False,False,31.60341,0.5589533066125885,1407000.0,1399000.0,2026-09-21T10:00:00+09:00
KB금융,105560,KOSPI,제외,57.47271445555687,0.1,181600.0,176700.0,278.1,0.81,09-21 10:00,09-21 09:00,2026-09-21 10:00,False,False,False,159.016038,0.859801061451992,177400.0,177400.0,2026-09-21T10:00:00+09:00
삼성물산,028260,KOSPI,제외,69.98203899091342,2.17,365000.0,358500.0,159.2,0.65,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,True,262.80503,2.235298230324957,363000.0,367000.0,2026-09-21T10:00:00+09:00
삼성생명,032830,KOSPI,제외,74.46655938188096,1.38,291000.0,289000.0,215.4,1.18,09-21 10:00,09-21 09:00,2026-09-21 10:00,True,False,False,162.44712,1.339157114458065,293000.0,291500.0,2026-09-21T10:00:00+09:00
