종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,42.55907035421457,4.74,273000.0,273500.0,7315.6,2.0,09-21 13:00,09-21 12:00,2026-09-21 13:00,True,False,False,6608.3003625,1.5279570093458614,274500.0,273750.0,2026-09-21T13:00:00+09:00
SK하이닉스,000660,KOSPI,제외,41.09478848919103,4.02,1888000.0,1877000.0,4652.7,0.92,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,5583.18824,0.9681027051766892,1888000.0,1873000.0,2026-09-21T13:00:00+09:00
SK스퀘어,402340,KOSPI,제외,38.14145213744795,5.18,1135000.0,1130000.0,479.8,1.1,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,609.54267,1.1674417448805063,1135000.0,1133000.0,2026-09-21T13:00:00+09:00
삼성전기,009150,KOSPI,제외,46.41650557825388,2.74,1443000.0,1425000.0,726.9,1.47,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,1019.27628,1.3059262828905487,1443000.0,1426000.0,2026-09-21T13:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,41.1478911557321,-2.58,366000.0,354000.0,50.5,0.64,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,76.65465,0.6740159848164358,366000.0,352500.0,2026-09-21T13:00:00+09:00
현대차,005380,KOSPI,제외,56.91815939645657,-1.2,368500.0,360000.0,163.6,1.21,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,200.36508,1.1503517092804925,368000.0,359000.0,2026-09-21T13:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,62.59421390154283,-0.73,1410000.0,1403000.0,27.7,0.64,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,91.37088,1.3759315344749072,1410000.0,1392000.0,2026-09-21T13:00:00+09:00
KB금융,105560,KOSPI,제외,55.0163806194315,0.09,178400.0,177900.0,106.8,0.75,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,95.100592,0.5799183065446892,178900.0,177400.0,2026-09-21T13:00:00+09:00
삼성물산,028260,KOSPI,제외,57.133909805262796,2.03,369000.0,367000.0,89.6,0.91,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,109.293965,0.799784382908586,369000.0,366500.0,2026-09-21T13:00:00+09:00
삼성생명,032830,KOSPI,제외,65.53507378940158,1.41,294000.0,292000.0,48.7,0.62,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,99.555995,1.033138717839462,294000.0,291500.0,2026-09-21T13:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,51.15097882988422,-1.0,1129000.0,1071000.0,78.6,0.87,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,127.9566,1.021116184020304,1129000.0,1061000.0,2026-09-21T13:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,54.92096253954702,-0.2,86900.0,85500.0,90.4,0.47,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,137.165238,0.6412615412413544,86900.0,85050.0,2026-09-21T13:00:00+09:00
신한지주,055550,KOSPI,제외,63.42530601907218,0.69,113600.0,113700.0,83.6,0.83,09-21 13:00,09-21 12:00,2026-09-21 13:00,False,False,False,181.145484,1.5253944466072866,113900.0,113100.0,2026-09-21T13:00:00+09:00
