code,name,market,price,market_cap,quote_time,amount
005930,삼성전자,KOSPI,271500,1587264600000000.0,2026-09-21T10:51:20+09:00,2471144
000660,SK하이닉스,KOSPI,1873000,1368212200000000.0,2026-09-21T10:51:20+09:00,2097839
402340,SK스퀘어,KOSPI,1128000,148810300000000.0,2026-09-21T10:51:19+09:00,248868
009150,삼성전기,KOSPI,1414000,105616900000000.0,2026-09-21T10:51:22+09:00,338782
373220,LG에너지솔루션,KOSPI,354000,82836000000000.0,2026-09-21T10:51:18+09:00,48221
005380,현대차,KOSPI,361000,73917600000000.0,2026-09-21T10:51:21+09:00,60722
207940,삼성바이오로직스,KOSPI,1399000,64761000000000.0,2026-09-21T10:51:24+09:00,7509
105560,KB금융,KOSPI,177500,62957100000000.0,2026-09-21T10:51:19+09:00,47987
028260,삼성물산,KOSPI,368000,59677700000000.0,2026-09-21T10:51:19+09:00,42222
032830,삼성생명,KOSPI,291500,58300000000000.0,2026-09-21T10:51:23+09:00,39990
012450,한화에어로스페이스,KOSPI,1073000,55327500000000.0,2026-09-21T10:51:19+09:00,51348
034020,두산에너빌리티,KOSPI,85600,54832000000000.0,2026-09-21T10:51:19+09:00,65068
055550,신한지주,KOSPI,112900,53000900000000.0,2026-09-21T10:51:21+09:00,37248
329180,HD현대중공업,KOSPI,453000,47547400000000.0,2026-09-21T10:51:17+09:00,22100
000270,기아,KOSPI,120000,46849600000000.0,2026-09-21T10:51:20+09:00,27285
006400,삼성SDI,KOSPI,533000,42952100000000.0,2026-09-21T10:51:21+09:00,66719
068270,셀트리온,KOSPI,180600,42010700000000.0,2026-09-21T10:51:19+09:00,12947
034730,SK,KOSPI,569000,41254000000000.0,2026-09-21T10:51:21+09:00,21734
086790,하나금융지주,KOSPI,135400,36689300000000.0,2026-09-21T10:51:19+09:00,23564
012330,현대모비스,KOSPI,373000,33503100000000.0,2026-09-21T10:51:23+09:00,30261
066570,LG전자,KOSPI,199700,32528100000000.0,2026-09-21T10:51:20+09:00,28415
010120,LS ELECTRIC,KOSPI,209000,31350000000000.0,2026-09-21T10:51:20+09:00,29806
035420,NAVER,KOSPI,197350,30015800000000.0,2026-09-21T10:51:19+09:00,37984
000810,삼성화재,KOSPI,653000,29154800000000.0,2026-09-21T10:51:18+09:00,8760
298040,효성중공업,KOSPI,2916000,27190400000000.0,2026-09-21T10:51:24+09:00,32416
316140,우리금융지주,KOSPI,36350,26782200000000.0,2026-09-21T10:51:17+09:00,15362
267260,HD현대일렉트릭,KOSPI,719000,25917900000000.0,2026-09-21T10:51:20+09:00,13719
005490,POSCO홀딩스,KOSPI,320000,25357300000000.0,2026-09-21T10:51:18+09:00,20635
042660,한화오션,KOSPI,82100,25156500000000.0,2026-09-21T10:51:22+09:00,17696
009540,HD한국조선해양,KOSPI,339500,24027500000000.0,2026-09-21T10:51:17+09:00,13240
010130,고려아연,KOSPI,1126000,23503000000000.0,2026-09-21T10:51:20+09:00,4223
096770,SK이노베이션,KOSPI,138800,23464500000000.0,2026-09-21T10:51:23+09:00,38207
000150,두산,KOSPI,1427000,23108600000000.0,2026-09-21T10:51:18+09:00,57559
042700,한미반도체,KOSPI,238500,22732000000000.0,2026-09-21T10:51:21+09:00,35763
015760,한국전력,KOSPI,31000,19900900000000.0,2026-09-21T10:51:17+09:00,8221
011200,HMM,KOSPI,20900,19713700000000.0,2026-09-21T10:51:21+09:00,3020
017670,SK텔레콤,KOSPI,87500,18794100000000.0,2026-09-21T10:51:23+09:00,21906
051910,LG화학,KOSPI,262000,18495200000000.0,2026-09-21T10:51:24+09:00,14296
010140,삼성중공업,KOSPI,20650,18172000000000.0,2026-09-21T10:51:22+09:00,16941
033780,KT&G,KOSPI,173200,17980000000000.0,2026-09-21T10:51:22+09:00,9885
018260,삼성에스디에스,KOSPI,225500,17448700000000.0,2026-09-21T10:51:19+09:00,12285
006800,미래에셋증권,KOSPI,31750,17240900000000.0,2026-09-21T10:51:18+09:00,7956
010950,S-Oil,KOSPI,152600,17180100000000.0,2026-09-21T10:51:18+09:00,16391
003550,LG,KOSPI,111600,16873000000000.0,2026-09-21T10:51:22+09:00,4231
