종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,45.584002759878146,3.11,283500.0,276750.0,6596.1,1.53,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,6505.389695,1.0466736358311506,283500.0,276500.0,2026-09-22T14:00:00+09:00
SK하이닉스,000660,KOSPI,제외,61.52811525040613,0.58,1935000.0,1863000.0,9442.4,1.69,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,7911.93195,1.1319576744566227,1935000.0,1845000.0,2026-09-22T14:00:00+09:00
SK스퀘어,402340,KOSPI,제외,45.24303624821446,3.42,1189000.0,1149000.0,1044.0,1.99,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,949.46835,1.2331291881278235,1189000.0,1145000.0,2026-09-22T14:00:00+09:00
삼성전기,009150,KOSPI,제외,49.55503950561511,2.52,1548000.0,1475000.0,1704.2,2.07,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,1172.65998,1.142304004988085,1548000.0,1478000.0,2026-09-22T14:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,40.71613065932882,-2.29,359500.0,348000.0,264.3,2.56,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,108.153785,0.6423688772925352,359500.0,350500.0,2026-09-22T14:00:00+09:00
현대차,005380,KOSPI,제외,55.15962424994461,-0.6,370000.0,360000.0,195.8,1.04,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,173.81147,0.6843265601089338,370000.0,360500.0,2026-09-22T14:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,63.34271656427194,-0.73,1408000.0,1390000.0,76.6,1.13,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,53.793,0.6103175698121702,1408000.0,1390000.0,2026-09-22T14:00:00+09:00
KB금융,105560,KOSPI,제외,55.0537848042121,-1.01,178500.0,175700.0,134.1,0.82,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,120.9006,0.5882560960642641,178500.0,175600.0,2026-09-22T14:00:00+09:00
삼성물산,028260,KOSPI,제외,60.44415594213035,0.74,385500.0,364000.0,136.6,1.09,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,81.398555,0.4593686635962255,385500.0,363500.0,2026-09-22T14:00:00+09:00
삼성생명,032830,KOSPI,제외,54.90724233522301,0.23,304000.0,287500.0,75.4,0.79,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,61.89696,0.48366773489033543,304000.0,288000.0,2026-09-22T14:00:00+09:00
