종목,코드,단계,점수,돌파선,돌파봉종가,돌파봉대금_억,동시간배수,돌파봉(KST),기준봉(KST),시장,_bar_time_full,현재가,당일등락률,당일고가,당일누적대금,시세시각
SKC,011790,돌파·대금 충족 (다음 봉 확인 대기),71.4,89400.0,90200.0,37.4,2.01,09-22 09:00,09-22 09:00,KOSPI,2026-09-22 09:00,89700.0,1.93,90600,103억,2026-09-22T10:41:20+09:00
일진전기,103590,돌파·대금 충족 (다음 봉 확인 대기),66.5,76700.0,77500.0,194.2,4.46,09-22 09:00,09-22 09:00,KOSPI,2026-09-22 09:00,78300.0,7.26,78500,572억,2026-09-22T10:42:19+09:00
에스에이엠티,031330,돌파·대금 충족 (다음 봉 확인 대기),74.6,8420.0,8480.0,13.1,2.18,09-22 09:00,09-22 09:00,KOSDAQ,2026-09-22 09:00,8400.0,1.33,8530,17.6억,2026-09-22T10:41:21+09:00
제룡전기,033100,돌파·대금 충족 (다음 봉 확인 대기),69.0,48200.0,48750.0,18.3,2.23,09-22 09:00,09-22 09:00,KOSDAQ,2026-09-22 09:00,48450.0,2.98,48900,47.7억,2026-09-22T10:41:22+09:00
미코,059090,돌파·대금 충족 (다음 봉 확인 대기),78.5,20250.0,21250.0,55.8,6.96,09-22 09:00,09-22 09:00,KOSDAQ,2026-09-22 09:00,22150.0,10.86,22650,296억,2026-09-22T10:41:19+09:00
인텍플러스,064290,돌파·대금 충족 (다음 봉 확인 대기),76.7,52100.0,56650.0,217.6,10.63,09-22 09:00,09-22 09:00,KOSDAQ,2026-09-22 09:00,56100.0,10.43,58100,277억,2026-09-22T10:41:20+09:00
