종목,코드,단계,점수,돌파선,돌파봉종가,돌파봉대금_억,동시간배수,돌파봉(KST),기준봉(KST),시장,_bar_time_full,현재가,당일등락률,당일고가,당일누적대금,시세시각
대한항공,003490,돌파·대금 충족 (다음 봉 확인 대기),72.6,30250.0,30450.0,222.0,2.07,09-22 10:00,09-22 10:00,KOSPI,2026-09-22 10:00,30600.0,6.07,30600,740억,2026-09-22T11:52:17+09:00
