종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,46.19325632884991,3.3,283500.0,276750.0,6596.1,1.53,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,9062.0243775,1.4580190346596054,283500.0,277250.0,2026-09-22T14:00:00+09:00
SK하이닉스,000660,KOSPI,제외,63.31818154543093,0.98,1935000.0,1863000.0,9442.4,1.69,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,10969.40544,1.5693894677688962,1935000.0,1856000.0,2026-09-22T14:00:00+09:00
SK스퀘어,402340,KOSPI,제외,46.77775581582799,3.52,1189000.0,1149000.0,1044.0,1.99,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,1363.65683,1.7710596036854322,1189000.0,1147000.0,2026-09-22T14:00:00+09:00
삼성전기,009150,KOSPI,제외,49.50762606053305,2.71,1548000.0,1475000.0,1704.2,2.07,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,1600.83918,1.559399176098635,1548000.0,1483000.0,2026-09-22T14:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,43.8019438958368,-2.42,359500.0,348000.0,264.3,2.56,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,182.847,1.0860019564392331,359500.0,350000.0,2026-09-22T14:00:00+09:00
현대차,005380,KOSPI,제외,57.15356027310295,-0.6,370000.0,360000.0,195.8,1.04,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,274.66495,1.0814045840357505,370000.0,360500.0,2026-09-22T14:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,65.96621526304213,-0.52,1408000.0,1390000.0,76.6,1.13,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,88.16928,1.0003394624149755,1408000.0,1392000.0,2026-09-22T14:00:00+09:00
KB금융,105560,KOSPI,제외,56.597817672725185,-0.82,178500.0,175700.0,134.1,0.82,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,172.36441,0.8386593195320802,178500.0,175900.0,2026-09-22T14:00:00+09:00
삼성물산,028260,KOSPI,제외,62.09871716108447,1.2,385500.0,364000.0,136.6,1.09,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,141.01454,0.7958084856351133,385500.0,366500.0,2026-09-22T14:00:00+09:00
삼성생명,032830,KOSPI,제외,56.74501525152093,0.88,304000.0,287500.0,75.4,0.79,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,94.15596,0.7357421091379129,304000.0,291000.0,2026-09-22T14:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,76.95941730050193,1.03,87100.0,86400.0,670.6,3.14,09-22 14:00,09-22 13:00,2026-09-22 14:00,True,False,False,264.652617,0.8057329875812459,88100.0,86700.0,2026-09-22T14:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,41.923953794507526,-1.41,1076000.0,1059000.0,127.9,1.04,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,170.5858,0.9292783209974895,1076000.0,1060000.0,2026-09-22T14:00:00+09:00
신한지주,055550,KOSPI,제외,64.86674920798426,0.58,114300.0,113000.0,108.7,0.87,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,167.281686,1.1236867635282104,114300.0,113100.0,2026-09-22T14:00:00+09:00
HD현대중공업,329180,KOSPI,제외,49.18311855125672,-0.43,456500.0,454000.0,134.6,0.95,09-22 14:00,09-22 13:00,2026-09-22 14:00,False,False,False,94.59054,0.532727202609757,460000.0,454500.0,2026-09-22T14:00:00+09:00
