순위,종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time,스마트점수,돌파이격,건전도,VR,현재가,당일등락률,당일고가,당일누적대금,시세시각
🥇 1위,대한항공,003490,KOSPI,일치,71.6,3.9,30250.0,30450.0,222.0,2.07,09-22 11:00,09-22 10:00,2026-09-22 11:00,True,True,True,219.7234135,3.6029195460288594,30450.0,30650.0,2026-09-22T11:00:00+09:00,63.6,0.66,턱걸이⚠️,4.55,30700.0,6.41,30750,898억,2026-09-22T12:37:19+09:00
