종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,61.38622639008247,5.34,275000.0,272750.0,6513.4,1.04,09-22 09:00,09-21 14:00,2026-09-22 09:00,True,False,False,9367.44593,1.1821004721492385,275000.0,280250.0,2026-09-22T09:00:00+09:00
SK하이닉스,000660,KOSPI,제외,60.67865136762684,4.96,1888000.0,1864000.0,5607.5,0.79,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,12454.07874,0.9933134365099305,1888000.0,1923000.0,2026-09-22T09:00:00+09:00
SK스퀘어,402340,KOSPI,제외,61.58138974508855,5.28,1137000.0,1127000.0,693.0,0.9,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,1338.1412,1.2497873052371038,1137000.0,1160000.0,2026-09-22T09:00:00+09:00
삼성전기,009150,KOSPI,제외,75.46288299723982,4.85,1443000.0,1431000.0,1430.6,1.51,09-22 09:00,09-21 14:00,2026-09-22 09:00,True,False,False,5465.24496,2.620577840044413,1443000.0,1512000.0,2026-09-22T09:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,42.623736926897415,-2.08,366000.0,351500.0,155.4,0.73,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,162.17166,0.8980163549492227,365500.0,353500.0,2026-09-22T09:00:00+09:00
현대차,005380,KOSPI,제외,64.02533710372346,1.23,368000.0,358500.0,222.9,0.88,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,367.9845,0.9944375293669535,365500.0,367250.0,2026-09-22T09:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,71.49292959612151,0.38,1410000.0,1395000.0,90.0,1.02,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,53.74893,0.6366096821554813,1410000.0,1403000.0,2026-09-22T09:00:00+09:00
KB금융,105560,KOSPI,제외,57.47234851527499,-1.07,178900.0,176800.0,139.9,0.68,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,274.111351,0.799200554391884,178900.0,175300.0,2026-09-22T09:00:00+09:00
삼성물산,028260,KOSPI,제외,68.22155440607398,2.01,369000.0,367500.0,159.2,0.79,09-22 09:00,09-21 14:00,2026-09-22 09:00,True,False,False,240.540805,0.984854907373015,369000.0,369500.0,2026-09-22T09:00:00+09:00
삼성생명,032830,KOSPI,제외,68.36596191117556,1.68,294500.0,290500.0,120.0,0.91,09-22 09:00,09-21 14:00,2026-09-22 09:00,True,False,False,177.0468,0.9718118157381854,294500.0,294000.0,2026-09-22T09:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,59.50584474295596,-0.92,1129000.0,1064000.0,135.2,0.74,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,155.13422,0.5953008506223656,1129000.0,1063000.0,2026-09-22T09:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,64.33087896235897,0.83,86900.0,85100.0,194.9,0.59,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,386.269569,0.774721249635294,86900.0,86100.0,2026-09-22T09:00:00+09:00
신한지주,055550,KOSPI,제외,71.00577656528444,0.07,114000.0,112700.0,154.6,1.05,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,171.214424,0.769705359672254,114000.0,112400.0,2026-09-22T09:00:00+09:00
HD현대중공업,329180,KOSPI,제외,65.387343674939,-0.93,461000.0,450500.0,218.3,1.29,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,131.2515,0.5756046663397123,460000.0,450000.0,2026-09-22T09:00:00+09:00
기아,000270,KOSPI,제외,72.2535804009223,0.31,122400.0,119600.0,191.9,1.42,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,176.44946,1.183396861047825,121600.0,121000.0,2026-09-22T09:00:00+09:00
삼성SDI,006400,KOSPI,제외,58.69433695590883,-0.43,546000.0,531000.0,215.9,0.65,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,214.47243,0.4040505195895732,546000.0,537000.0,2026-09-22T09:00:00+09:00
SK,034730,KOSPI,제외,59.70189396745724,3.09,580000.0,576000.0,97.9,0.93,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,110.88675,0.8115256412001594,580000.0,585000.0,2026-09-22T09:00:00+09:00
셀트리온,068270,KOSPI,제외,64.82848195702563,0.2,181900.0,180500.0,54.3,0.57,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,155.1816,1.0766604667861268,181900.0,180000.0,2026-09-22T09:00:00+09:00
하나금융지주,086790,KOSPI,제외,47.555556790408275,-0.99,136000.0,134900.0,55.1,0.51,09-22 09:00,09-21 14:00,2026-09-22 09:00,False,False,False,130.1831,0.7087664029945664,136000.0,134800.0,2026-09-22T09:00:00+09:00
LG전자,066570,KOSPI,제외,74.04251608812794,5.2,203500.0,203000.0,163.1,1.1,09-22 09:00,09-21 14:00,2026-09-22 09:00,True,False,False,766.758135,2.5931089035339228,203500.0,214500.0,2026-09-22T09:00:00+09:00
