순위,종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time,스마트점수,돌파이격,건전도,VR,현재가,당일등락률,당일고가,당일누적대금,시세시각
🥇 1위,NC,036570,KOSPI,일치,61.4,3.72,212000.0,218000.0,58.5,4.14,09-22 12:00,09-22 11:00,2026-09-22 12:00,True,True,True,29.81249,2.23780615731867,218500.0,219500.0,2026-09-22T12:00:00+09:00,89.6,2.83,안착🟢,1.76,219500.0,6.3,220500,208억,2026-09-22T13:38:18+09:00
