종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,35.205564953676756,4.98,283500.0,280750.0,4351.9,1.24,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,5167.8972025,1.411579387775517,283500.0,280750.0,2026-09-22T12:00:00+09:00
SK하이닉스,000660,KOSPI,제외,40.14348136390356,3.25,1935000.0,1920000.0,4634.5,0.92,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,4444.9262,0.9357997255124357,1935000.0,1898000.0,2026-09-22T12:00:00+09:00
SK스퀘어,402340,KOSPI,제외,32.32394188068931,4.7,1189000.0,1164000.0,457.2,1.12,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,531.46795,1.2072619401658076,1189000.0,1157000.0,2026-09-22T12:00:00+09:00
삼성전기,009150,KOSPI,제외,36.63919534207823,4.31,1548000.0,1519000.0,747.2,1.26,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,803.93484,1.624363351768422,1548000.0,1509000.0,2026-09-22T12:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,33.6972032286631,-2.41,359500.0,351750.0,53.1,0.54,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,38.759905,0.5410453941129622,359500.0,351500.0,2026-09-22T12:00:00+09:00
현대차,005380,KOSPI,제외,63.156294027977445,0.17,369000.0,365500.0,318.0,2.34,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,106.712695,0.744659375001908,370000.0,363500.0,2026-09-22T12:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,61.5821783968204,-0.15,1410000.0,1397000.0,32.0,0.63,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,33.83904,0.8432319125485888,1408000.0,1396000.0,2026-09-22T12:00:00+09:00
KB금융,105560,KOSPI,제외,54.1075766408601,-1.05,178900.0,175900.0,96.5,0.7,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,99.72261,0.704431467532975,178900.0,175500.0,2026-09-22T12:00:00+09:00
삼성물산,028260,KOSPI,제외,62.65711653301118,0.91,385500.0,362000.0,107.8,1.21,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,86.15516,0.9585057773215151,385500.0,364000.0,2026-09-22T12:00:00+09:00
삼성생명,032830,KOSPI,제외,55.81982498252258,1.06,304000.0,290500.0,47.6,0.66,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,47.12972,0.6445896257586547,304000.0,291500.0,2026-09-22T12:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,69.25819257282024,1.14,87000.0,85900.0,337.2,1.74,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,238.10237,1.2498986960891045,87000.0,86600.0,2026-09-22T12:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,47.74720562353944,-1.36,1080000.0,1060000.0,96.2,0.96,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,81.32061,0.9013136559078051,1078000.0,1059000.0,2026-09-22T12:00:00+09:00
신한지주,055550,KOSPI,제외,63.39315753603405,0.42,114300.0,113000.0,68.5,0.87,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,81.57025,0.8123884951780229,114300.0,112900.0,2026-09-22T12:00:00+09:00
HD현대중공업,329180,KOSPI,제외,50.67508005805625,-0.22,455500.0,451000.0,56.2,0.65,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,89.2801,0.9281211853792904,455500.0,455000.0,2026-09-22T12:00:00+09:00
기아,000270,KOSPI,제외,54.873595483355714,-1.0,122000.0,120200.0,98.5,1.38,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,87.183492,1.2612187646125015,122000.0,119400.0,2026-09-22T12:00:00+09:00
삼성SDI,006400,KOSPI,제외,50.06351332633132,-1.18,542000.0,534000.0,41.2,0.28,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,97.33761,0.7857152111185226,542000.0,531000.0,2026-09-22T12:00:00+09:00
SK,034730,KOSPI,제외,44.44406149105245,3.08,593000.0,584000.0,37.6,0.67,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,61.53,1.1522310079914608,593000.0,586000.0,2026-09-22T12:00:00+09:00
셀트리온,068270,KOSPI,제외,61.17574428010882,-1.01,182200.0,179200.0,43.8,0.7,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,62.02728,1.2613567887250134,182200.0,178650.0,2026-09-22T12:00:00+09:00
하나금융지주,086790,KOSPI,제외,56.23322346344346,-0.49,136500.0,135400.0,59.9,0.79,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,53.091694,0.7520959170626023,136500.0,135400.0,2026-09-22T12:00:00+09:00
LG전자,066570,KOSPI,제외,55.512138449162265,4.84,218500.0,218000.0,322.0,3.32,09-22 12:00,09-22 11:00,2026-09-22 12:00,True,False,False,608.84341,7.477767111747544,218500.0,217000.0,2026-09-22T12:00:00+09:00
현대모비스,012330,KOSPI,제외,56.826671128178724,-0.65,382500.0,380000.0,180.0,1.72,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,72.65697,0.7940273235037846,384500.0,376500.0,2026-09-22T12:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,52.97107627648828,2.36,218500.0,213500.0,47.4,0.66,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,49.51919,0.7526425660302855,218500.0,213500.0,2026-09-22T12:00:00+09:00
NAVER,035420,KOSPI,제외,69.76941014345459,1.6,203500.0,201500.0,63.3,0.52,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,113.798925,1.2304274499928693,203500.0,202500.0,2026-09-22T12:00:00+09:00
삼성화재,000810,KOSPI,제외,45.53135777042983,-1.62,657000.0,643000.0,38.8,0.84,09-22 12:00,09-22 11:00,2026-09-22 12:00,False,False,False,40.3125,0.9189115938092769,657000.0,645000.0,2026-09-22T12:00:00+09:00
