종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,37.19155649068952,4.96,275000.0,280250.0,9367.4,1.18,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,5334.796935,0.9566566506095681,283500.0,279500.0,2026-09-22T10:00:00+09:00
SK하이닉스,000660,KOSPI,제외,41.79499038577539,4.35,1888000.0,1923000.0,12454.1,0.99,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,6448.53396,0.9732897288549086,1935000.0,1914000.0,2026-09-22T10:00:00+09:00
SK스퀘어,402340,KOSPI,제외,36.951807841490506,5.06,1137000.0,1160000.0,1338.1,1.25,09-22 10:00,09-22 09:00,2026-09-22 10:00,True,False,False,618.84678,1.11864149055556,1189000.0,1158000.0,2026-09-22T10:00:00+09:00
삼성전기,009150,KOSPI,제외,56.33303835235521,4.81,1443000.0,1512000.0,5465.2,2.62,09-22 10:00,09-22 09:00,2026-09-22 10:00,True,False,False,1476.87535,1.8239269882523816,1548000.0,1517000.0,2026-09-22T10:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,43.471155342118344,-2.35,365500.0,353500.0,162.2,0.9,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,83.8112,0.7542940867826277,359500.0,352000.0,2026-09-22T10:00:00+09:00
현대차,005380,KOSPI,제외,65.18373874297542,0.67,365500.0,367250.0,368.0,0.99,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,183.9308,0.7992135734405013,369000.0,365000.0,2026-09-22T10:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,68.79033989269712,0.07,1410000.0,1403000.0,53.7,0.64,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,39.95544,0.7331093816325783,1410000.0,1399000.0,2026-09-22T10:00:00+09:00
KB금융,105560,KOSPI,제외,59.20142967206833,-0.79,178900.0,175300.0,274.1,0.8,09-22 10:00,09-22 09:00,2026-09-22 10:00,False,False,False,130.014648,0.7029903006054465,178900.0,175800.0,2026-09-22T10:00:00+09:00
삼성물산,028260,KOSPI,제외,73.61602944077174,1.15,369000.0,369500.0,240.5,0.98,09-22 10:00,09-22 09:00,2026-09-22 10:00,True,False,False,143.3139225,1.2189620470551041,385500.0,364750.0,2026-09-22T10:00:00+09:00
삼성생명,032830,KOSPI,제외,69.14910753028667,0.69,294500.0,294000.0,177.0,0.97,09-22 10:00,09-22 09:00,2026-09-22 10:00,True,False,False,108.565395,0.8949750607963997,304000.0,289500.0,2026-09-22T10:00:00+09:00
