종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,42.21144867054354,4.32,274500.0,273750.0,6608.3,1.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,6513.3927375,1.0394863700831458,275000.0,272750.0,2026-09-21T14:00:00+09:00
SK하이닉스,000660,KOSPI,제외,41.11685396465954,3.48,1888000.0,1873000.0,5583.2,0.97,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,5607.50848,0.7916532912874753,1888000.0,1864000.0,2026-09-21T14:00:00+09:00
SK스퀘어,402340,KOSPI,제외,38.5615685582707,4.7,1135000.0,1133000.0,609.5,1.17,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,693.02611,0.9000728927674985,1137000.0,1127000.0,2026-09-21T14:00:00+09:00
삼성전기,009150,KOSPI,제외,50.84631250660742,2.82,1443000.0,1426000.0,1019.3,1.31,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,1430.62794,1.5095879252081008,1443000.0,1431000.0,2026-09-21T14:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,39.70296839557376,-2.78,366000.0,352500.0,76.7,0.67,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,155.41924,0.7335274911089681,366000.0,351500.0,2026-09-21T14:00:00+09:00
현대차,005380,KOSPI,제외,58.34519813628707,-1.27,368000.0,359000.0,200.4,1.15,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,222.86511,0.8774594340327433,368000.0,358500.0,2026-09-21T14:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,67.29690304705372,-0.41,1410000.0,1392000.0,91.4,1.38,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,89.9775,1.0208549279232344,1410000.0,1395000.0,2026-09-21T14:00:00+09:00
KB금융,105560,KOSPI,제외,54.16293361569994,-0.26,178900.0,177400.0,95.1,0.58,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,139.877088,0.6805884314529252,178900.0,176800.0,2026-09-21T14:00:00+09:00
삼성물산,028260,KOSPI,제외,60.17833389022793,2.12,369000.0,366500.0,109.0,0.8,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,159.1716,0.7863241538226655,369000.0,367500.0,2026-09-21T14:00:00+09:00
삼성생명,032830,KOSPI,제외,66.9511031337851,1.16,294000.0,291500.0,99.5,1.03,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,120.020075,0.9069703617467768,294500.0,290500.0,2026-09-21T14:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,55.844801035774324,-0.13,86900.0,85050.0,137.2,0.64,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,194.924103,0.5934450285892487,86900.0,85100.0,2026-09-21T14:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,55.379304936919425,-0.88,1129000.0,1061000.0,128.0,1.02,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,135.2344,0.7366990463045746,1129000.0,1064000.0,2026-09-21T14:00:00+09:00
신한지주,055550,KOSPI,제외,65.57102143410745,0.34,113900.0,113100.0,181.1,1.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,154.606368,1.0544690636839524,114000.0,112700.0,2026-09-21T14:00:00+09:00
기아,000270,KOSPI,제외,68.8077720142907,-1.09,122400.0,119300.0,89.4,1.2,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,191.87428,1.4172232435603211,122400.0,119600.0,2026-09-21T14:00:00+09:00
HD현대중공업,329180,KOSPI,제외,63.47605342954387,-0.89,461000.0,446500.0,275.2,2.05,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,218.262745,1.2891077084198594,461000.0,450500.0,2026-09-21T14:00:00+09:00
삼성SDI,006400,KOSPI,제외,54.00530206580784,-1.45,546000.0,530000.0,164.7,0.8,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,215.88336,0.6527650555884835,546000.0,531000.0,2026-09-21T14:00:00+09:00
SK,034730,KOSPI,제외,56.41917722225437,2.48,580000.0,571000.0,39.2,0.52,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,97.85664,0.9325217402905439,580000.0,576000.0,2026-09-21T14:00:00+09:00
셀트리온,068270,KOSPI,제외,58.325489068173475,0.65,181900.0,180600.0,42.4,0.56,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,54.28718,0.5734432252975773,181900.0,180500.0,2026-09-21T14:00:00+09:00
하나금융지주,086790,KOSPI,제외,41.29934331046919,-1.07,136000.0,135300.0,46.1,0.51,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,55.09316,0.5078398382719216,136000.0,134900.0,2026-09-21T14:00:00+09:00
LG전자,066570,KOSPI,제외,67.98345068519332,1.67,202000.0,203500.0,208.9,1.88,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,163.05569,1.101157302614649,203500.0,203000.0,2026-09-21T14:00:00+09:00
현대모비스,012330,KOSPI,제외,44.43427856095627,-2.61,383500.0,371500.0,103.3,0.84,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,115.11759,0.7498920525640256,382500.0,371000.0,2026-09-21T14:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,49.5510085572393,1.87,211500.0,208000.0,34.6,0.41,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,54.604065,0.41274282622184466,211500.0,208500.0,2026-09-21T14:00:00+09:00
NAVER,035420,KOSPI,제외,38.43169500638997,-1.89,198700.0,197400.0,149.1,1.13,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,206.66952,0.9035715687115703,198700.0,196800.0,2026-09-21T14:00:00+09:00
삼성화재,000810,KOSPI,제외,43.69733761807378,-1.36,660000.0,650000.0,24.8,0.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,52.26397,0.6457884993261191,659000.0,649000.0,2026-09-21T14:00:00+09:00
효성중공업,298040,KOSPI,제외,50.26832534223956,1.86,2967000.0,2893000.0,116.3,1.02,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,92.02655,0.5580295137915103,2967000.0,2915000.0,2026-09-21T14:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,49.95837653471474,-0.24,734000.0,714000.0,33.0,0.45,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,42.13616,0.3615443727620217,733000.0,712000.0,2026-09-21T14:00:00+09:00
우리금융지주,316140,KOSPI,제외,59.42416991557477,0.37,36650.0,36325.0,44.2,0.5,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,53.731116,0.44729217321447956,36650.0,36350.0,2026-09-21T14:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,45.51729363879355,-2.94,327500.0,318250.0,72.2,1.13,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,100.12776,0.881991511445578,327500.0,316000.0,2026-09-21T14:00:00+09:00
한화오션,042660,KOSPI,제외,52.64209329144343,-1.18,83800.0,81900.0,58.0,0.96,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,45.775431,0.6549311970315521,83700.0,81850.0,2026-09-21T14:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,50.143985221554665,-0.73,344750.0,335500.0,63.0,1.23,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,57.073765,0.8318592441839555,344750.0,336500.0,2026-09-21T14:00:00+09:00
두산,000150,KOSPI,제외,60.96687443606843,0.99,1478000.0,1433000.0,111.5,1.19,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,183.7045,1.2754744082710927,1478000.0,1438000.0,2026-09-21T14:00:00+09:00
