scan,hour,rank,code,name,pattern,score,signal_bar,lag_minutes,volume_ratio,hit,entry_price,target_price,hit_bar,sessions_to_hit,return_pct,status,hit_1d,hit_3d,hit_5d
2026-09-01 09:00:00+09:00,9,1,256840,한국비엔씨,rebound,84.07329922129858,2026-08-31 14:00:00+09:00,0,2.8020289806277776,True,2640.0,2772.0,2026-09-01 09:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 09:00:00+09:00,9,2,0039P0,매드업,rebound,80.98235801605418,2026-08-31 14:00:00+09:00,0,4.919348689421813,True,8260.0,8673.0,2026-09-01 09:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 09:00:00+09:00,9,3,452260,한화갤러리아,rebound,76.36237153344084,2026-08-31 14:00:00+09:00,0,1.8472391393863252,True,2005.0,2105.25,2026-09-01 14:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 09:00:00+09:00,9,4,032940,원익,rebound,73.9416927549195,2026-08-31 14:00:00+09:00,0,4.097808392770621,True,8100.0,8505.0,2026-09-01 10:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 09:00:00+09:00,9,5,058470,리노공업,rebound,72.97987225527628,2026-08-31 14:00:00+09:00,0,1.4998522518521376,True,66100.0,69405.0,2026-09-08 09:00:00+09:00,6.0,5.0,TARGET,False,False,False
2026-09-01 10:00:00+09:00,10,1,452260,한화갤러리아,rebound,82.57334986761083,2026-09-01 09:00:00+09:00,0,2.350110172948488,True,2015.0,2115.75,2026-09-01 14:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 10:00:00+09:00,10,2,073240,금호타이어,base_breakout,80.30806999874099,2026-09-01 09:00:00+09:00,0,3.7736674131151604,False,7660.0,8043.0,,,-6.919060052219317,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 10:00:00+09:00,10,3,108490,로보티즈,base_breakout,79.20380194518127,2026-09-01 09:00:00+09:00,0,3.6466426244592367,True,261500.0,274575.0,2026-09-04 09:00:00+09:00,4.0,5.0,TARGET,False,False,True
2026-09-01 10:00:00+09:00,10,4,204320,HL만도,rebound,77.43014504834778,2026-09-01 09:00:00+09:00,0,1.8326215663835101,False,50600.0,53130.0,,,-4.644268774703553,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 10:00:00+09:00,10,5,462860,더즌,base_breakout,76.09195809004348,2026-09-01 09:00:00+09:00,0,1.8573787922064795,True,3140.0,3297.0,2026-09-02 09:00:00+09:00,2.0,5.0,TARGET,False,True,True
2026-09-01 11:00:00+09:00,11,1,330350,위더스제약,rebound,88.43593716729254,2026-09-01 10:00:00+09:00,0,14.949124400905152,True,8625.0,9056.25,2026-09-01 13:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 11:00:00+09:00,11,2,108490,로보티즈,rebound,83.77659853915642,2026-09-01 10:00:00+09:00,0,3.3371913882640243,True,256500.0,269325.0,2026-09-04 09:00:00+09:00,4.0,5.0,TARGET,False,False,True
2026-09-01 11:00:00+09:00,11,3,073240,금호타이어,rebound,78.13916383998061,2026-09-01 10:00:00+09:00,0,3.8894489011019373,False,7550.0,7927.5,,,-5.562913907284772,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 11:00:00+09:00,11,4,002380,KCC,rebound,75.41917940352138,2026-09-01 10:00:00+09:00,0,1.4916173570019724,True,479000.0,502950.0,2026-09-08 09:00:00+09:00,6.0,5.0,TARGET,False,False,False
2026-09-01 11:00:00+09:00,11,5,064550,바이오니아,base_breakout,72.15508115737475,2026-09-01 10:00:00+09:00,0,16.71623775326023,True,9890.0,10384.5,2026-09-01 12:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 12:00:00+09:00,12,1,108490,로보티즈,rebound,89.27441789215693,2026-09-01 11:00:00+09:00,0,2.661279636495925,True,256500.0,269325.0,2026-09-04 09:00:00+09:00,4.0,5.0,TARGET,False,False,True
2026-09-01 12:00:00+09:00,12,2,330350,위더스제약,rebound,89.00569979325158,2026-09-01 11:00:00+09:00,0,16.94988700620403,True,8600.0,9030.0,2026-09-01 13:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 12:00:00+09:00,12,3,073240,금호타이어,rebound,79.88736400191087,2026-09-01 11:00:00+09:00,0,3.9118211361713535,False,7490.0,7864.5,,,-4.806408544726304,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 12:00:00+09:00,12,4,002380,KCC,rebound,77.14353588360368,2026-09-01 11:00:00+09:00,0,1.728155339805825,True,482000.0,506100.0,2026-09-08 11:00:00+09:00,6.0,5.0,TARGET,False,False,False
2026-09-01 12:00:00+09:00,12,5,332570,PS일렉트로닉스,rebound,76.21792138439167,2026-09-01 11:00:00+09:00,0,1.5318500358882117,True,7850.0,8242.5,2026-09-14 11:00:00+09:00,10.0,5.0,TARGET,False,False,False
2026-09-01 13:00:00+09:00,13,1,330350,위더스제약,rebound,86.5406490665548,2026-09-01 12:00:00+09:00,0,7.697401107384087,True,8480.0,8904.0,2026-09-01 13:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 13:00:00+09:00,13,2,0007C0,아크릴,rebound,78.48392008083253,2026-09-01 12:00:00+09:00,0,14.948424549272309,True,15840.0,16632.0,2026-09-01 13:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 13:00:00+09:00,13,3,002380,KCC,rebound,66.57083830733852,2026-09-01 12:00:00+09:00,0,1.2176709248721909,True,485500.0,509775.0,2026-09-08 11:00:00+09:00,6.0,5.0,TARGET,False,False,False
2026-09-01 13:00:00+09:00,13,4,036540,SFA반도체,rebound,65.99055441478514,2026-09-01 12:00:00+09:00,0,1.1737024121235642,True,5850.0,6142.5,2026-09-08 11:00:00+09:00,6.0,5.0,TARGET,False,False,False
2026-09-01 13:00:00+09:00,13,5,014950,삼익제약,rebound,62.26014174741776,2026-09-01 12:00:00+09:00,0,5.121097888801679,True,6460.0,6783.0,2026-09-01 13:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 14:00:00+09:00,14,1,330350,위더스제약,rebound,83.35074293617222,2026-09-01 13:00:00+09:00,0,2.504161207638878,False,9050.0,9502.5,,,-18.34254143646409,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 14:00:00+09:00,14,2,0007C0,아크릴,rebound,80.737384531952,2026-09-01 13:00:00+09:00,0,13.096238585157716,True,16530.0,17356.5,2026-09-01 14:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-01 14:00:00+09:00,14,3,064550,바이오니아,base_breakout,67.40680713128039,2026-09-01 13:00:00+09:00,0,5.556577250124814,False,10880.0,11424.0,,,-12.775735294117652,OPEN_MARK_TO_MARKET,False,False,False
2026-09-01 14:00:00+09:00,14,4,0039P0,매드업,rebound,47.63763936655372,2026-09-01 13:00:00+09:00,0,1.0165594773338127,True,8940.0,9387.0,2026-09-03 09:00:00+09:00,3.0,5.0,TARGET,False,True,True
2026-09-02 09:00:00+09:00,9,1,0007C0,아크릴,rebound,84.2750539691488,2026-09-01 14:00:00+09:00,0,14.768505657062128,True,17030.0,17881.5,2026-09-11 09:00:00+09:00,8.0,5.0,TARGET,False,False,False
2026-09-02 09:00:00+09:00,9,2,004170,신세계,base_breakout,74.22203964355847,2026-09-01 14:00:00+09:00,0,2.058906644843341,False,424000.0,445200.0,,,-11.910377358490564,OPEN_MARK_TO_MARKET,False,False,False
2026-09-02 09:00:00+09:00,9,3,036540,SFA반도체,rebound,71.58276279048293,2026-09-01 14:00:00+09:00,0,1.1350782967787345,True,5660.0,5943.0,2026-09-02 09:00:00+09:00,1.0,5.0,TARGET,True,True,True
2026-09-02 09:00:00+09:00,9,4,101730,위메이드맥스,rebound,67.52477534280175,2026-09-01 14:00:00+09:00,0,1.4600217318447073,True,4160.0,4368.0,2026-09-14 09:00:00+09:00,9.0,5.0,TARGET,False,False,False
2026-09-02 09:00:00+09:00,9,5,064550,바이오니아,base_breakout,59.95808383233532,2026-09-01 14:00:00+09:00,0,5.609614932560784,True,10330.0,10846.5,2026-09-04 13:00:00+09:00,3.0,5.0,TARGET,False,True,True
2026-09-02 10:00:00+09:00,10,1,0007C0,아크릴,rebound,88.64535005434212,2026-09-02 09:00:00+09:00,0,15.945168611731036,True,16510.0,17335.5,2026-09-03 09:00:00+09:00,2.0,5.0,TARGET,False,True,True
2026-09-02 10:00:00+09:00,10,2,004090,한국석유,rebound,80.60937953153508,2026-09-02 09:00:00+09:00,0,29.681729057452024,True,11350.0,11917.5,2026-09-10 09:00:00+09:00,7.0,5.0,TARGET,False,False,False
2026-09-02 10:00:00+09:00,10,3,036540,SFA반도체,rebound,78.49871218455306,2026-09-02 09:00:00+09:00,0,1.755725321039265,True,5850.0,6142.5,2026-09-08 11:00:00+09:00,5.0,5.0,TARGET,False,False,True
2026-09-02 10:00:00+09:00,10,4,024060,흥구석유,base_breakout,77.29437191249124,2026-09-02 09:00:00+09:00,0,20.967169845368353,True,11390.0,11959.5,2026-09-03 14:00:00+09:00,2.0,5.0,TARGET,False,True,True
2026-09-02 10:00:00+09:00,10,5,332570,PS일렉트로닉스,rebound,73.18477754944551,2026-09-02 09:00:00+09:00,0,1.515327519510414,False,8040.0,8442.0,,,-0.8706467661691586,OPEN_MARK_TO_MARKET,False,False,False
