,Open,High,Low,Close,Volume
2026-07-01 09:00:00+09:00,22250.0,22500.0,11680.0,12540.0,0
2026-07-01 10:00:00+09:00,12530.0,17310.0,11940.0,17260.0,17489180
2026-07-01 11:00:00+09:00,17250.0,19120.0,14660.0,15660.0,16258606
2026-07-01 12:00:00+09:00,15740.0,16400.0,14180.0,14560.0,6404805
2026-07-01 13:00:00+09:00,14560.0,14980.0,12320.0,14380.0,7212970
2026-07-01 14:00:00+09:00,14380.0,14550.0,12370.0,12480.0,5448491
2026-07-02 09:00:00+09:00,10830.0,12000.0,10600.0,11150.0,8939850
2026-07-02 10:00:00+09:00,11150.0,11550.0,10210.0,10660.0,2592936
2026-07-02 11:00:00+09:00,10680.0,11160.0,10220.0,10920.0,1342845
2026-07-02 12:00:00+09:00,10930.0,10960.0,9670.0,9740.0,1290829
2026-07-02 13:00:00+09:00,9730.0,9880.0,9060.0,9100.0,1246750
2026-07-02 14:00:00+09:00,9100.0,9150.0,8020.0,8250.0,1187240
2026-07-03 09:00:00+09:00,8280.0,10070.0,8270.0,9300.0,7507099
2026-07-03 10:00:00+09:00,9300.0,9300.0,8400.0,8400.0,2204516
2026-07-03 11:00:00+09:00,8400.0,8710.0,8120.0,8230.0,962884
2026-07-03 12:00:00+09:00,8230.0,8470.0,8120.0,8210.0,468290
2026-07-03 13:00:00+09:00,8210.0,8330.0,8090.0,8120.0,404333
2026-07-03 14:00:00+09:00,8130.0,8130.0,7430.0,7520.0,880294
2026-07-06 09:00:00+09:00,8150.0,8200.0,7030.0,7250.0,0
2026-07-06 10:00:00+09:00,7260.0,7600.0,6980.0,7080.0,600826
2026-07-06 11:00:00+09:00,7120.0,7460.0,6860.0,6970.0,432975
2026-07-06 12:00:00+09:00,6980.0,7130.0,6890.0,7100.0,191742
2026-07-06 13:00:00+09:00,7100.0,7330.0,7070.0,7180.0,347677
2026-07-06 14:00:00+09:00,7170.0,7460.0,6950.0,7080.0,350658
2026-07-07 09:00:00+09:00,6830.0,7140.0,6250.0,6305.0,833253
2026-07-07 10:00:00+09:00,6300.0,6420.0,6200.0,6270.0,265300
2026-07-07 11:00:00+09:00,6270.0,6290.0,5980.0,6020.0,330135
2026-07-07 12:00:00+09:00,6020.0,8100.0,6010.0,7860.0,3304409
2026-07-07 13:00:00+09:00,7860.0,8620.0,7440.0,8150.0,7385040
2026-07-07 14:00:00+09:00,8160.0,8380.0,7450.0,7510.0,3123438
2026-07-08 09:00:00+09:00,7700.0,8680.0,7690.0,7910.0,4630018
2026-07-08 10:00:00+09:00,7910.0,9680.0,7850.0,9240.0,5990594
2026-07-08 11:00:00+09:00,9240.0,9650.0,9240.0,9320.0,1309143
2026-07-08 12:00:00+09:00,9320.0,9430.0,9030.0,9330.0,808892
2026-07-08 13:00:00+09:00,9310.0,9680.0,8180.0,8180.0,3565954
2026-07-08 14:00:00+09:00,8200.0,8770.0,7500.0,7740.0,2829301
2026-07-09 09:00:00+09:00,7650.0,8350.0,7650.0,8120.0,1921394
2026-07-09 10:00:00+09:00,8160.0,9100.0,8020.0,8690.0,4744932
2026-07-09 11:00:00+09:00,8680.0,8700.0,7920.0,8020.0,1847855
2026-07-09 12:00:00+09:00,7990.0,8270.0,7830.0,8100.0,665458
2026-07-09 13:00:00+09:00,8110.0,8230.0,7820.0,7910.0,355092
2026-07-09 14:00:00+09:00,7930.0,8030.0,7720.0,7960.0,409098
2026-07-10 09:00:00+09:00,8390.0,8860.0,8110.0,8530.0,1347834
2026-07-10 10:00:00+09:00,8520.0,8590.0,8290.0,8500.0,413585
2026-07-10 11:00:00+09:00,8500.0,8760.0,8310.0,8380.0,677557
2026-07-10 12:00:00+09:00,8350.0,8420.0,8200.0,8350.0,234543
2026-07-10 13:00:00+09:00,8340.0,8390.0,8220.0,8260.0,198866
2026-07-10 14:00:00+09:00,8250.0,8290.0,8140.0,8140.0,214044
2026-07-13 09:00:00+09:00,8210.0,8220.0,7440.0,7580.0,0
2026-07-13 10:00:00+09:00,7580.0,7590.0,7040.0,7180.0,326591
2026-07-13 11:00:00+09:00,7170.0,7440.0,7060.0,7080.0,142171
2026-07-13 12:00:00+09:00,7080.0,7160.0,6760.0,6850.0,177943
2026-07-13 13:00:00+09:00,6850.0,6930.0,6600.0,6900.0,132007
2026-07-13 14:00:00+09:00,6910.0,6940.0,6480.0,6570.0,155148
2026-07-14 09:00:00+09:00,6600.0,6900.0,6120.0,6600.0,662637
2026-07-14 10:00:00+09:00,6600.0,7250.0,6300.0,6640.0,1075181
2026-07-14 11:00:00+09:00,6640.0,6680.0,6200.0,6260.0,289679
2026-07-14 12:00:00+09:00,6260.0,6260.0,5900.0,6050.0,234263
2026-07-14 13:00:00+09:00,6050.0,6070.0,5910.0,6050.0,100886
2026-07-14 14:00:00+09:00,6040.0,6220.0,6020.0,6080.0,84133
2026-07-15 09:00:00+09:00,6270.0,6405.0,6120.0,6270.0,388477
2026-07-15 10:00:00+09:00,6280.0,6290.0,6160.0,6220.0,127970
2026-07-15 11:00:00+09:00,6220.0,6240.0,6170.0,6210.0,43567
2026-07-15 12:00:00+09:00,6210.0,6250.0,6180.0,6190.0,69305
2026-07-15 13:00:00+09:00,6190.0,6200.0,6070.0,6090.0,103648
2026-07-15 14:00:00+09:00,6100.0,6100.0,5960.0,6010.0,120962
2026-07-16 09:00:00+09:00,5390.0,5690.0,5180.0,5220.0,664623
2026-07-16 10:00:00+09:00,5210.0,5320.0,5130.0,5150.0,223388
2026-07-16 11:00:00+09:00,5150.0,5190.0,5000.0,5140.0,154099
2026-07-16 12:00:00+09:00,5140.0,5260.0,5080.0,5150.0,92985
2026-07-16 13:00:00+09:00,5150.0,5200.0,5030.0,5050.0,88524
2026-07-16 14:00:00+09:00,5050.0,6040.0,5040.0,5060.0,113882
2026-07-20 09:00:00+09:00,4745.0,5300.0,4650.0,4965.0,0
2026-07-20 10:00:00+09:00,4965.0,5300.0,4965.0,4980.0,194613
2026-07-20 11:00:00+09:00,4980.0,5110.0,4840.0,5070.0,84783
2026-07-20 12:00:00+09:00,5060.0,5840.0,4970.0,5550.0,1973078
2026-07-20 13:00:00+09:00,5550.0,6100.0,5360.0,5570.0,2291087
2026-07-20 14:00:00+09:00,5570.0,6150.0,5370.0,5590.0,2351640
2026-07-21 09:00:00+09:00,5330.0,6560.0,5320.0,6410.0,3678861
2026-07-21 10:00:00+09:00,6420.0,6460.0,5960.0,6110.0,1207093
2026-07-21 11:00:00+09:00,6110.0,6320.0,6010.0,6110.0,566243
2026-07-21 12:00:00+09:00,6100.0,6250.0,5740.0,5770.0,638570
2026-07-21 13:00:00+09:00,5750.0,5880.0,5680.0,5870.0,232321
2026-07-21 14:00:00+09:00,5870.0,6110.0,5600.0,5630.0,684511
2026-07-22 09:00:00+09:00,5780.0,5900.0,5420.0,5510.0,713067
2026-07-22 10:00:00+09:00,5510.0,5820.0,5460.0,5670.0,334411
2026-07-22 11:00:00+09:00,5670.0,5690.0,5520.0,5530.0,92696
2026-07-22 12:00:00+09:00,5520.0,5810.0,5490.0,5740.0,197915
2026-07-22 13:00:00+09:00,5735.0,6150.0,5660.0,5770.0,1511391
2026-07-22 14:00:00+09:00,5770.0,6490.0,5750.0,5910.0,3215771
2026-07-23 09:00:00+09:00,5960.0,6130.0,5850.0,5950.0,640414
2026-07-23 10:00:00+09:00,5950.0,6030.0,5800.0,5830.0,243213
2026-07-23 11:00:00+09:00,5840.0,5860.0,5670.0,5840.0,165307
2026-07-23 12:00:00+09:00,5840.0,5920.0,5810.0,5850.0,73956
2026-07-23 13:00:00+09:00,5850.0,5940.0,5770.0,5830.0,103170
2026-07-23 14:00:00+09:00,5830.0,5830.0,5650.0,5660.0,152008
2026-07-24 09:00:00+09:00,5500.0,5510.0,5200.0,5270.0,298430
2026-07-24 10:00:00+09:00,5260.0,5280.0,5110.0,5150.0,120613
2026-07-24 11:00:00+09:00,5170.0,5210.0,5010.0,5040.0,70458
2026-07-24 12:00:00+09:00,5030.0,5030.0,4950.0,4990.0,62363
2026-07-24 13:00:00+09:00,4995.0,5040.0,4965.0,5000.0,35911
