종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,51.453719342060296,2.38,261000.0,261000.0,4838.0,1.32,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,3066.671125,0.6918805171549179,261500.0,260500.0,2026-09-18T13:00:00+09:00
SK하이닉스,000660,KOSPI,제외,44.15479500274912,4.31,1828000.0,1846000.0,9535.3,1.88,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,6105.398,1.058651807158189,1847000.0,1849000.0,2026-09-18T13:00:00+09:00
SK스퀘어,402340,KOSPI,제외,56.689024010144614,3.16,1058000.0,1074000.0,770.5,1.76,09-18 13:00,09-18 12:00,2026-09-18 13:00,True,False,False,476.32176,0.9122870866759069,1075000.0,1072000.0,2026-09-18T13:00:00+09:00
삼성전기,009150,KOSPI,제외,54.23062187421283,2.17,1409000.0,1400000.0,919.7,1.86,09-18 13:00,09-18 12:00,2026-09-18 13:00,True,False,False,1346.19288,1.8091980750955297,1409000.0,1401000.0,2026-09-18T13:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,57.63750605829814,-0.25,371500.0,364000.0,64.1,0.82,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,27.191125,0.23908859925838558,371500.0,362500.0,2026-09-18T13:00:00+09:00
현대차,005380,KOSPI,제외,66.53978420919,0.3,372000.0,367500.0,166.8,1.23,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,112.196645,0.6242416152128336,372000.0,366500.0,2026-09-18T13:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,49.93191673986843,-0.78,1414000.0,1397000.0,38.6,0.89,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,46.84141,0.7053732342105961,1414000.0,1397000.0,2026-09-18T13:00:00+09:00
KB금융,105560,KOSPI,제외,58.83508617551912,-0.71,181600.0,176900.0,141.3,0.98,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,115.8931875,0.6457647979335828,181600.0,176250.0,2026-09-18T13:00:00+09:00
삼성물산,028260,KOSPI,제외,59.625945060908066,0.01,365000.0,356000.0,47.9,0.45,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,72.294285,0.4863170801905074,365000.0,353500.0,2026-09-18T13:00:00+09:00
삼성생명,032830,KOSPI,제외,59.73237485691875,-0.31,291000.0,285000.0,61.9,0.77,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,60.36612,0.5860688632457977,291000.0,285500.0,2026-09-18T13:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,62.807716906665505,0.89,1130000.0,1105000.0,67.3,0.72,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,58.2958,0.42704110687653113,1130000.0,1102000.0,2026-09-18T13:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,69.69251223610192,-0.04,87800.0,85500.0,206.5,1.2,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,89.488575,0.41836825689022267,87800.0,85500.0,2026-09-18T13:00:00+09:00
신한지주,055550,KOSPI,제외,56.672938477922685,-0.98,114400.0,111800.0,90.2,0.9,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,73.096224,0.615530521078639,114400.0,111400.0,2026-09-18T13:00:00+09:00
HD현대중공업,329180,KOSPI,제외,64.00393506836808,-0.52,477500.0,459500.0,61.5,0.62,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,94.016175,0.661617330673972,477500.0,456500.0,2026-09-18T13:00:00+09:00
기아,000270,KOSPI,제외,59.20727843227852,-0.07,122500.0,122100.0,54.6,0.79,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,44.690432,0.594863728140134,122500.0,121600.0,2026-09-18T13:00:00+09:00
삼성SDI,006400,KOSPI,제외,50.756077031267104,-0.72,552000.0,542000.0,94.4,0.76,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,104.39352,0.5040883973872162,552000.0,539000.0,2026-09-18T13:00:00+09:00
셀트리온,068270,KOSPI,제외,59.24678679154607,0.38,182800.0,180300.0,57.6,1.17,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,56.904902,0.7509329571232577,182800.0,179800.0,2026-09-18T13:00:00+09:00
SK,034730,KOSPI,제외,67.09322761296484,-0.01,557000.0,552000.0,103.8,1.9,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,145.2495,1.9429026758242685,557000.0,550000.0,2026-09-18T13:00:00+09:00
하나금융지주,086790,KOSPI,제외,48.6070267226657,-2.18,140200.0,135100.0,67.3,0.9,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,82.9594,0.9222154908922363,140200.0,134000.0,2026-09-18T13:00:00+09:00
현대모비스,012330,KOSPI,제외,48.46640634717552,-1.75,389000.0,382000.0,95.5,1.04,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,104.3559,0.8516386527258812,389000.0,381000.0,2026-09-18T13:00:00+09:00
LG전자,066570,KOSPI,제외,58.224761051923416,-0.5,203000.0,200500.0,110.8,1.32,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,123.029595,1.108686225612388,203000.0,198900.0,2026-09-18T13:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,45.31359527762407,2.92,210500.0,209000.0,72.8,1.08,09-18 13:00,09-18 12:00,2026-09-18 13:00,False,False,False,74.11767,0.8610826682077727,210500.0,209000.0,2026-09-18T13:00:00+09:00
