종목,코드,단계,점수,돌파선,돌파봉종가,돌파봉대금_억,동시간배수,돌파봉(KST),기준봉(KST),시장,_bar_time_full,현재가,당일등락률,당일고가,당일누적대금,시세시각
롯데에너지머티리얼즈,020150,돌파·대금 충족 (다음 봉 확인 대기),59.5,43150.0,43300.0,13.9,2.35,09-18 12:00,09-18 12:00,KOSPI,2026-09-18 12:00,42950.0,9.29,43600,234억,2026-09-18T13:10:20+09:00
