code,name,market,price,market_cap,quote_time,amount
005930,삼성전자,KOSPI,260500,1522955600000000.0,2026-09-18T16:02:20+09:00,3817653
000660,SK하이닉스,KOSPI,1853000,1353602400000000.0,2026-09-18T16:02:21+09:00,8009793
402340,SK스퀘어,KOSPI,1078000,142214100000000.0,2026-09-18T16:02:19+09:00,539578
009150,삼성전기,KOSPI,1394000,104123000000000.0,2026-09-18T16:02:23+09:00,1181533
373220,LG에너지솔루션,KOSPI,364500,85293000000000.0,2026-09-18T16:02:18+09:00,79873
005380,현대차,KOSPI,366000,74941300000000.0,2026-09-18T16:02:22+09:00,186609
207940,삼성바이오로직스,KOSPI,1398000,64714700000000.0,2026-09-18T16:02:22+09:00,45370
105560,KB금융,KOSPI,175400,62212200000000.0,2026-09-18T16:02:19+09:00,189576
028260,삼성물산,KOSPI,353500,57326200000000.0,2026-09-18T16:02:19+09:00,103949
032830,삼성생명,KOSPI,283500,56700000000000.0,2026-09-18T16:02:21+09:00,80335
012450,한화에어로스페이스,KOSPI,1087000,56049400000000.0,2026-09-18T16:02:20+09:00,141517
034020,두산에너빌리티,KOSPI,85300,54639900000000.0,2026-09-18T16:02:20+09:00,191851
055550,신한지주,KOSPI,110500,51874300000000.0,2026-09-18T16:02:20+09:00,171763
329180,HD현대중공업,KOSPI,461000,48387100000000.0,2026-09-18T16:02:17+09:00,88162
000270,기아,KOSPI,121900,47591300000000.0,2026-09-18T16:02:20+09:00,94991
006400,삼성SDI,KOSPI,544000,43838500000000.0,2026-09-18T16:02:19+09:00,163591
068270,셀트리온,KOSPI,179900,41847800000000.0,2026-09-18T16:02:20+09:00,114025
034730,SK,KOSPI,545000,39514000000000.0,2026-09-18T16:02:22+09:00,137301
086790,하나금융지주,KOSPI,133400,36147400000000.0,2026-09-18T16:02:20+09:00,135205
012330,현대모비스,KOSPI,380500,34176700000000.0,2026-09-18T16:02:21+09:00,125439
066570,LG전자,KOSPI,198800,32381500000000.0,2026-09-18T16:02:21+09:00,154678
010120,LS ELECTRIC,KOSPI,210000,31500000000000.0,2026-09-18T16:02:18+09:00,149371
035420,NAVER,KOSPI,197400,30023400000000.0,2026-09-18T16:02:20+09:00,247876
000810,삼성화재,KOSPI,648000,28931600000000.0,2026-09-18T16:02:19+09:00,94118
298040,효성중공업,KOSPI,2900000,27041200000000.0,2026-09-18T16:02:22+09:00,143117
316140,우리금융지주,KOSPI,36100,26598000000000.0,2026-09-18T16:02:17+09:00,119243
267260,HD현대일렉트릭,KOSPI,725000,26134200000000.0,2026-09-18T16:02:21+09:00,89032
005490,POSCO홀딩스,KOSPI,324500,25713900000000.0,2026-09-18T16:02:18+09:00,91271
042660,한화오션,KOSPI,83100,25463000000000.0,2026-09-18T16:02:23+09:00,41788
009540,HD한국조선해양,KOSPI,337500,23885900000000.0,2026-09-18T16:02:17+09:00,55685
010130,고려아연,KOSPI,1130000,23586500000000.0,2026-09-18T16:02:19+09:00,26937
000150,두산,KOSPI,1445000,23400100000000.0,2026-09-18T16:02:19+09:00,204653
096770,SK이노베이션,KOSPI,136700,23109500000000.0,2026-09-18T16:02:21+09:00,83216
042700,한미반도체,KOSPI,236000,22493700000000.0,2026-09-18T16:02:19+09:00,128534
015760,한국전력,KOSPI,30750,19740400000000.0,2026-09-18T16:02:18+09:00,46145
011200,HMM,KOSPI,20800,19619300000000.0,2026-09-18T16:02:22+09:00,31163
017670,SK텔레콤,KOSPI,89000,19116300000000.0,2026-09-18T16:02:21+09:00,151076
051910,LG화학,KOSPI,267500,18883500000000.0,2026-09-18T16:02:21+09:00,42293
010140,삼성중공업,KOSPI,20900,18392000000000.0,2026-09-18T16:02:20+09:00,66488
033780,KT&G,KOSPI,172000,17855400000000.0,2026-09-18T16:02:22+09:00,45807
