code,name,market,price,market_cap,quote_time,amount
005930,삼성전자,KOSPI,260250,1521494000000000.0,2026-09-18T15:04:21+09:00,2756992
000660,SK하이닉스,KOSPI,1838000,1342645000000000.0,2026-09-18T15:04:22+09:00,4850713
402340,SK스퀘어,KOSPI,1078000,142214100000000.0,2026-09-18T15:04:20+09:00,372698
009150,삼성전기,KOSPI,1394000,104123000000000.0,2026-09-18T15:04:23+09:00,985958
373220,LG에너지솔루션,KOSPI,365500,85527000000000.0,2026-09-18T15:04:19+09:00,45925
005380,현대차,KOSPI,366500,75043700000000.0,2026-09-18T15:04:23+09:00,110954
207940,삼성바이오로직스,KOSPI,1396000,64622200000000.0,2026-09-18T15:04:23+09:00,30967
105560,KB금융,KOSPI,175700,62318600000000.0,2026-09-18T15:04:20+09:00,110900
028260,삼성물산,KOSPI,351500,57001900000000.0,2026-09-18T15:04:20+09:00,51477
032830,삼성생명,KOSPI,283500,56700000000000.0,2026-09-18T15:04:22+09:00,49387
012450,한화에어로스페이스,KOSPI,1099000,56668200000000.0,2026-09-18T15:04:20+09:00,77823
034020,두산에너빌리티,KOSPI,85300,54639900000000.0,2026-09-18T15:04:21+09:00,134222
055550,신한지주,KOSPI,111400,52296800000000.0,2026-09-18T15:04:21+09:00,67024
329180,HD현대중공업,KOSPI,461000,48387100000000.0,2026-09-18T15:04:18+09:00,57487
000270,기아,KOSPI,121700,47513300000000.0,2026-09-18T15:04:21+09:00,43297
006400,삼성SDI,KOSPI,544000,43838500000000.0,2026-09-18T15:04:20+09:00,99049
068270,셀트리온,KOSPI,180300,41940900000000.0,2026-09-18T15:04:20+09:00,41858
034730,SK,KOSPI,548000,39731500000000.0,2026-09-18T15:04:23+09:00,69424
086790,하나금융지주,KOSPI,133700,36228700000000.0,2026-09-18T15:04:20+09:00,64526
012330,현대모비스,KOSPI,380500,34176700000000.0,2026-09-18T15:04:22+09:00,68387
066570,LG전자,KOSPI,198300,32300000000000.0,2026-09-18T15:04:21+09:00,92335
010120,LS ELECTRIC,KOSPI,210000,31500000000000.0,2026-09-18T15:04:19+09:00,103907
035420,NAVER,KOSPI,197200,29993000000000.0,2026-09-18T15:04:21+09:00,194480
000810,삼성화재,KOSPI,654000,29199400000000.0,2026-09-18T15:04:19+09:00,40892
298040,효성중공업,KOSPI,2903000,27069200000000.0,2026-09-18T15:04:23+09:00,114434
316140,우리금융지주,KOSPI,36350,26782200000000.0,2026-09-18T15:04:18+09:00,72283
267260,HD현대일렉트릭,KOSPI,730000,26314400000000.0,2026-09-18T15:04:21+09:00,53705
005490,POSCO홀딩스,KOSPI,326500,25872400000000.0,2026-09-18T15:04:19+09:00,42936
042660,한화오션,KOSPI,83100,25463000000000.0,2026-09-18T15:04:23+09:00,31032
009540,HD한국조선해양,KOSPI,340000,24062900000000.0,2026-09-18T15:04:18+09:00,25940
010130,고려아연,KOSPI,1130000,23586500000000.0,2026-09-18T15:04:20+09:00,9917
000150,두산,KOSPI,1447000,23432500000000.0,2026-09-18T15:04:19+09:00,172481
096770,SK이노베이션,KOSPI,136500,23075700000000.0,2026-09-18T15:04:22+09:00,64162
042700,한미반도체,KOSPI,236000,22493700000000.0,2026-09-18T15:04:20+09:00,99054
011200,HMM,KOSPI,21000,19808000000000.0,2026-09-18T15:04:22+09:00,19412
015760,한국전력,KOSPI,30900,19836700000000.0,2026-09-18T15:04:19+09:00,29360
017670,SK텔레콤,KOSPI,88800,19073400000000.0,2026-09-18T15:04:22+09:00,42508
051910,LG화학,KOSPI,268000,18918700000000.0,2026-09-18T15:04:23+09:00,22774
010140,삼성중공업,KOSPI,20800,18304000000000.0,2026-09-18T15:04:21+09:00,47109
033780,KT&G,KOSPI,173100,17969600000000.0,2026-09-18T15:04:23+09:00,25913
006800,미래에셋증권,KOSPI,31550,17132300000000.0,2026-09-18T15:04:19+09:00,20348
018260,삼성에스디에스,KOSPI,221000,17100500000000.0,2026-09-18T15:04:20+09:00,25971
003550,LG,KOSPI,112400,16994000000000.0,2026-09-18T15:04:21+09:00,10423
010950,S-Oil,KOSPI,150200,16909900000000.0,2026-09-18T15:04:20+09:00,32200
267250,HD현대,KOSPI,212500,16786000000000.0,2026-09-18T15:04:23+09:00,50781
079550,LIG디펜스앤에어로스페이스,KOSPI,746000,16412000000000.0,2026-09-18T15:04:22+09:00,66443
003670,포스코퓨처엠,KOSPI,184400,16401700000000.0,2026-09-18T15:04:19+09:00,27200
024110,기업은행,KOSPI,20100,16028300000000.0,2026-09-18T15:04:21+09:00,10874
086280,현대글로비스,KOSPI,203000,15225000000000.0,2026-09-18T15:04:21+09:00,15767
272210,한화시스템,KOSPI,79700,15056900000000.0,2026-09-18T15:04:17+09:00,83955
035720,카카오,KOSPI,33600,14884800000000.0,2026-09-18T15:04:22+09:00,34359
000720,현대건설,KOSPI,124600,13874900000000.0,2026-09-18T15:04:18+09:00,66464
278470,에이피알,KOSPI,366000,13702400000000.0,2026-09-18T15:04:18+09:00,90683
064350,현대로템,KOSPI,123700,13500900000000.0,2026-09-18T15:04:21+09:00,35458
030200,KT,KOSPI,52900,13331900000000.0,2026-09-18T15:04:21+09:00,7898
011070,LG이노텍,KOSPI,534000,12638200000000.0,2026-09-18T15:04:18+09:00,76661
047810,한국항공우주,KOSPI,129100,12584000000000.0,2026-09-18T15:04:21+09:00,17331
005830,DB손해보험,KOSPI,189200,12392700000000.0,2026-09-18T15:04:20+09:00,38007
443060,HD현대마린솔루션,KOSPI,244500,10961800000000.0,2026-09-18T15:04:22+09:00,14542
003490,대한항공,KOSPI,29250,10770500000000.0,2026-09-18T15:04:20+09:00,38333
078930,GS,KOSPI,113900,10580800000000.0,2026-09-18T15:04:19+09:00,21108
028050,삼성E&A,KOSPI,52400,10270400000000.0,2026-09-18T15:04:22+09:00,253928
006260,LS,KOSPI,326000,10171200000000.0,2026-09-18T15:04:22+09:00,51634
071050,한국금융지주,KOSPI,182600,10175600000000.0,2026-09-18T15:04:22+09:00,20256
307950,현대오토에버,KOSPI,367500,10078300000000.0,2026-09-18T15:04:23+09:00,6568
047050,포스코인터내셔널,KOSPI,57100,10045200000000.0,2026-09-18T15:04:22+09:00,18727
323410,카카오뱅크,KOSPI,20600,9828700000000.0,2026-09-18T15:04:21+09:00,9703
003230,삼양식품,KOSPI,1298000,9777900000000.0,2026-09-18T15:04:19+09:00,54080
000500,가온전선,KOSPI,326500,9722400000000.0,2026-09-18T15:04:23+09:00,341480
005940,NH투자증권,KOSPI,25600,9451700000000.0,2026-09-18T15:04:18+09:00,8314
259960,크래프톤,KOSPI,204000,9332600000000.0,2026-09-18T15:04:21+09:00,9942
180640,한진칼,KOSPI,138900,9273300000000.0,2026-09-18T15:04:19+09:00,6767
090430,아모레퍼시픽,KOSPI,143200,8376200000000.0,2026-09-18T15:04:18+09:00,18403
0126Z0,삼성에피스홀딩스,KOSPI,330500,8223800000000.0,2026-09-18T15:04:20+09:00,8733
047040,대우건설,KOSPI,18870,7753800000000.0,2026-09-18T15:04:23+09:00,136403
016360,삼성증권,KOSPI,85600,7644100000000.0,2026-09-18T15:04:21+09:00,18222
161390,한국타이어앤테크놀로지,KOSPI,60400,7482100000000.0,2026-09-18T15:04:20+09:00,17932
007660,이수페타시스,KOSPI,101300,7436400000000.0,2026-09-18T15:04:23+09:00,192582
000880,한화,KOSPI,135900,7247400000000.0,2026-09-18T15:04:19+09:00,9321
021240,코웨이,KOSPI,101600,7190000000000.0,2026-09-18T15:04:22+09:00,30987
352820,하이브,KOSPI,166100,7160000000000.0,2026-09-18T15:04:21+09:00,18692
039490,키움증권,KOSPI,262000,6871800000000.0,2026-09-18T15:04:22+09:00,8208
064400,LG씨엔에스,KOSPI,70200,6801400000000.0,2026-09-18T15:04:22+09:00,20378
267270,HD건설기계,KOSPI,140000,6649600000000.0,2026-09-18T15:04:20+09:00,21990
062040,산일전기,KOSPI,210500,6450300000000.0,2026-09-18T15:04:19+09:00,64717
128940,한미약품,KOSPI,503000,6443900000000.0,2026-09-18T15:04:19+09:00,41128
009830,한화솔루션,KOSPI,28500,6409400000000.0,2026-09-18T15:04:22+09:00,31191
001440,대한전선,KOSPI,31350,6144400000000.0,2026-09-18T15:04:22+09:00,229065
326030,SK바이오팜,KOSPI,77700,6084900000000.0,2026-09-18T15:04:18+09:00,8559
032640,LG유플러스,KOSPI,14240,6043900000000.0,2026-09-18T15:04:21+09:00,18983
175330,JB금융지주,KOSPI,30850,5754200000000.0,2026-09-18T15:04:19+09:00,6573
241560,두산밥캣,KOSPI,59100,5665100000000.0,2026-09-18T15:04:18+09:00,14433
000100,유한양행,KOSPI,76500,5631600000000.0,2026-09-18T15:04:21+09:00,14713
000990,DB하이텍,KOSPI,126900,5520700000000.0,2026-09-18T15:04:22+09:00,59435
377300,카카오페이,KOSPI,40150,5432300000000.0,2026-09-18T15:04:21+09:00,16287
052690,한전기술,KOSPI,134200,5129100000000.0,2026-09-18T15:04:21+09:00,66946
088350,한화생명,KOSPI,5890,5115600000000.0,2026-09-18T15:04:19+09:00,12783
029780,삼성카드,KOSPI,44000,5097800000000.0,2026-09-18T15:04:21+09:00,3585
353200,대덕전자,KOSPI,102800,5080100000000.0,2026-09-18T15:04:19+09:00,60606
138930,BNK금융지주,KOSPI,15740,4829700000000.0,2026-09-18T15:04:20+09:00,6399
004020,현대제철,KOSPI,35800,4777400000000.0,2026-09-18T15:04:20+09:00,25122
088980,맥쿼리인프라,KOSPI,9760,4674300000000.0,2026-09-18T15:04:20+09:00,6728
036570,NC,KOSPI,209000,4502700000000.0,2026-09-18T15:04:18+09:00,15427
454910,두산로보틱스,KOSPI,69500,4505000000000.0,2026-09-18T15:04:22+09:00,9400
066970,엘앤에프,KOSPI,110300,4487700000000.0,2026-09-18T15:04:19+09:00,33400
271560,오리온,KOSPI,111700,4415400000000.0,2026-09-18T15:04:21+09:00,19937
051900,LG생활건강,KOSPI,293500,4395300000000.0,2026-09-18T15:04:19+09:00,21482
011790,SKC,KOSPI,87200,4325000000000.0,2026-09-18T15:04:21+09:00,5932
082740,한화엔진,KOSPI,51500,4297500000000.0,2026-09-18T15:04:23+09:00,40222
034220,LG디스플레이,KOSPI,8390,4195000000000.0,2026-09-18T15:04:22+09:00,18247
001450,현대해상,KOSPI,48450,4130300000000.0,2026-09-18T15:04:21+09:00,23105
002380,KCC,KOSPI,463500,3982800000000.0,2026-09-18T15:04:19+09:00,7454
010060,OCI홀딩스,KOSPI,205000,3827400000000.0,2026-09-18T15:04:22+09:00,20354
001040,CJ,KOSPI,128700,3755100000000.0,2026-09-18T15:04:19+09:00,15415
103590,일진전기,KOSPI,76200,3633600000000.0,2026-09-18T15:04:19+09:00,53030
018880,한온시스템,KOSPI,3415,3504600000000.0,2026-09-18T15:04:19+09:00,11382
161890,한국콜마,KOSPI,145200,3427500000000.0,2026-09-18T15:04:18+09:00,32308
004170,신세계,KOSPI,360000,3400300000000.0,2026-09-18T15:04:23+09:00,25431
375500,DL이앤씨,KOSPI,87100,3370200000000.0,2026-09-18T15:04:19+09:00,32174
008930,한미사이언스,KOSPI,48950,3347800000000.0,2026-09-18T15:04:18+09:00,8008
036460,한국가스공사,KOSPI,35650,3291000000000.0,2026-09-18T15:04:20+09:00,4669
336260,두산퓨얼셀,KOSPI,50300,3294300000000.0,2026-09-18T15:04:22+09:00,19923
023530,롯데쇼핑,KOSPI,113600,3213600000000.0,2026-09-18T15:04:23+09:00,14452
111770,영원무역,KOSPI,72200,3199300000000.0,2026-09-18T15:04:17+09:00,5301
022100,포스코DX,KOSPI,20850,3169900000000.0,2026-09-18T15:04:18+09:00,3862
012750,에스원,KOSPI,83200,3161500000000.0,2026-09-18T15:04:23+09:00,6812
006360,GS건설,KOSPI,36900,3158000000000.0,2026-09-18T15:04:22+09:00,85269
192820,코스맥스,KOSPI,272000,3087100000000.0,2026-09-18T15:04:21+09:00,21194
035250,강원랜드,KOSPI,14370,3074300000000.0,2026-09-18T15:04:21+09:00,4437
028670,팬오션,KOSPI,5740,3068400000000.0,2026-09-18T15:04:19+09:00,14211
