종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
대한광통신,010170,KOSDAQ,제외,46.764822591826785,4.85,18460.0,18690.0,974.5,16.63,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,951.660171,19.831987919832056,18800.0,18900.0,2026-09-18T12:00:00+09:00
성호전자,043260,KOSDAQ,제외,52.169441433315015,5.35,25950.0,25900.0,326.2,18.06,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,427.1517965,29.2887580880327,25950.0,26650.0,2026-09-18T12:00:00+09:00
삼화콘덴서,001820,KOSPI,제외,70.23222782013195,0.66,151000.0,144200.0,172.4,3.22,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,60.4314,1.2677067340959984,151000.0,144400.0,2026-09-18T12:00:00+09:00
광전자,017900,KOSPI,제외,75.03537138076483,1.51,10850.0,10880.0,259.5,36.76,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,486.3957032,65.54487939581749,11100.0,10960.0,2026-09-18T12:00:00+09:00
우리로,046970,KOSDAQ,제외,56.257015485227484,2.74,8890.0,8280.0,78.2,19.36,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,53.3060752,25.70205451488429,8890.0,8260.0,2026-09-18T12:00:00+09:00
빛샘전자,072950,KOSDAQ,제외,58.838516057465185,5.12,14420.0,13640.0,29.1,24.18,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,686.9398374,492.33032495787234,14420.0,15660.0,2026-09-18T12:00:00+09:00
대원전선,006340,KOSPI,제외,72.84859334774998,3.32,14230.0,14030.0,89.6,4.98,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,79.5838428,4.987157767653937,14230.0,13860.0,2026-09-18T12:00:00+09:00
파미셀,005690,KOSPI,제외,56.66608460400405,2.01,13820.0,12795.0,54.7,10.09,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,49.0806818,12.371815897585272,13820.0,12710.0,2026-09-18T12:00:00+09:00
금호전기,001210,KOSPI,제외,85.86298344850476,0.07,12390.0,11320.0,131.3,4.22,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,125.8437592,2.729145039441929,12390.0,11080.0,2026-09-18T12:00:00+09:00
한라캐스트,125490,KOSDAQ,제외,78.12375981383619,2.32,12890.0,12260.0,190.3,25.97,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,66.3996417,10.477155378267666,12920.0,12170.0,2026-09-18T12:00:00+09:00
