종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,54.597628513356156,2.03,261500.0,260750.0,4130.2,0.93,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,4680.9028,0.6995396997268807,261500.0,259750.0,2026-09-18T14:00:00+09:00
SK하이닉스,000660,KOSPI,제외,43.726252790223164,3.36,1847000.0,1850000.0,6984.9,1.21,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,7420.5565,1.0573162131396698,1852000.0,1835000.0,2026-09-18T14:00:00+09:00
SK스퀘어,402340,KOSPI,제외,58.019729835939884,3.12,1075000.0,1074000.0,568.6,1.09,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,905.96196,1.1766249356384462,1078000.0,1074000.0,2026-09-18T14:00:00+09:00
삼성전기,009150,KOSPI,제외,64.76443028190549,1.7,1409000.0,1401000.0,2267.1,3.05,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,1605.92341,1.69455839688481,1409000.0,1391000.0,2026-09-18T14:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,61.575122660398314,0.27,371500.0,363000.0,41.5,0.37,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,115.9094,0.4914107341749773,371500.0,365000.0,2026-09-18T14:00:00+09:00
현대차,005380,KOSPI,제외,71.7727703297297,0.28,372000.0,366500.0,129.9,0.72,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,228.1920625,0.898432590063175,372000.0,366250.0,2026-09-18T14:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,55.06671285766373,-0.61,1414000.0,1397000.0,51.4,0.77,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,74.11085,0.8408371696821942,1414000.0,1397000.0,2026-09-18T14:00:00+09:00
KB금융,105560,KOSPI,제외,57.03450807828553,-0.92,181600.0,176200.0,131.1,0.73,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,221.562498,1.0780384059940673,181600.0,175800.0,2026-09-18T14:00:00+09:00
삼성물산,028260,KOSPI,제외,59.23920222582168,-0.34,365000.0,353500.0,92.0,0.62,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,129.791375,0.535325140533992,365000.0,351500.0,2026-09-18T14:00:00+09:00
삼성생명,032830,KOSPI,제외,61.41188536683634,-0.63,291000.0,286000.0,71.1,0.69,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,94.992345,0.687926740181666,291000.0,283500.0,2026-09-18T14:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,57.83626639941919,0.95,1130000.0,1100000.0,67.7,0.5,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,118.4676,0.6352873986982431,1130000.0,1101000.0,2026-09-18T14:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,65.71784607797542,-0.08,87800.0,85400.0,108.4,0.51,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,181.6939335,0.5531658727725456,87800.0,85350.0,2026-09-18T14:00:00+09:00
신한지주,055550,KOSPI,제외,60.80747026512961,-0.95,114400.0,111400.0,83.0,0.7,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,150.716895,1.027941508541243,114400.0,111300.0,2026-09-18T14:00:00+09:00
HD현대중공업,329180,KOSPI,제외,58.21945613846334,0.24,477500.0,456750.0,111.6,0.79,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,139.38796,0.7850230901343909,473000.0,461000.0,2026-09-18T14:00:00+09:00
기아,000270,KOSPI,제외,62.824492665878076,0.13,122500.0,121700.0,51.4,0.68,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,85.696272,0.6183069986886884,122500.0,121700.0,2026-09-18T14:00:00+09:00
삼성SDI,006400,KOSPI,제외,57.0330559321899,0.24,552000.0,542000.0,144.3,0.7,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,256.7059,0.7761998936990405,552000.0,545000.0,2026-09-18T14:00:00+09:00
셀트리온,068270,KOSPI,제외,60.05857934671805,0.74,182800.0,179700.0,67.7,0.89,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,78.527862,0.8295010067018228,182800.0,180300.0,2026-09-18T14:00:00+09:00
SK,034730,KOSPI,제외,73.35381434599337,-0.01,557000.0,546000.0,175.2,2.34,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,164.07963,1.5635916184515282,557000.0,549000.0,2026-09-18T14:00:00+09:00
하나금융지주,086790,KOSPI,제외,53.501167056575994,-2.14,140200.0,133950.0,96.3,1.07,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,174.328427,1.606931244711294,140200.0,133900.0,2026-09-18T14:00:00+09:00
현대모비스,012330,KOSPI,제외,55.215624922506414,-1.61,389000.0,381500.0,112.8,0.92,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,155.171705,1.0407905145365404,389000.0,380500.0,2026-09-18T14:00:00+09:00
LG전자,066570,KOSPI,제외,67.42368547881048,-0.86,203000.0,199100.0,152.0,1.37,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,247.060339,1.6684624527748821,203000.0,197900.0,2026-09-18T14:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,52.44754265544363,3.17,210500.0,209000.0,88.4,1.03,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,259.4613,1.961223770742964,210500.0,210000.0,2026-09-18T14:00:00+09:00
NAVER,035420,KOSPI,제외,39.460861700307994,-2.65,202000.0,197200.0,176.8,1.34,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,227.97037,0.9796211248289979,202000.0,197000.0,2026-09-18T14:00:00+09:00
삼성화재,000810,KOSPI,제외,66.73689384138363,-1.02,670000.0,658000.0,59.8,1.28,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,93.60605,1.1566230150014565,667000.0,655000.0,2026-09-18T14:00:00+09:00
효성중공업,298040,KOSPI,제외,49.65029544584413,2.58,2949000.0,2906000.0,155.0,1.37,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,284.02436,1.7222635806269484,2949000.0,2908000.0,2026-09-18T14:00:00+09:00
우리금융지주,316140,KOSPI,제외,72.75998570320101,0.43,37050.0,36100.0,118.7,1.39,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,259.274652,2.2822277078356166,37050.0,36400.0,2026-09-18T14:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,63.49774619078475,1.6,738000.0,732000.0,67.7,0.83,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,92.9144,0.7793082367033946,738000.0,730000.0,2026-09-18T14:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,55.877277325573104,-0.51,331000.0,323750.0,43.0,0.63,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,113.79682,1.0114118081362178,331000.0,326000.0,2026-09-18T14:00:00+09:00
한화오션,042660,KOSPI,제외,64.41360922455489,-0.16,84700.0,83300.0,43.0,0.69,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,57.045657,0.8161797629925394,84500.0,83100.0,2026-09-18T14:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,62.80886531291726,-0.43,354500.0,338500.0,40.1,0.68,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,59.475135,0.7661779606752889,351000.0,340500.0,2026-09-18T14:00:00+09:00
고려아연,010130,KOSPI,제외,64.84661765473233,-0.43,1159000.0,1134000.0,10.5,0.36,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,28.6116,0.7022811201015194,1159000.0,1130000.0,2026-09-18T14:00:00+09:00
두산,000150,KOSPI,제외,46.937087602846404,1.92,1503000.0,1436000.0,189.2,2.03,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,226.11596,1.5803996192770822,1503000.0,1444000.0,2026-09-18T14:00:00+09:00
SK이노베이션,096770,KOSPI,제외,60.02296466668768,-0.79,142000.0,136000.0,89.7,0.63,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,112.624908,0.6081669832152525,141900.0,137100.0,2026-09-18T14:00:00+09:00
한미반도체,042700,KOSPI,제외,64.8255472597736,2.36,235500.0,234000.0,130.1,1.07,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,401.5116,2.551580796855679,235500.0,235000.0,2026-09-18T14:00:00+09:00
한국전력,015760,KOSPI,제외,60.85343176092215,-1.17,31500.0,30850.0,44.3,0.95,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,71.330952,0.8297937512513485,31500.0,30800.0,2026-09-18T14:00:00+09:00
HMM,011200,KOSPI,제외,70.6650015107011,0.92,21900.0,20950.0,14.0,0.66,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,24.87933,0.9185974470573814,21900.0,21000.0,2026-09-18T14:00:00+09:00
SK텔레콤,017670,KOSPI,제외,65.94913184955604,0.29,89500.0,88900.0,44.8,0.47,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,69.521286,0.5291963619854166,89500.0,88700.0,2026-09-18T14:00:00+09:00
LG화학,051910,KOSPI,제외,49.302009730602414,-0.51,273500.0,267250.0,37.1,0.74,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,60.9432,0.7304257685809902,273500.0,268000.0,2026-09-18T14:00:00+09:00
삼성중공업,010140,KOSPI,제외,64.80507317408575,-0.83,21800.0,20900.0,76.2,1.53,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,146.576976,2.010909015478804,21650.0,20800.0,2026-09-18T14:00:00+09:00
KT&G,033780,KOSPI,제외,59.17100133032286,0.64,173700.0,172800.0,25.4,0.87,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,63.323488,1.4660185116545987,173700.0,172600.0,2026-09-18T14:00:00+09:00
미래에셋증권,006800,KOSPI,제외,60.406324770808304,-1.62,32550.0,31600.0,16.6,0.49,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,73.6769715,1.6498951280930696,32550.0,31450.0,2026-09-18T14:00:00+09:00
삼성에스디에스,018260,KOSPI,제외,77.97146168463692,0.37,222500.0,220500.0,54.4,1.26,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,66.7832,1.0943804666216022,222500.0,220000.0,2026-09-18T14:00:00+09:00
LG,003550,KOSPI,제외,53.453926059423296,-0.77,114200.0,112000.0,15.5,0.49,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,29.936305,0.599194766178314,114200.0,112100.0,2026-09-18T14:00:00+09:00
S-Oil,010950,KOSPI,제외,58.072465004071454,0.61,157300.0,151400.0,32.6,0.57,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,54.85377,0.784372860282094,157300.0,151000.0,2026-09-18T14:00:00+09:00
HD현대,267250,KOSPI,제외,58.511104659830906,-2.06,227000.0,211000.0,60.6,1.69,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,114.00186,2.40968818350998,224500.0,213000.0,2026-09-18T14:00:00+09:00
포스코퓨처엠,003670,KOSPI,제외,45.10713927243874,-0.27,188100.0,182800.0,32.7,0.65,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,58.623987,0.7259868367179094,188100.0,184300.0,2026-09-18T14:00:00+09:00
LIG디펜스앤에어로스페이스,079550,KOSPI,제외,47.75108488339738,3.84,738000.0,753000.0,171.5,2.63,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,138.9784,1.5584739182215654,754000.0,748000.0,2026-09-18T14:00:00+09:00
기업은행,024110,KOSPI,제외,57.41082821982409,-1.09,20350.0,20100.0,27.4,1.62,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,22.0539735,0.8004554188120833,20350.0,20150.0,2026-09-18T14:00:00+09:00
현대글로비스,086280,KOSPI,제외,62.875174731638594,-0.33,209000.0,204000.0,17.7,0.54,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,39.39012,0.8552779270245398,209000.0,203000.0,2026-09-18T14:00:00+09:00
한화시스템,272210,KOSPI,제외,44.68514457031753,3.21,81500.0,79600.0,74.0,3.14,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,147.236586,4.707315037937542,81500.0,79800.0,2026-09-18T14:00:00+09:00
카카오,035720,KOSPI,제외,49.983403309317985,-1.38,34150.0,33500.0,41.0,0.96,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,61.8940465,0.9724196096812207,34150.0,33550.0,2026-09-18T14:00:00+09:00
현대건설,000720,KOSPI,제외,69.03248807801903,-0.63,129300.0,125800.0,64.2,0.83,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,148.214679,1.1114023533398725,129300.0,124700.0,2026-09-18T14:00:00+09:00
에이피알,278470,KOSPI,제외,74.93678352162104,1.15,373000.0,369500.0,152.2,1.41,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,158.70915,1.0769993880390336,373500.0,367000.0,2026-09-18T14:00:00+09:00
현대로템,064350,KOSPI,제외,76.68775341537824,1.07,124200.0,124100.0,98.4,2.31,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,70.613044,1.3566110531023667,124300.0,123800.0,2026-09-18T14:00:00+09:00
KT,030200,KOSPI,제외,63.97763787826098,-0.38,53600.0,52900.0,9.3,0.72,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,19.92408,1.1123449979653057,53600.0,52800.0,2026-09-18T14:00:00+09:00
한국항공우주,047810,KOSPI,제외,65.38058884037551,-0.25,131800.0,128900.0,30.3,0.89,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,40.368279,0.9097908122130188,131700.0,129100.0,2026-09-18T14:00:00+09:00
LG이노텍,011070,KOSPI,제외,63.93156823412187,2.04,541000.0,537000.0,80.1,0.91,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,133.6335,0.9286652223844083,541000.0,534000.0,2026-09-18T14:00:00+09:00
DB손해보험,005830,KOSPI,제외,64.2193121528203,-0.34,193100.0,189800.0,55.5,1.27,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,61.017,1.0685391409615672,192900.0,189200.0,2026-09-18T14:00:00+09:00
HD현대마린솔루션,443060,KOSPI,제외,59.413945574143874,1.41,245000.0,242000.0,20.1,1.06,09-18 14:00,09-18 13:00,2026-09-18 14:00,True,False,False,49.68864,1.7559532738964518,245000.0,243000.0,2026-09-18T14:00:00+09:00
대한항공,003490,KOSPI,제외,63.56923213426347,-0.13,30100.0,29100.0,31.1,0.47,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,48.251832,0.4600556694850625,30100.0,29200.0,2026-09-18T14:00:00+09:00
GS,078930,KOSPI,제외,69.5666655707555,0.01,116100.0,114600.0,29.5,0.44,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,39.937282,0.4519993430737257,116100.0,114100.0,2026-09-18T14:00:00+09:00
삼성E&A,028050,KOSPI,제외,63.52981975397628,1.13,55200.0,52200.0,187.4,2.34,09-18 14:00,09-18 13:00,2026-09-18 14:00,False,False,False,270.345224,2.9391923043834574,55200.0,52400.0,2026-09-18T14:00:00+09:00
