종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
대한광통신,010170,KOSDAQ,제외,46.27872319006514,4.71,18460.0,18690.0,974.5,16.63,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,998.5792608,20.809751674666256,18800.0,18810.0,2026-09-18T12:00:00+09:00
성호전자,043260,KOSDAQ,제외,51.6860440985483,5.21,25950.0,25900.0,326.2,18.06,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,483.428105,33.1474874653865,25950.0,26500.0,2026-09-18T12:00:00+09:00
삼화콘덴서,001820,KOSPI,제외,70.29383434612915,0.66,151000.0,144200.0,172.4,3.22,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,64.259444,1.3480099730945285,151000.0,144400.0,2026-09-18T12:00:00+09:00
광전자,017900,KOSPI,제외,73.38306358852711,2.12,10850.0,10880.0,259.5,36.76,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,586.912256,79.0901169199456,11100.0,11200.0,2026-09-18T12:00:00+09:00
빛샘전자,072950,KOSDAQ,제외,63.14243908086568,5.67,14420.0,13640.0,29.1,24.18,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,896.1290464,642.2563965545613,14420.0,16240.0,2026-09-18T12:00:00+09:00
우리로,046970,KOSDAQ,제외,56.993688982684624,2.69,8890.0,8280.0,78.2,19.36,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,66.440715,32.035051774696974,8890.0,8250.0,2026-09-18T12:00:00+09:00
대원전선,006340,KOSPI,제외,72.84859334774998,3.32,14230.0,14030.0,89.6,4.98,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,83.2200138,5.215020080017269,14230.0,13860.0,2026-09-18T12:00:00+09:00
파미셀,005690,KOSPI,제외,56.79704979936885,2.01,13820.0,12795.0,54.7,10.09,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,51.7302084,13.039684682385957,13820.0,12710.0,2026-09-18T12:00:00+09:00
금호전기,001210,KOSPI,제외,85.55472712502001,-0.09,12390.0,11320.0,131.3,4.22,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,130.9146252,2.8391157593056024,12390.0,11010.0,2026-09-18T12:00:00+09:00
한라캐스트,125490,KOSDAQ,제외,77.60737261042604,2.41,12890.0,12260.0,190.3,25.97,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,68.6532891,10.832756905220316,12920.0,12210.0,2026-09-18T12:00:00+09:00
KBI메탈,024840,KOSDAQ,제외,57.14559019686593,2.89,6920.0,6430.0,47.2,8.06,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,35.994738,5.7090527384940835,6920.0,6360.0,2026-09-18T12:00:00+09:00
RFHIC,218410,KOSDAQ,제외,52.898169709477784,4.52,60300.0,61900.0,151.8,10.93,09-18 12:00,09-18 11:00,2026-09-18 12:00,True,False,False,147.210063,12.309570900507943,62200.0,61100.0,2026-09-18T12:00:00+09:00
엑스게이트,356680,KOSDAQ,제외,67.18961873467529,1.18,18440.0,17530.0,23.9,3.85,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,44.4146178,8.49236544786136,18440.0,17780.0,2026-09-18T12:00:00+09:00
인제니아테라퓨틱스(Reg.S),950260,KOSDAQ,제외,50.60731965543714,1.98,20400.0,17900.0,72.4,1.36,09-18 12:00,09-18 11:00,2026-09-18 12:00,False,False,False,31.0124939,0.8564618875993724,20400.0,17890.0,2026-09-18T12:00:00+09:00
